Filename,GPS Event,GPS Time,Weeks:Seconds,Line Number,Number in Line,Longitude,Latitude,Altitude,Pitch,Roll,Yaw,Yaw Type,ISO,Aperture,Shutter Speed 1/#
2021-09-17628_RGB_180264.IIQ,628,23:10:54.264796,2175:515454.264796,XXXX,XXXX,-122.632889,50.407179,3767.690 m,4.00000,0.22000,176.27000,T,250,6.3,2000
2021-09-17629_RGB_180265.IIQ,629,23:10:59.022152,2175:515459.022152,XXXX,XXXX,-122.631881,50.404221,3768.600 m,2.99000,-0.13000,176.37000,T,250,6.3,2000
2021-09-17630_RGB_180266.IIQ,630,23:11:03.762321,2175:515463.762321,XXXX,XXXX,-122.630878,50.401258,3767.010 m,3.22000,-1.35000,176.14999,T,250,6.3,2000
2021-09-17631_RGB_180267.IIQ,631,23:12:59.715576,2175:515579.715576,XXXX,XXXX,-122.620696,50.396769,3717.080 m,5.24000,-1.51000,342.29999,T,250,6.3,2000
2021-09-17632_RGB_180268.IIQ,632,23:13:04.279367,2175:515584.279367,XXXX,XXXX,-122.621737,50.399719,3724.630 m,4.70000,-0.54000,341.51999,T,250,6.3,2000
2021-09-17633_RGB_180269.IIQ,633,23:13:08.895157,2175:515588.895157,XXXX,XXXX,-122.622826,50.402656,3727.830 m,4.21000,-0.37000,340.67999,T,250,6.3,2000
2021-09-17634_RGB_180270.IIQ,634,23:13:13.555939,2175:515593.555939,XXXX,XXXX,-122.623965,50.405597,3728.059 m,3.51000,-0.63000,340.31000,T,250,6.3,2000
2021-09-17635_RGB_180271.IIQ,635,23:13:18.178727,2175:515598.178727,XXXX,XXXX,-122.625082,50.408524,3725.539 m,3.10000,1.24000,341.32001,T,250,6.3,2000
2021-09-17636_RGB_180272.IIQ,636,23:13:22.790518,2175:515602.790518,XXXX,XXXX,-122.626124,50.411477,3722.030 m,3.95000,-0.08000,342.42001,T,250,6.3,2000
2021-09-17637_RGB_180273.IIQ,637,23:13:27.391305,2175:515607.391305,XXXX,XXXX,-122.627113,50.414428,3720.309 m,4.07000,-0.61000,342.17999,T,250,6.3,2000
2021-09-17638_RGB_180274.IIQ,638,23:13:32.020092,2175:515612.020092,XXXX,XXXX,-122.628097,50.417379,3719.779 m,3.99000,-0.95000,342.06000,T,250,6.3,2000
2021-09-17639_RGB_180275.IIQ,639,23:13:36.693879,2175:515616.693879,XXXX,XXXX,-122.629094,50.420337,3722.400 m,4.25000,-1.38000,342.48999,T,250,6.3,2000
2021-09-17640_RGB_180276.IIQ,640,23:13:41.408661,2175:515621.408661,XXXX,XXXX,-122.630132,50.423287,3726.170 m,4.03000,-0.28000,342.54999,T,250,6.3,2000
2021-09-17641_RGB_180277.IIQ,641,23:13:46.150446,2175:515626.150446,XXXX,XXXX,-122.631158,50.426241,3728.180 m,3.47000,-0.08000,342.82001,T,250,6.3,2000
2021-09-17642_RGB_180278.IIQ,642,23:13:50.862978,2175:515630.862978,XXXX,XXXX,-122.632134,50.42919,3727.860 m,3.11000,-0.59000,342.98001,T,250,6.3,2000
2021-09-17643_RGB_180279.IIQ,643,23:13:55.546012,2175:515635.546012,XXXX,XXXX,-122.633078,50.432144,3724.960 m,2.73000,-1.64000,342.04001,T,250,6.3,2000
2021-09-17644_RGB_180280.IIQ,644,23:14:00.216797,2175:515640.216797,XXXX,XXXX,-122.634102,50.435104,3719.440 m,2.65000,-1.14000,341.67001,T,250,6.3,2000
2021-09-17645_RGB_180281.IIQ,645,23:14:04.832585,2175:515644.832585,XXXX,XXXX,-122.635233,50.438034,3714.570 m,3.00000,-0.37000,340.41000,T,250,6.3,2000
2021-09-17646_RGB_180282.IIQ,646,23:16:26.282218,2175:515786.282218,XXXX,XXXX,-122.629887,50.444766,3748.440 m,5.80000,0.14000,177.27000,T,250,6.3,2000
2021-09-17647_RGB_180283.IIQ,647,23:16:31.307972,2175:515791.307972,XXXX,XXXX,-122.628963,50.441796,3758.900 m,5.84000,-0.76000,175.94000,T,250,6.3,2000
2021-09-17648_RGB_180284.IIQ,648,23:16:36.356723,2175:515796.356723,XXXX,XXXX,-122.627981,50.438846,3767.170 m,5.19000,-0.10000,176.48000,T,250,6.3,2000
2021-09-17649_RGB_180285.IIQ,649,23:16:41.422471,2175:515801.422471,XXXX,XXXX,-122.626971,50.435892,3770.019 m,4.38000,-0.20000,175.75000,T,250,6.3,2000
2021-09-17650_RGB_180286.IIQ,650,23:16:46.433225,2175:515806.433225,XXXX,XXXX,-122.625933,50.432944,3768.789 m,3.81000,0.22000,175.06000,T,250,6.3,2000
2021-09-17651_RGB_180287.IIQ,651,23:16:51.374982,2175:515811.374982,XXXX,XXXX,-122.624908,50.429991,3765.719 m,3.75000,-0.67000,174.98000,T,250,6.3,2000
2021-09-17652_RGB_180288.IIQ,652,23:16:56.241679,2175:515816.241679,XXXX,XXXX,-122.623873,50.427042,3763.880 m,4.02000,-0.40000,174.88000,T,250,6.3,2000
2021-09-17653_RGB_180289.IIQ,653,23:17:01.067505,2175:515821.067505,XXXX,XXXX,-122.62279,50.424098,3766.019 m,4.57000,-0.74000,175.10001,T,250,6.3,2000
2021-09-17654_RGB_180290.IIQ,654,23:17:05.884271,2175:515825.884271,XXXX,XXXX,-122.621658,50.42116,3768.559 m,3.96000,-0.99000,174.19000,T,250,6.3,2000
2021-09-17655_RGB_180291.IIQ,655,23:17:10.664043,2175:515830.664043,XXXX,XXXX,-122.620513,50.418229,3766.139 m,3.02000,0.34000,174.46001,T,250,6.3,2000
2021-09-17656_RGB_180292.IIQ,656,23:17:15.388818,2175:515835.388818,XXXX,XXXX,-122.619407,50.415291,3760.500 m,2.96000,-0.71000,174.28000,T,250,6.3,2000
2021-09-17657_RGB_180293.IIQ,657,23:17:20.059595,2175:515840.059595,XXXX,XXXX,-122.618297,50.412355,3757.289 m,3.47000,0.22000,175.06000,T,250,6.3,2000
2021-09-17658_RGB_180294.IIQ,658,23:17:24.715379,2175:515844.715379,XXXX,XXXX,-122.617213,50.409416,3755.750 m,3.42000,0.05000,175.78000,T,250,6.3,2000
2021-09-17659_RGB_180295.IIQ,659,23:17:29.384165,2175:515849.384165,XXXX,XXXX,-122.616163,50.40646,3754.170 m,3.54000,0.24000,176.08000,T,250,6.3,2000
2021-09-17660_RGB_180296.IIQ,660,23:17:34.039949,2175:515854.039949,XXXX,XXXX,-122.615151,50.403508,3752.239 m,3.43000,0.82000,176.36000,T,250,6.3,2000
2021-09-17661_RGB_180297.IIQ,661,23:17:38.679736,2175:515858.679736,XXXX,XXXX,-122.614187,50.400559,3749.769 m,3.35000,0.22000,176.97000,T,250,6.3,2000
2021-09-17662_RGB_180298.IIQ,662,23:17:43.338523,2175:515863.338523,XXXX,XXXX,-122.613243,50.39759,3746.590 m,3.35000,0.01000,176.80000,T,250,6.3,2000
2021-09-17663_RGB_180299.IIQ,663,23:17:47.993311,2175:515867.993311,XXXX,XXXX,-122.612332,50.39462,3744.710 m,3.98000,-0.46000,176.41000,T,250,6.3,2000
2021-09-17664_RGB_180300.IIQ,664,23:19:54.885446,2175:515994.885446,XXXX,XXXX,-122.603724,50.393014,3693.340 m,3.41000,1.22000,341.45999,T,250,6.3,2000
2021-09-17665_RGB_180301.IIQ,665,23:19:59.412247,2175:515999.412247,XXXX,XXXX,-122.604781,50.395955,3695.340 m,4.15000,1.03000,342.01999,T,250,6.3,2000
2021-09-17666_RGB_180302.IIQ,666,23:20:03.964398,2175:516003.964398,XXXX,XXXX,-122.605766,50.398909,3696.980 m,4.02000,0.42000,342.97000,T,250,6.3,2000
2021-09-17667_RGB_180303.IIQ,667,23:20:08.538826,2175:516008.538826,XXXX,XXXX,-122.606704,50.401872,3695.989 m,3.85000,-0.03000,343.07999,T,250,6.3,2000
2021-09-17668_RGB_180304.IIQ,668,23:20:13.140617,2175:516013.140617,XXXX,XXXX,-122.607643,50.404834,3697.289 m,4.12000,-0.84000,342.57001,T,250,6.3,2000
2021-09-17669_RGB_180305.IIQ,669,23:20:17.771718,2175:516017.771718,XXXX,XXXX,-122.608633,50.407779,3700.650 m,4.20000,-1.76000,341.79001,T,250,6.3,2000
2021-09-17670_RGB_180306.IIQ,670,23:20:22.471193,2175:516022.471193,XXXX,XXXX,-122.609713,50.410727,3703.390 m,3.94000,-0.22000,340.42001,T,250,6.3,2000
2021-09-17671_RGB_180307.IIQ,671,23:20:27.188978,2175:516027.188978,XXXX,XXXX,-122.610848,50.413662,3705.480 m,3.84000,-0.94000,339.91000,T,250,6.3,2000
2021-09-17672_RGB_180308.IIQ,672,23:20:31.915017,2175:516031.915017,XXXX,XXXX,-122.612006,50.416591,3707.099 m,3.46000,-0.89000,339.84000,T,250,6.3,2000
2021-09-17673_RGB_180309.IIQ,673,23:20:36.644781,2175:516036.644781,XXXX,XXXX,-122.613184,50.419524,3707.230 m,3.00000,-0.13000,339.87000,T,250,6.3,2000
2021-09-17674_RGB_180310.IIQ,674,23:20:41.310553,2175:516041.310553,XXXX,XXXX,-122.614306,50.422449,3704.640 m,2.66000,3.18000,341.95999,T,250,6.3,2000
2021-09-17675_RGB_180311.IIQ,675,23:20:45.933126,2175:516045.933126,XXXX,XXXX,-122.615278,50.425409,3701.240 m,2.88000,0.75000,343.16000,T,250,6.3,2000
2021-09-17676_RGB_180312.IIQ,676,23:20:50.519097,2175:516050.519097,XXXX,XXXX,-122.616192,50.428379,3699.359 m,3.31000,-0.70000,343.48999,T,250,6.3,2000
2021-09-17677_RGB_180313.IIQ,677,23:20:55.08787,2175:516055.08787,XXXX,XXXX,-122.617106,50.431346,3700.469 m,3.50000,-0.67000,343.37000,T,250,6.3,2000
2021-09-17678_RGB_180314.IIQ,678,23:20:59.642644,2175:516059.642644,XXXX,XXXX,-122.618039,50.434301,3700.960 m,3.72000,-0.05000,343.39999,T,250,6.3,2000
2021-09-17679_RGB_180315.IIQ,679,23:21:04.229417,2175:516064.229417,XXXX,XXXX,-122.618967,50.437272,3703.240 m,4.41000,-1.68000,343.44000,T,250,6.3,2000
2021-09-17680_RGB_180316.IIQ,680,23:21:08.849189,2175:516068.849189,XXXX,XXXX,-122.619967,50.440219,3711.849 m,4.59000,-0.05000,341.97000,T,250,6.3,2000
2021-09-17681_RGB_180317.IIQ,681,23:21:13.504959,2175:516073.504959,XXXX,XXXX,-122.621013,50.443158,3718.299 m,3.34000,-0.51000,341.94000,T,250,6.3,2000
2021-09-17682_RGB_180318.IIQ,682,23:21:18.175728,2175:516078.175728,XXXX,XXXX,-122.622084,50.446116,3718.360 m,2.86000,-1.59000,341.07999,T,250,6.3,2000
2021-09-17683_RGB_180319.IIQ,683,23:21:22.787444,2175:516082.787444,XXXX,XXXX,-122.623215,50.449053,3715.740 m,2.88000,0.25000,341.10001,T,250,6.3,2000
2021-09-17684_RGB_180320.IIQ,684,23:23:42.154023,2175:516222.154023,XXXX,XXXX,-122.616801,50.452822,3725.829 m,4.00000,-0.79000,176.36000,T,250,6.3,2000
2021-09-17685_RGB_180321.IIQ,685,23:23:46.88481,2175:516226.88481,XXXX,XXXX,-122.615802,50.449868,3728.399 m,3.55000,-0.13000,175.83000,T,250,6.3,2000
2021-09-17686_RGB_180322.IIQ,686,23:23:51.610591,2175:516231.610591,XXXX,XXXX,-122.614804,50.446913,3728.360 m,3.55000,-0.85000,175.61000,T,250,6.3,2000
2021-09-17687_RGB_180323.IIQ,687,23:23:56.323865,2175:516236.323865,XXXX,XXXX,-122.613798,50.44396,3728.030 m,3.65000,-0.10000,175.50999,T,250,6.3,2000
2021-09-17688_RGB_180324.IIQ,688,23:24:01.037156,2175:516241.037156,XXXX,XXXX,-122.612812,50.441004,3728.569 m,3.98000,-0.97000,176.56000,T,250,6.3,2000
2021-09-17689_RGB_180325.IIQ,689,23:24:05.76494,2175:516245.76494,XXXX,XXXX,-122.611831,50.43805,3730.319 m,3.81000,-0.93000,176.44000,T,250,6.3,2000
2021-09-17690_RGB_180326.IIQ,690,23:24:10.495167,2175:516250.495167,XXXX,XXXX,-122.610816,50.435105,3732.210 m,3.70000,-0.62000,175.88000,T,250,6.3,2000
2021-09-17691_RGB_180327.IIQ,691,23:24:15.236933,2175:516255.236933,XXXX,XXXX,-122.609781,50.432161,3734.890 m,3.52000,-0.93000,175.66000,T,250,6.3,2000
2021-09-17692_RGB_180328.IIQ,692,23:24:19.993287,2175:516259.993287,XXXX,XXXX,-122.608731,50.429208,3736.409 m,3.20000,-0.82000,175.73000,T,250,6.3,2000
2021-09-17693_RGB_180329.IIQ,693,23:24:24.72207,2175:516264.72207,XXXX,XXXX,-122.607669,50.426259,3736.429 m,2.48000,-0.76000,175.28999,T,250,6.3,2000
2021-09-17694_RGB_180330.IIQ,694,23:24:29.372237,2175:516269.372237,XXXX,XXXX,-122.606604,50.423324,3731.470 m,2.32000,0.12000,175.46001,T,250,6.3,2000
2021-09-17695_RGB_180331.IIQ,695,23:24:33.996644,2175:516273.996644,XXXX,XXXX,-122.60555,50.420363,3728.210 m,2.72000,-0.71000,175.10001,T,250,6.3,2000
2021-09-17696_RGB_180332.IIQ,696,23:24:38.553433,2175:516278.553433,XXXX,XXXX,-122.604513,50.417419,3725.119 m,2.75000,0.01000,175.23000,T,250,6.3,2000
2021-09-17697_RGB_180333.IIQ,697,23:24:43.090558,2175:516283.090558,XXXX,XXXX,-122.603502,50.414465,3721.909 m,3.02000,-0.60000,175.77000,T,250,6.3,2000
2021-09-17698_RGB_180334.IIQ,698,23:24:47.607019,2175:516287.607019,XXXX,XXXX,-122.602475,50.411517,3720.599 m,3.52000,-0.33000,175.31000,T,250,6.3,2000
2021-09-17699_RGB_180335.IIQ,699,23:24:52.124109,2175:516292.124109,XXXX,XXXX,-122.601388,50.408579,3721.960 m,4.08000,-1.75000,174.44000,T,250,6.3,2000
2021-09-17700_RGB_180336.IIQ,700,23:24:56.664881,2175:516296.664881,XXXX,XXXX,-122.600243,50.405653,3726.170 m,3.97000,0.90000,174.87000,T,250,6.3,2000
2021-09-17701_RGB_180337.IIQ,701,23:25:01.252386,2175:516301.252386,XXXX,XXXX,-122.599139,50.40271,3726.319 m,2.53000,-0.52000,175.22000,T,250,6.3,2000
2021-09-17702_RGB_180338.IIQ,702,23:25:05.818177,2175:516305.818177,XXXX,XXXX,-122.598053,50.399761,3719.480 m,2.21000,-0.25000,175.13000,T,250,6.3,2000
2021-09-17703_RGB_180339.IIQ,703,23:25:10.314207,2175:516310.314207,XXXX,XXXX,-122.596973,50.396831,3713.840 m,2.98000,-1.73000,174.05000,T,250,6.3,2000
2021-09-17704_RGB_180340.IIQ,704,23:25:14.83376,2175:516314.83376,XXXX,XXXX,-122.595825,50.393893,3714.850 m,3.68000,-0.04000,173.52000,T,250,6.3,2000
2021-09-17705_RGB_180341.IIQ,705,23:27:20.438023,2175:516440.438023,XXXX,XXXX,-122.588399,50.395196,3720.289 m,3.04000,0.62000,340.95999,T,250,6.3,2000
2021-09-17706_RGB_180342.IIQ,706,23:27:24.922816,2175:516444.922816,XXXX,XXXX,-122.58951,50.398141,3718.110 m,3.80000,0.22000,341.01999,T,250,6.3,2000
2021-09-17707_RGB_180343.IIQ,707,23:27:29.424613,2175:516449.424613,XXXX,XXXX,-122.590623,50.401083,3719.949 m,4.15000,-0.08000,340.72000,T,250,6.3,2000
2021-09-17708_RGB_180344.IIQ,708,23:27:33.951404,2175:516453.951404,XXXX,XXXX,-122.591721,50.404017,3722.780 m,3.39000,0.62000,340.95999,T,250,6.3,2000
2021-09-17709_RGB_180345.IIQ,709,23:27:38.509199,2175:516458.509199,XXXX,XXXX,-122.592777,50.406971,3721.960 m,2.76000,-0.16000,341.44000,T,250,6.3,2000
2021-09-17710_RGB_180346.IIQ,710,23:27:43.035989,2175:516463.035989,XXXX,XXXX,-122.593847,50.40991,3718.710 m,2.47000,1.48000,341.78000,T,250,6.3,2000
2021-09-17711_RGB_180347.IIQ,711,23:27:47.547783,2175:516467.547783,XXXX,XXXX,-122.594871,50.412863,3716.049 m,2.72000,0.55000,342.76999,T,250,6.3,2000
2021-09-17712_RGB_180348.IIQ,712,23:27:52.045577,2175:516472.045577,XXXX,XXXX,-122.595843,50.415824,3715.089 m,3.09000,-0.93000,343.29999,T,250,6.3,2000
2021-09-17713_RGB_180349.IIQ,713,23:27:56.532372,2175:516476.532372,XXXX,XXXX,-122.596801,50.418778,3715.940 m,3.10000,-0.50000,343.44000,T,250,6.3,2000
2021-09-17714_RGB_180350.IIQ,714,23:28:01.016744,2175:516481.016744,XXXX,XXXX,-122.597737,50.421732,3716.360 m,2.98000,0.01000,343.51001,T,250,6.3,2000
2021-09-17715_RGB_180351.IIQ,715,23:28:05.51452,2175:516485.51452,XXXX,XXXX,-122.598664,50.4247,3714.730 m,2.72000,-0.75000,343.26999,T,250,5.6,2000
2021-09-17716_RGB_180352.IIQ,716,23:28:10.000751,2175:516490.000751,XXXX,XXXX,-122.599625,50.427661,3712.079 m,2.81000,-0.15000,342.29001,T,250,5.6,2000
2021-09-17717_RGB_180353.IIQ,717,23:28:14.470549,2175:516494.470549,XXXX,XXXX,-122.600637,50.430608,3709.809 m,3.01000,0.62000,342.32999,T,250,5.6,2000
2021-09-17718_RGB_180354.IIQ,718,23:28:18.940859,2175:516498.940859,XXXX,XXXX,-122.601638,50.433563,3709.390 m,3.69000,-0.95000,341.72000,T,250,5.6,2000
2021-09-17719_RGB_180355.IIQ,719,23:28:23.415637,2175:516503.415637,XXXX,XXXX,-122.602637,50.436509,3713.150 m,4.17000,-0.83000,342.69000,T,250,5.6,2000
2021-09-17720_RGB_180356.IIQ,720,23:28:27.943929,2175:516507.943929,XXXX,XXXX,-122.603639,50.439461,3719.059 m,4.67000,-0.37000,342.19000,T,250,5.6,2000
2021-09-17721_RGB_180357.IIQ,721,23:28:32.532716,2175:516512.532716,XXXX,XXXX,-122.604667,50.44241,3723.769 m,4.33000,-1.47000,341.64001,T,250,5.6,2000
2021-09-17722_RGB_180358.IIQ,722,23:28:37.163504,2175:516517.163504,XXXX,XXXX,-122.605766,50.445351,3724.460 m,3.56000,-0.81000,340.20999,T,250,5.6,2000
2021-09-17723_RGB_180359.IIQ,723,23:28:41.805726,2175:516521.805726,XXXX,XXXX,-122.606917,50.448289,3722.190 m,3.85000,-0.77000,340.16000,T,250,5.6,2000
2021-09-17724_RGB_180360.IIQ,724,23:28:46.431078,2175:516526.431078,XXXX,XXXX,-122.60807,50.451216,3719.409 m,3.88000,-0.34000,339.91000,T,250,5.6,2000
2021-09-17725_RGB_180361.IIQ,725,23:28:51.061863,2175:516531.061863,XXXX,XXXX,-122.609224,50.454146,3716.480 m,3.87000,-0.17000,339.53000,T,250,5.6,2000
2021-09-17726_RGB_180362.IIQ,726,23:31:01.81285,2175:516661.81285,XXXX,XXXX,-122.599316,50.449143,3697.579 m,5.22000,-0.18000,176.70000,T,250,5.6,2000
2021-09-17727_RGB_180363.IIQ,727,23:31:06.860616,2175:516666.860616,XXXX,XXXX,-122.598386,50.446182,3700.549 m,4.98000,-0.15000,177.89999,T,250,5.6,2000
2021-09-17728_RGB_180364.IIQ,728,23:31:11.96138,2175:516671.96138,XXXX,XXXX,-122.597484,50.443207,3701.090 m,4.49000,-0.96000,177.83000,T,250,5.6,2000
2021-09-17729_RGB_180365.IIQ,729,23:31:17.015145,2175:516677.015145,XXXX,XXXX,-122.596527,50.440258,3698.849 m,4.12000,-0.31000,176.10001,T,250,5.6,2000
2021-09-17730_RGB_180366.IIQ,730,23:31:22.041912,2175:516682.041912,XXXX,XXXX,-122.595531,50.437305,3696.659 m,3.96000,-0.15000,176.07001,T,250,5.6,2000
2021-09-17731_RGB_180367.IIQ,731,23:31:27.039678,2175:516687.039678,XXXX,XXXX,-122.594524,50.434351,3697.019 m,4.79000,-0.64000,175.53999,T,250,5.6,2000
2021-09-17732_RGB_180368.IIQ,732,23:31:32.038454,2175:516692.038454,XXXX,XXXX,-122.593472,50.431401,3699.119 m,4.23000,-0.49000,176.03000,T,250,5.6,2000
2021-09-17733_RGB_180369.IIQ,733,23:31:37.007227,2175:516697.007227,XXXX,XXXX,-122.592436,50.428461,3698.119 m,4.09000,-0.18000,174.77000,T,250,5.6,2000
2021-09-17734_RGB_180370.IIQ,734,23:31:41.976997,2175:516701.976997,XXXX,XXXX,-122.591323,50.425513,3697.589 m,3.99000,-0.51000,173.72000,T,250,5.6,2000
2021-09-17735_RGB_180371.IIQ,735,23:31:46.889775,2175:516706.889775,XXXX,XXXX,-122.590174,50.422588,3697.929 m,3.84000,1.98000,174.39999,T,250,5.6,2000
2021-09-17736_RGB_180372.IIQ,736,23:31:51.801547,2175:516711.801547,XXXX,XXXX,-122.589111,50.419643,3699.570 m,3.85000,-0.40000,175.83000,T,250,5.6,2000
2021-09-17737_RGB_180373.IIQ,737,23:31:56.699324,2175:516716.699324,XXXX,XXXX,-122.58808,50.416686,3701.410 m,3.56000,0.09000,176.36000,T,250,5.6,2000
2021-09-17738_RGB_180374.IIQ,738,23:32:01.538844,2175:516721.538844,XXXX,XXXX,-122.587087,50.413738,3700.500 m,3.07000,-0.24000,176.73000,T,250,5.6,2000
2021-09-17739_RGB_180375.IIQ,739,23:32:06.347883,2175:516726.347883,XXXX,XXXX,-122.586111,50.410773,3696.779 m,2.94000,-0.84000,176.28999,T,250,5.6,2000
2021-09-17740_RGB_180376.IIQ,740,23:32:11.072664,2175:516731.072664,XXXX,XXXX,-122.585123,50.407826,3693.339 m,3.13000,-0.16000,176.06000,T,250,5.6,2000
2021-09-17741_RGB_180377.IIQ,741,23:32:15.77145,2175:516735.77145,XXXX,XXXX,-122.584146,50.404874,3692.700 m,3.95000,-0.28000,176.56000,T,250,5.6,2000
2021-09-17742_RGB_180378.IIQ,742,23:32:20.516906,2175:516740.516906,XXXX,XXXX,-122.583174,50.401901,3696.380 m,5.07000,-0.53000,175.70000,T,250,5.6,2000
2021-09-17743_RGB_180379.IIQ,743,23:32:25.293011,2175:516745.293011,XXXX,XXXX,-122.582196,50.398956,3704.319 m,5.92000,-0.26000,175.82001,T,250,5.6,2000
2021-09-17744_RGB_180380.IIQ,744,23:32:30.180787,2175:516750.180787,XXXX,XXXX,-122.581217,50.396009,3713.869 m,5.61000,-0.81000,175.99001,T,250,5.6,2000
2021-09-17745_RGB_180381.IIQ,745,23:34:33.085335,2175:516873.085335,XXXX,XXXX,-122.574339,50.400326,3726.610 m,3.15000,-0.02000,343.81000,T,250,5.6,2000
2021-09-17746_RGB_180382.IIQ,746,23:34:37.642967,2175:516877.642967,XXXX,XXXX,-122.575274,50.403285,3727.079 m,4.45000,-1.82000,342.57999,T,250,5.6,2000
2021-09-17747_RGB_180383.IIQ,747,23:34:42.262757,2175:516882.262757,XXXX,XXXX,-122.576279,50.406241,3735.019 m,5.41000,-0.76000,341.35001,T,250,5.6,2000
2021-09-17748_RGB_180384.IIQ,748,23:34:46.966651,2175:516886.966651,XXXX,XXXX,-122.577325,50.409185,3746.789 m,5.76000,-0.25000,340.54001,T,250,5.6,2000
