Filename,GPS Event,GPS Time,Weeks:Seconds,Line Number,Number in Line,Longitude,Latitude,Altitude,Pitch,Roll,Yaw,Yaw Type,ISO,Aperture,Shutter Speed 1/#
2021-09-17749_RGB_180385.IIQ,749,23:34:51.75642,2175:516891.75642,XXXX,XXXX,-122.578403,50.412114,3758.409 m,5.12000,-0.41000,340.56000,T,250,5.6,2000
2021-09-17750_RGB_180386.IIQ,750,23:34:56.644104,2175:516896.644104,XXXX,XXXX,-122.579551,50.415056,3764.420 m,4.72000,-0.64000,338.76999,T,250,5.6,2000
2021-09-17751_RGB_180387.IIQ,751,23:35:01.530939,2175:516901.530939,XXXX,XXXX,-122.580732,50.417979,3768.980 m,4.26000,2.87000,340.10999,T,250,5.6,2000
2021-09-17752_RGB_180388.IIQ,752,23:35:06.396701,2175:516906.396701,XXXX,XXXX,-122.581786,50.420921,3771.409 m,4.04000,0.63000,341.53000,T,250,5.6,2000
2021-09-17753_RGB_180389.IIQ,753,23:35:11.249438,2175:516911.249438,XXXX,XXXX,-122.582778,50.42388,3773.579 m,4.16000,-0.05000,341.62000,T,250,5.6,2000
2021-09-17754_RGB_180390.IIQ,754,23:35:16.093235,2175:516916.093235,XXXX,XXXX,-122.583757,50.426845,3775.679 m,4.07000,-0.21000,341.35999,T,250,5.6,2000
2021-09-17755_RGB_180391.IIQ,755,23:35:20.90601,2175:516920.90601,XXXX,XXXX,-122.584768,50.429791,3776.769 m,3.94000,-0.72000,341.09000,T,250,5.6,2000
2021-09-17756_RGB_180392.IIQ,756,23:35:25.721783,2175:516925.721783,XXXX,XXXX,-122.58581,50.432743,3777.230 m,4.03000,-0.59000,341.07001,T,250,5.6,2000
2021-09-17757_RGB_180393.IIQ,757,23:35:30.507557,2175:516930.507557,XXXX,XXXX,-122.586881,50.435674,3776.969 m,4.30000,0.06000,340.79001,T,250,5.6,2000
2021-09-17758_RGB_180394.IIQ,758,23:35:35.33034,2175:516935.33034,XXXX,XXXX,-122.58795,50.438624,3778.539 m,4.46000,1.34000,342.10001,T,250,5.6,2000
2021-09-17759_RGB_180395.IIQ,759,23:35:40.15712,2175:516940.15712,XXXX,XXXX,-122.588941,50.441584,3780.670 m,4.00000,0.84000,342.53000,T,250,5.6,2000
2021-09-17760_RGB_180396.IIQ,760,23:38:08.475679,2175:517088.475679,XXXX,XXXX,-122.576848,50.4307,3746.110 m,4.89000,0.19000,175.77000,T,250,5.6,2000
2021-09-17761_RGB_180397.IIQ,761,23:38:13.474077,2175:517093.474077,XXXX,XXXX,-122.575813,50.427752,3749.349 m,4.65000,0.36000,176.73000,T,250,5.6,2000
2021-09-17762_RGB_180398.IIQ,762,23:38:18.498846,2175:517098.498846,XXXX,XXXX,-122.574835,50.424788,3752.119 m,4.65000,-0.69000,176.53999,T,250,5.6,2000
2021-09-17763_RGB_180399.IIQ,763,23:38:23.512615,2175:517103.512615,XXXX,XXXX,-122.573853,50.421836,3755.909 m,4.61000,-0.85000,175.71001,T,250,5.6,2000
2021-09-17764_RGB_180400.IIQ,764,23:38:28.511387,2175:517108.511387,XXXX,XXXX,-122.572836,50.418893,3759.449 m,4.28000,-0.67000,175.39000,T,250,5.6,2000
2021-09-17765_RGB_180401.IIQ,765,23:38:33.509156,2175:517113.509156,XXXX,XXXX,-122.571789,50.41594,3761.360 m,3.67000,-0.90000,175.17000,T,250,5.6,2000
2021-09-17766_RGB_180402.IIQ,766,23:38:38.436194,2175:517118.436194,XXXX,XXXX,-122.570716,50.412998,3759.480 m,2.86000,-0.66000,175.32001,T,250,5.6,2000
2021-09-17767_RGB_180403.IIQ,767,23:38:43.276705,2175:517123.276705,XXXX,XXXX,-122.569637,50.410057,3755.549 m,2.89000,-0.60000,175.73000,T,250,5.6,2000
2021-09-17768_RGB_180404.IIQ,768,23:41:09.167726,2175:517269.167726,XXXX,XXXX,-122.572145,50.426231,3796.470 m,3.78000,0.01000,259.89999,T,250,5.6,2000
2021-09-17769_RGB_180405.IIQ,769,23:41:14.562759,2175:517274.562759,XXXX,XXXX,-122.576817,50.425693,3792.160 m,3.27000,-0.79000,259.28000,T,250,5.6,2000
2021-09-17770_RGB_180406.IIQ,770,23:41:19.881518,2175:517279.881518,XXXX,XXXX,-122.581455,50.425141,3789.579 m,3.82000,-0.85000,259.26999,T,250,5.6,2000
2021-09-17771_RGB_180407.IIQ,771,23:41:25.211939,2175:517285.211939,XXXX,XXXX,-122.586112,50.424583,3791.059 m,4.30000,-0.03000,259.91000,T,250,5.6,2000
2021-09-17772_RGB_180408.IIQ,772,23:41:30.528031,2175:517290.528031,XXXX,XXXX,-122.590745,50.424041,3794.190 m,4.51000,-0.57000,259.44000,T,250,5.6,2000
2021-09-17773_RGB_180409.IIQ,773,23:41:35.913786,2175:517295.913786,XXXX,XXXX,-122.595405,50.423458,3800.199 m,4.65000,-1.84000,258.73999,T,250,5.6,2000
2021-09-17774_RGB_180410.IIQ,774,23:41:41.298537,2175:517301.298537,XXXX,XXXX,-122.600006,50.422809,3808.640 m,4.71000,-0.14000,257.20999,T,250,5.6,2000
2021-09-17775_RGB_180411.IIQ,775,23:41:46.784286,2175:517306.784286,XXXX,XXXX,-122.604639,50.422147,3820.010 m,5.05000,1.74000,258.72000,T,250,5.6,2000
2021-09-17776_RGB_180412.IIQ,776,23:41:52.302032,2175:517312.302032,XXXX,XXXX,-122.609258,50.42156,3830.440 m,5.10000,0.03000,259.31000,T,250,5.6,2000
2021-09-17777_RGB_180413.IIQ,777,23:41:57.918775,2175:517317.918775,XXXX,XXXX,-122.613919,50.42099,3834.590 m,1.77000,0.14000,259.32001,T,250,5.6,2000
2021-09-17778_RGB_180414.IIQ,778,23:42:03.391523,2175:517323.391523,XXXX,XXXX,-122.618588,50.420445,3817.820 m,0.62000,0.52000,259.73999,T,250,5.6,2000
2021-09-17779_RGB_180415.IIQ,779,23:42:08.613809,2175:517328.613809,XXXX,XXXX,-122.623234,50.419936,3804.519 m,1.58000,-0.82000,259.94000,T,250,5.6,2000
2021-09-17780_RGB_180416.IIQ,780,23:42:13.762048,2175:517333.762048,XXXX,XXXX,-122.627907,50.419418,3796.529 m,2.15000,-0.88000,259.47000,T,250,5.6,2000
2021-09-17781_RGB_180417.IIQ,781,23:42:18.855812,2175:517338.855812,XXXX,XXXX,-122.632561,50.418878,3789.670 m,2.35000,-0.60000,259.07001,T,250,5.6,2000
2021-09-17782_RGB_180418.IIQ,782,23:42:23.920057,2175:517343.920057,XXXX,XXXX,-122.637203,50.418318,3783.839 m,2.42000,0.18000,258.75000,T,250,5.6,2000
2021-09-17783_RGB_180419.IIQ,783,23:42:28.975809,2175:517348.975809,XXXX,XXXX,-122.641851,50.417776,3783.180 m,2.86000,-0.86000,259.29001,T,250,5.6,2000
2021-09-17784_RGB_180420.IIQ,784,23:42:34.060556,2175:517354.060556,XXXX,XXXX,-122.646506,50.417216,3786.710 m,3.15000,-0.51000,258.73999,T,250,5.6,2000
2021-09-17785_RGB_180421.IIQ,785,23:42:39.162304,2175:517359.162304,XXXX,XXXX,-122.65113,50.416621,3792.640 m,3.49000,-1.96000,258.04001,T,250,5.6,2000
2021-09-17786_RGB_180422.IIQ,786,23:42:44.32664,2175:517364.32664,XXXX,XXXX,-122.655749,50.415974,3798.600 m,3.43000,-1.76000,256.84000,T,250,5.6,2000
