Filename,GPS Event,GPS Time,Weeks:Seconds,Longitude,Latitude,Altitude,Pitch,Roll,Yaw,Yaw Type,ISO,Aperture,Shutter Speed 1/#
22-44-41.942_RGB_24845_28263.IIQ,496,22:44:41.942437,2073:81881.942437,-126.974028,51.620937,2965.460 m,0.77000,-0.75000,282.09000,T,400,8.0,1600
22-44-46.943_RGB_24846_28264.IIQ,497,22:44:46.943129,2073:81886.943129,-126.979831,51.621036,2964.769 m,1.05000,-0.86000,281.81000,T,400,8.0,2500
22-44-51.943_RGB_24847_28265.IIQ,498,22:44:51.94315,2073:81891.94315,-126.985608,51.621103,2963.360 m,1.05000,-0.19000,281.70999,T,400,8.0,1250
22-44-56.944_RGB_24848_28266.IIQ,499,22:44:56.944048,2073:81896.944048,-126.99137,51.621148,2958.190 m,-0.11000,0.40000,280.81000,T,400,6.3,1000
22-45-01.944_RGB_24849_28267.IIQ,500,22:45:01.944673,2073:81901.944673,-126.997158,51.621189,2952.600 m,0.19000,-0.76000,281.01999,T,400,5.6,1000
22-45-06.944_RGB_24850_28268.IIQ,501,22:45:06.944692,2073:81906.944692,-127.002954,51.621234,2950.140 m,0.35000,2.14000,282.20001,T,400,5.6,1000
22-45-11.944_RGB_24851_28269.IIQ,502,22:45:11.944235,2073:81911.944236,-127.008715,51.621324,2952.250 m,0.50000,1.26000,282.60999,T,400,5.6,1000
22-45-16.944_RGB_24852_28270.IIQ,503,22:45:16.944336,2073:81916.944336,-127.014433,51.621453,2956.519 m,0.47000,0.94000,283.76001,T,400,5.6,1000
22-45-21.943_RGB_24853_28271.IIQ,504,22:45:21.943799,2073:81921.943799,-127.020125,51.621602,2960.170 m,0.47000,-0.14000,283.23001,T,400,5.6,1000
22-45-26.943_RGB_24854_28272.IIQ,505,22:45:26.943979,2073:81926.943979,-127.025818,51.621746,2962.250 m,0.30000,0.70000,282.82999,T,400,5.6,1000
22-45-31.943_RGB_24855_28273.IIQ,506,22:45:31.943805,2073:81931.943805,-127.031516,51.621908,2961.409 m,0.22000,0.27000,283.76001,T,400,5.6,1000
22-45-36.944_RGB_24856_28274.IIQ,507,22:45:36.944625,2073:81936.944626,-127.037228,51.622071,2959.960 m,0.25000,0.39000,283.17999,T,400,5.6,1000
22-45-41.943_RGB_24857_28275.IIQ,508,22:45:41.943943,2073:81941.943943,-127.042952,51.622219,2958.420 m,0.07000,-0.47000,283.45001,T,400,5.6,1000
22-45-46.944_RGB_24858_28276.IIQ,509,22:45:46.944271,2073:81946.944271,-127.048694,51.622349,2957.590 m,0.20000,-0.09000,282.54001,T,400,5.6,1000
22-45-51.944_RGB_24859_28277.IIQ,510,22:45:51.944096,2073:81951.944096,-127.054443,51.622489,2957.500 m,0.18000,1.09000,283.70001,T,400,5.6,1000
22-45-56.943_RGB_24860_28278.IIQ,511,22:45:56.943918,2073:81956.943918,-127.060189,51.622664,2956.429 m,0.31000,0.58000,283.48001,T,400,5.6,1000
22-46-01.944_RGB_24861_28279.IIQ,512,22:46:01.94474,2073:81961.944741,-127.065944,51.622853,2953.610 m,0.33000,-0.45000,283.39001,T,400,5.6,1000
22-46-06.944_RGB_24862_28280.IIQ,513,22:46:06.944564,2073:81966.944565,-127.071705,51.623042,2949.130 m,0.55000,-0.12000,283.76999,T,400,5.6,1000
22-46-11.944_RGB_24863_28281.IIQ,514,22:46:11.944638,2073:81971.944638,-127.077458,51.623226,2943.349 m,0.77000,-0.22000,283.41000,T,400,5.6,1000
22-46-16.944_RGB_24864_28282.IIQ,515,22:46:16.944212,2073:81976.944212,-127.083177,51.623392,2938.269 m,1.74000,-0.68000,282.67001,T,400,5.6,1000
22-46-21.944_RGB_24865_28283.IIQ,516,22:46:21.94421,2073:81981.944211,-127.088838,51.623526,2937.079 m,1.95000,-0.08000,282.69000,T,400,5.6,1000
22-46-26.943_RGB_24866_28284.IIQ,517,22:46:26.943851,2073:81986.943851,-127.094429,51.623643,2936.129 m,2.30000,0.10000,282.26001,T,400,5.6,1000
22-46-31.944_RGB_24867_28285.IIQ,518,22:46:31.944776,2073:81991.944777,-127.099946,51.62375,2936.260 m,2.39000,0.58000,282.59000,T,400,5.6,1000
22-46-36.944_RGB_24868_28286.IIQ,519,22:46:36.944497,2073:81996.944498,-127.105381,51.62386,2936.700 m,2.67000,0.37000,282.56000,T,400,5.6,1000
22-46-41.944_RGB_24869_28287.IIQ,520,22:46:41.944344,2073:82001.944344,-127.110739,51.623968,2938.659 m,2.73000,1.83000,282.06000,T,400,5.6,1000
22-46-46.944_RGB_24870_28288.IIQ,521,22:46:46.944145,2073:82006.944145,-127.116001,51.624109,2944.699 m,2.81000,1.75000,283.29001,T,400,5.6,1000
22-46-51.943_RGB_24871_28289.IIQ,522,22:46:51.943975,2073:82011.943976,-127.121164,51.624275,2953.530 m,2.39000,-0.40000,282.89999,T,400,5.6,1000
22-46-56.944_RGB_24872_28290.IIQ,523,22:46:56.944793,2073:82016.944793,-127.126273,51.624423,2960.009 m,1.78000,-0.04000,282.89001,T,400,5.6,1000
22-47-01.944_RGB_24873_28291.IIQ,524,22:47:01.94447,2073:82021.944471,-127.131368,51.624544,2964.299 m,1.38000,-0.76000,281.87000,T,400,5.6,1000
22-47-06.944_RGB_24874_28292.IIQ,525,22:47:06.944442,2073:82026.944442,-127.13649,51.624639,2965.910 m,0.56000,0.29000,282.73001,T,400,5.6,1000
22-47-11.944_RGB_24875_28293.IIQ,526,22:47:11.944264,2073:82031.944264,-127.141681,51.624732,2962.200 m,-0.02000,-0.38000,282.17999,T,400,5.6,1000
22-47-16.944_RGB_24876_28294.IIQ,527,22:47:16.944086,2073:82036.944086,-127.146984,51.624805,2957.599 m,-0.36000,0.05000,282.01001,T,400,5.6,1000
22-47-21.944_RGB_24877_28295.IIQ,528,22:47:21.944908,2073:82041.944908,-127.152403,51.624863,2950.920 m,-0.68000,0.18000,281.17999,T,400,5.6,1000
22-47-26.944_RGB_24878_28296.IIQ,529,22:47:26.944382,2073:82046.944383,-127.157931,51.624929,2940.890 m,-0.87000,0.53000,281.39001,T,400,5.6,1000
22-47-31.944_RGB_24879_28297.IIQ,530,22:47:31.94455,2073:82051.94455,-127.163553,51.625025,2928.139 m,-0.80000,-0.21000,282.07999,T,400,5.6,1000
22-47-36.943_RGB_24880_28298.IIQ,531,22:47:36.943952,2073:82056.943953,-127.16926,51.625133,2913.940 m,0.08000,-0.42000,281.39999,T,320,5.6,1000
22-47-41.943_RGB_24881_28299.IIQ,532,22:47:41.943188,2073:82061.943189,-127.17498,51.625234,2906.650 m,0.76000,1.67000,282.13000,T,250,5.6,1000
22-47-46.944_RGB_24882_28300.IIQ,533,22:47:46.944522,2073:82066.944523,-127.180614,51.625376,2906.099 m,1.52000,-0.26000,282.89001,T,320,5.6,1000
22-47-51.944_RGB_24883_28301.IIQ,534,22:47:51.944837,2073:82071.944837,-127.186139,51.625518,2909.250 m,1.56000,-0.99000,283.29999,T,400,5.6,1000
22-47-56.945_RGB_24884_28302.IIQ,535,22:47:56.945091,2073:82076.945092,-127.191576,51.625641,2914.500 m,1.71000,0.16000,282.54001,T,400,5.6,1000
22-48-01.944_RGB_24885_28303.IIQ,536,22:48:01.944482,2073:82081.944482,-127.19692,51.625771,2920.690 m,1.81000,-0.87000,283.42999,T,400,5.6,1000
22-48-06.944_RGB_24886_28304.IIQ,537,22:48:06.944661,2073:82086.944661,-127.202208,51.62588,2926.960 m,1.34000,1.64000,282.62000,T,400,5.6,1000
22-48-11.944_RGB_24887_28305.IIQ,538,22:48:11.944124,2073:82091.944125,-127.207458,51.626004,2931.639 m,0.93000,0.13000,283.98001,T,400,5.6,1000
22-48-16.945_RGB_24888_28306.IIQ,539,22:48:16.945225,2073:82096.945225,-127.212718,51.626142,2933.759 m,0.67000,0.07000,283.82999,T,400,5.6,1000
22-48-21.944_RGB_24889_28307.IIQ,540,22:48:21.944766,2073:82101.944767,-127.218018,51.626275,2934.510 m,0.31000,0.02000,283.48999,T,400,5.6,1000
22-48-26.944_RGB_24890_28308.IIQ,541,22:48:26.944791,2073:82106.944792,-127.223373,51.626411,2932.059 m,0.16000,0.51000,283.39999,T,400,5.6,1000
22-48-31.945_RGB_24891_28309.IIQ,542,22:48:31.945412,2073:82111.945412,-127.22879,51.626552,2927.110 m,0.11000,0.38000,283.38000,T,400,5.6,1000
22-48-36.945_RGB_24892_28310.IIQ,543,22:48:36.945355,2073:82116.945355,-127.234251,51.626693,2920.940 m,0.20000,0.02000,282.97000,T,400,5.6,1000
22-48-41.945_RGB_24893_28311.IIQ,544,22:48:41.945055,2073:82121.945055,-127.239738,51.626825,2916.300 m,0.42000,0.21000,282.98001,T,400,5.6,1000
22-48-46.943_RGB_24894_28312.IIQ,545,22:48:46.943939,2073:82126.943939,-127.245226,51.626946,2914.539 m,0.97000,-0.11000,282.03000,T,400,5.6,1000
22-48-51.945_RGB_24895_28313.IIQ,546,22:48:51.945703,2073:82131.945703,-127.250694,51.627059,2915.860 m,1.02000,0.89000,282.66000,T,400,5.6,1000
22-48-56.944_RGB_24896_28314.IIQ,547,22:48:56.944539,2073:82136.94454,-127.256114,51.627184,2917.190 m,1.05000,3.38000,282.88000,T,400,5.6,1000
22-51-46.850_RGB_24897_28315.IIQ,548,22:51:46.850458,2073:82306.850458,-127.263792,51.632679,2828.259 m,0.50000,0.66000,82.82000,T,400,5.6,1000
22-51-51.852_RGB_24898_28316.IIQ,549,22:51:51.85228,2073:82311.85228,-127.25982,51.632603,2829.079 m,0.31000,0.74000,83.49000,T,400,5.6,1000
22-51-56.851_RGB_24899_28317.IIQ,550,22:51:56.851687,2073:82316.851687,-127.255856,51.632496,2829.340 m,0.27000,0.40000,83.22000,T,400,5.6,1000
22-52-01.851_RGB_24900_28318.IIQ,551,22:52:01.85192,2073:82321.85192,-127.251892,51.632363,2828.640 m,0.30000,-0.95000,84.31000,T,400,5.6,1000
22-52-06.851_RGB_24901_28319.IIQ,552,22:52:06.851743,2073:82326.851743,-127.24794,51.632249,2828.969 m,0.11000,-0.98000,82.61000,T,400,5.6,1000
22-52-11.852_RGB_24902_28320.IIQ,553,22:52:11.852562,2073:82331.852562,-127.243992,51.632174,2827.300 m,-0.10000,0.49000,82.33000,T,400,5.6,1000
22-52-16.851_RGB_24903_28321.IIQ,554,22:52:16.851819,2073:82336.851819,-127.240031,51.632098,2824.000 m,-0.02000,0.11000,82.35000,T,400,5.6,1000
22-52-21.852_RGB_24904_28322.IIQ,555,22:52:21.852203,2073:82341.852203,-127.236063,51.632018,2819.550 m,0.17000,0.69000,82.77000,T,400,5.6,1000
22-52-26.852_RGB_24905_28323.IIQ,556,22:52:26.852024,2073:82346.852024,-127.232096,51.631933,2817.920 m,0.54000,0.75000,83.80000,T,400,5.6,1000
22-52-31.851_RGB_24906_28324.IIQ,557,22:52:31.851844,2073:82351.851844,-127.228153,51.631837,2819.289 m,0.71000,0.07000,83.32000,T,400,5.6,1000
22-52-36.852_RGB_24907_28325.IIQ,558,22:52:36.852666,2073:82356.852666,-127.22423,51.631733,2821.690 m,0.73000,-0.01000,83.67000,T,400,5.6,1000
22-52-41.852_RGB_24908_28326.IIQ,559,22:52:41.85249,2073:82361.85249,-127.220321,51.631617,2824.590 m,0.55000,0.64000,83.54000,T,400,5.6,1000
22-52-46.852_RGB_24909_28327.IIQ,560,22:52:46.852513,2073:82366.852513,-127.216416,51.631501,2828.110 m,0.51000,-0.41000,83.25000,T,400,5.6,1000
22-52-51.852_RGB_24910_28328.IIQ,561,22:52:51.852131,2073:82371.852131,-127.212512,51.631406,2830.719 m,0.30000,0.56000,82.37000,T,400,5.6,1000
22-52-56.852_RGB_24911_28329.IIQ,562,22:52:56.852085,2073:82376.852086,-127.208588,51.631301,2831.900 m,0.08000,0.27000,83.20000,T,400,5.6,1000
22-53-01.852_RGB_24912_28330.IIQ,563,22:53:01.852775,2073:82381.852775,-127.204638,51.631205,2833.059 m,-0.03000,1.26000,82.25000,T,400,5.6,1000
22-53-06.852_RGB_24913_28331.IIQ,564,22:53:06.852658,2073:82386.852658,-127.200654,51.631115,2832.039 m,-0.23000,-0.09000,82.71000,T,400,5.6,1000
22-53-11.852_RGB_24914_28332.IIQ,565,22:53:11.852452,2073:82391.852452,-127.196631,51.631039,2828.519 m,0.06000,0.88000,82.20000,T,400,5.6,1000
22-53-16.852_RGB_24915_28333.IIQ,566,22:53:16.852255,2073:82396.852255,-127.192576,51.630998,2824.550 m,-0.32000,0.65000,81.79000,T,400,5.6,1000
22-53-21.853_RGB_24916_28334.IIQ,567,22:53:21.853057,2073:82401.853057,-127.188497,51.630972,2819.690 m,0.02000,1.10000,81.36000,T,400,5.6,1000
22-53-26.851_RGB_24917_28335.IIQ,568,22:53:26.85188,2073:82406.85188,-127.184409,51.630934,2814.099 m,0.27000,0.52000,82.35000,T,400,5.6,1000
22-53-36.851_RGB_24918_28336.IIQ,569,22:53:36.851521,2073:82416.851521,-127.176351,51.630833,2808.890 m,1.39000,-0.06000,83.21000,T,400,5.6,1000
22-53-41.852_RGB_24919_28337.IIQ,570,22:53:41.852343,2073:82421.852343,-127.172446,51.630794,2810.329 m,1.46000,1.38000,83.12000,T,320,5.6,1000
22-53-46.852_RGB_24920_28338.IIQ,571,22:53:46.852906,2073:82426.852907,-127.168624,51.630728,2810.579 m,1.69000,1.67000,84.16000,T,250,5.6,1000
22-53-51.852_RGB_24921_28339.IIQ,572,22:53:51.852985,2073:82431.852985,-127.164873,51.630617,2811.779 m,1.81000,1.13000,84.70000,T,250,5.6,1000
22-53-56.852_RGB_24922_28340.IIQ,573,22:53:56.852475,2073:82436.852475,-127.161186,51.630476,2813.969 m,2.04000,0.64000,85.06000,T,250,5.6,1000
22-54-01.852_RGB_24923_28341.IIQ,574,22:54:01.852627,2073:82441.852627,-127.157554,51.63032,2818.730 m,1.78000,1.30000,84.52000,T,320,5.6,1000
22-54-06.852_RGB_24924_28342.IIQ,575,22:54:06.852043,2073:82446.852044,-127.153955,51.630149,2821.250 m,1.34000,-0.35000,85.17000,T,400,5.6,1000
22-54-11.852_RGB_24925_28343.IIQ,576,22:54:11.85227,2073:82451.85227,-127.150363,51.630003,2823.170 m,1.14000,-0.98000,83.71000,T,400,5.6,1000
22-54-16.853_RGB_24926_28344.IIQ,577,22:54:16.853086,2073:82456.853087,-127.146773,51.629911,2824.609 m,0.92000,0.20000,83.14000,T,400,5.6,1000
22-54-21.851_RGB_24927_28345.IIQ,578,22:54:21.851909,2073:82461.85191,-127.143174,51.629838,2826.430 m,0.80000,0.59000,83.05000,T,400,5.6,1000
22-54-26.852_RGB_24928_28346.IIQ,579,22:54:26.852731,2073:82466.852731,-127.139553,51.629766,2828.450 m,0.45000,1.44000,82.74000,T,400,5.6,1000
22-54-31.852_RGB_24929_28347.IIQ,580,22:54:31.852553,2073:82471.852553,-127.135896,51.62967,2829.400 m,0.40000,1.74000,83.57000,T,400,5.6,1000
22-54-36.852_RGB_24930_28348.IIQ,581,22:54:36.852373,2073:82476.852373,-127.132197,51.629554,2830.599 m,0.29000,1.17000,82.76000,T,400,5.6,1000
22-54-41.853_RGB_24931_28349.IIQ,582,22:54:41.853195,2073:82481.853195,-127.128448,51.629448,2826.909 m,0.11000,1.09000,82.69000,T,400,5.6,1000
22-54-46.853_RGB_24932_28350.IIQ,583,22:54:46.853304,2073:82486.853305,-127.124647,51.629335,2823.480 m,-0.01000,-0.39000,83.12000,T,400,5.6,1000
22-54-51.852_RGB_24933_28351.IIQ,584,22:54:51.852836,2073:82491.852836,-127.120816,51.629253,2816.980 m,0.13000,-0.56000,82.11000,T,400,5.6,1000
22-54-56.852_RGB_24934_28352.IIQ,585,22:54:56.852868,2073:82496.852868,-127.11697,51.629219,2810.719 m,0.41000,0.45000,81.50000,T,400,5.6,1000
22-55-01.852_RGB_24935_28353.IIQ,586,22:55:01.852478,2073:82501.852478,-127.113122,51.629196,2806.909 m,0.96000,0.67000,81.97000,T,400,5.6,1000
22-55-06.853_RGB_24936_28354.IIQ,587,22:55:06.853436,2073:82506.853437,-127.109319,51.629188,2804.200 m,1.53000,-0.13000,81.84000,T,400,5.6,1000
22-55-11.853_RGB_24937_28355.IIQ,588,22:55:11.85312,2073:82511.853121,-127.105588,51.629204,2802.659 m,1.76000,1.81000,81.19000,T,400,5.6,1000
22-55-16.852_RGB_24938_28356.IIQ,589,22:55:16.852996,2073:82516.852997,-127.101925,51.629191,2802.130 m,2.07000,1.41000,82.29000,T,400,5.6,1000
22-55-21.853_RGB_24939_28357.IIQ,590,22:55:21.853761,2073:82521.853761,-127.098327,51.629142,2802.569 m,2.45000,0.40000,82.63000,T,400,5.6,1000
22-55-26.852_RGB_24940_28358.IIQ,591,22:55:26.852597,2073:82526.852597,-127.094803,51.629096,2803.659 m,2.60000,1.06000,82.02000,T,400,5.6,1000
22-55-31.853_RGB_24941_28359.IIQ,592,22:55:31.853405,2073:82531.853406,-127.091336,51.62904,2803.949 m,2.65000,1.92000,82.60000,T,400,5.6,1000
22-55-36.853_RGB_24942_28360.IIQ,593,22:55:36.853229,2073:82536.853229,-127.087906,51.628948,2805.329 m,2.67000,0.42000,83.06000,T,400,5.6,1000
22-55-41.854_RGB_24943_28361.IIQ,594,22:55:41.854053,2073:82541.854053,-127.084508,51.628858,2807.260 m,2.46000,0.42000,81.91000,T,400,5.6,1000
22-55-46.851_RGB_24944_28362.IIQ,595,22:55:46.851871,2073:82546.851872,-127.08113,51.628783,2808.429 m,2.20000,1.54000,81.92000,T,400,5.6,1000
22-55-51.852_RGB_24945_28363.IIQ,596,22:55:51.852692,2073:82551.852692,-127.077745,51.628694,2809.009 m,2.11000,1.11000,81.69000,T,400,5.6,1000
22-55-56.852_RGB_24946_28364.IIQ,597,22:55:56.852513,2073:82556.852514,-127.074355,51.628595,2809.949 m,1.96000,1.06000,82.01000,T,400,5.6,1000
22-56-01.853_RGB_24947_28365.IIQ,598,22:56:01.853335,2073:82561.853335,-127.070955,51.628488,2810.510 m,1.91000,1.35000,81.32000,T,400,5.6,1000
22-56-06.852_RGB_24948_28366.IIQ,599,22:56:06.852834,2073:82566.852834,-127.067536,51.628366,2809.710 m,1.68000,0.07000,83.87000,T,400,5.6,1000
22-56-11.852_RGB_24949_28367.IIQ,600,22:56:11.852977,2073:82571.852978,-127.064105,51.62827,2809.279 m,1.64000,-0.32000,82.35000,T,400,5.6,1000
22-56-16.852_RGB_24950_28368.IIQ,601,22:56:16.852798,2073:82576.852798,-127.060668,51.628209,2809.489 m,1.55000,0.46000,82.03000,T,400,5.6,1000
22-56-21.853_RGB_24951_28369.IIQ,602,22:56:21.853619,2073:82581.853619,-127.057222,51.628165,2810.399 m,1.39000,0.95000,82.29000,T,400,5.6,1000
22-56-26.853_RGB_24952_28370.IIQ,603,22:56:26.853443,2073:82586.853444,-127.053763,51.628112,2811.679 m,1.33000,1.84000,83.60000,T,400,5.6,1000
22-56-31.853_RGB_24953_28371.IIQ,604,22:56:31.853266,2073:82591.853266,-127.050281,51.628015,2813.170 m,1.40000,1.31000,84.18000,T,400,5.6,1000
22-56-36.853_RGB_24954_28372.IIQ,605,22:56:36.853528,2073:82596.853528,-127.046786,51.627888,2815.579 m,1.13000,1.47000,84.96000,T,400,5.6,1000
22-56-41.853_RGB_24955_28373.IIQ,606,22:56:41.853908,2073:82601.853908,-127.04327,51.627738,2817.460 m,0.67000,0.97000,85.15000,T,400,5.6,1000
22-56-46.853_RGB_24956_28374.IIQ,607,22:56:46.853096,2073:82606.853097,-127.039716,51.627576,2819.080 m,0.60000,-0.21000,85.61000,T,400,5.6,1000
22-56-51.853_RGB_24957_28375.IIQ,608,22:56:51.853554,2073:82611.853554,-127.036124,51.627443,2820.099 m,0.39000,0.50000,83.99000,T,400,5.6,1000
22-56-56.853_RGB_24958_28376.IIQ,609,22:56:56.853663,2073:82616.853664,-127.032497,51.627327,2819.440 m,0.36000,0.05000,83.87000,T,400,5.6,1000
22-57-01.853_RGB_24959_28377.IIQ,610,22:57:01.853197,2073:82621.853197,-127.028835,51.627223,2819.960 m,0.19000,1.09000,83.96000,T,400,5.6,1000
22-57-06.853_RGB_24960_28378.IIQ,611,22:57:06.853231,2073:82626.853231,-127.025143,51.627111,2821.050 m,0.18000,1.36000,84.30000,T,400,5.6,1000
22-57-11.853_RGB_24961_28379.IIQ,612,22:57:11.853015,2073:82631.853016,-127.021427,51.626999,2823.150 m,0.38000,-0.80000,83.61000,T,400,5.6,1000
22-57-16.852_RGB_24962_28380.IIQ,613,22:57:16.852794,2073:82636.852795,-127.017707,51.626945,2824.370 m,0.13000,-0.97000,82.82000,T,400,5.6,1000
22-57-21.854_RGB_24963_28381.IIQ,614,22:57:21.854483,2073:82641.854483,-127.013975,51.626938,2822.250 m,0.02000,0.42000,81.25000,T,320,5.6,1000
22-57-26.853_RGB_24964_28382.IIQ,615,22:57:26.853365,2073:82646.853366,-127.010231,51.62694,2818.599 m,0.07000,0.98000,82.29000,T,320,5.6,1000
22-57-31.853_RGB_24965_28383.IIQ,616,22:57:31.853126,2073:82651.853126,-127.006475,51.626918,2815.769 m,0.11000,1.16000,83.32000,T,320,5.6,1000
22-57-36.853_RGB_24966_28384.IIQ,617,22:57:36.853963,2073:82656.853963,-127.002711,51.626864,2814.010 m,0.38000,0.24000,83.69000,T,400,5.6,1000
22-57-41.853_RGB_24967_28385.IIQ,618,22:57:41.85377,2073:82661.853771,-126.998949,51.626804,2812.440 m,0.60000,-0.14000,83.86000,T,400,5.6,1000
22-57-46.853_RGB_24968_28386.IIQ,619,22:57:46.853594,2073:82666.853595,-126.9952,51.626749,2812.289 m,0.66000,1.10000,84.21000,T,400,5.6,1000
22-57-51.853_RGB_24969_28387.IIQ,620,22:57:51.853415,2073:82671.853416,-126.991468,51.626671,2811.670 m,0.80000,1.07000,85.01000,T,400,5.6,1000
22-57-56.853_RGB_24970_28388.IIQ,621,22:57:56.853237,2073:82676.853237,-126.987754,51.626568,2811.179 m,0.95000,-0.45000,85.27000,T,400,5.6,1000
22-58-01.855_RGB_24971_28389.IIQ,622,22:58:01.855058,2073:82681.855058,-126.984067,51.626472,2811.019 m,1.02000,0.92000,85.28000,T,400,5.6,1000
22-58-06.852_RGB_24972_28390.IIQ,623,22:58:06.85288,2073:82686.852881,-126.98041,51.626359,2811.880 m,1.12000,0.35000,85.60000,T,400,5.6,1000
22-58-11.853_RGB_24973_28391.IIQ,624,22:58:11.853698,2073:82691.853698,-126.976779,51.62624,2812.769 m,0.98000,0.26000,86.18000,T,250,5.6,1000
22-58-16.853_RGB_24974_28392.IIQ,625,22:58:16.853524,2073:82696.853524,-126.973178,51.626136,2811.440 m,1.26000,-0.77000,86.09000,T,200,5.6,1000
22-58-21.853_RGB_24975_28393.IIQ,626,22:58:21.853342,2073:82701.853342,-126.969598,51.626075,2809.789 m,1.45000,-0.65000,85.52000,T,200,5.6,1000
22-58-26.853_RGB_24976_28394.IIQ,627,22:58:26.853757,2073:82706.853757,-126.966034,51.626051,2809.389 m,1.58000,-0.28000,84.41000,T,200,5.6,1000
22-58-31.852_RGB_24977_28395.IIQ,628,22:58:31.852987,2073:82711.852987,-126.962499,51.626047,2809.690 m,1.66000,1.84000,84.15000,T,400,5.6,1000
22-58-36.853_RGB_24978_28396.IIQ,629,22:58:36.853321,2073:82716.853322,-126.95898,51.625996,2811.539 m,1.54000,2.75000,86.08000,T,400,5.6,1000
22-58-41.853_RGB_24979_28397.IIQ,630,22:58:41.853633,2073:82721.853633,-126.955479,51.625864,2814.130 m,1.58000,0.91000,86.81000,T,400,5.6,1000
22-58-46.853_RGB_24980_28398.IIQ,631,22:58:46.853887,2073:82726.853887,-126.952001,51.625711,2815.610 m,1.51000,0.84000,86.95000,T,400,5.6,1000
22-58-51.854_RGB_24981_28399.IIQ,632,22:58:51.854277,2073:82731.854277,-126.948531,51.625542,2817.920 m,1.39000,0.11000,87.57000,T,400,5.6,1000
22-58-56.853_RGB_24982_28400.IIQ,633,22:58:56.853451,2073:82736.853451,-126.945073,51.625369,2822.949 m,1.16000,-0.73000,87.31000,T,400,5.6,1000
22-59-01.854_RGB_24983_28401.IIQ,634,22:59:01.854919,2073:82741.854919,-126.941623,51.625214,2827.099 m,0.28000,-0.73000,86.92000,T,400,5.6,1000
22-59-06.854_RGB_24984_28402.IIQ,635,22:59:06.854017,2073:82746.854017,-126.938148,51.625091,2827.329 m,0.35000,-0.58000,85.82000,T,400,5.6,1000
22-59-11.853_RGB_24985_28403.IIQ,636,22:59:11.85356,2073:82751.85356,-126.93464,51.624998,2828.059 m,-0.04000,1.05000,85.83000,T,400,5.6,1000
22-59-16.853_RGB_24986_28404.IIQ,637,22:59:16.853583,2073:82756.853583,-126.931093,51.624885,2828.819 m,-0.04000,0.14000,86.33000,T,400,5.6,1000
22-59-21.854_RGB_24987_28405.IIQ,638,22:59:21.854206,2073:82761.854206,-126.927515,51.624768,2830.409 m,0.03000,0.10000,85.84000,T,400,5.6,1000
22-59-26.853_RGB_24988_28406.IIQ,639,22:59:26.853153,2073:82766.853154,-126.923917,51.624656,2832.429 m,-0.11000,0.49000,85.72000,T,400,5.6,1000
22-59-31.853_RGB_24989_28407.IIQ,640,22:59:31.853851,2073:82771.853851,-126.920296,51.624538,2832.989 m,-0.41000,0.13000,86.07000,T,400,5.6,1000
22-59-36.853_RGB_24990_28408.IIQ,641,22:59:36.85373,2073:82776.853731,-126.916648,51.624414,2830.500 m,-0.46000,-0.31000,86.52000,T,400,5.6,1000
22-59-41.854_RGB_24991_28409.IIQ,642,22:59:41.854495,2073:82781.854495,-126.912973,51.624303,2826.019 m,-0.26000,-0.38000,85.91000,T,400,5.6,1000
22-59-46.854_RGB_24992_28410.IIQ,643,22:59:46.85429,2073:82786.85429,-126.909285,51.624239,2821.910 m,-0.23000,-0.42000,84.44000,T,400,5.6,1000
22-59-51.855_RGB_24993_28411.IIQ,644,22:59:51.855139,2073:82791.855139,-126.905589,51.624195,2817.239 m,-0.06000,-0.18000,84.35000,T,400,5.6,1000
22-59-56.853_RGB_24994_28412.IIQ,645,22:59:56.853958,2073:82796.853958,-126.901894,51.624153,2812.579 m,0.08000,-0.34000,84.19000,T,400,5.6,1000
23-00-01.853_RGB_24995_28413.IIQ,646,23:00:01.853782,2073:82801.853783,-126.898214,51.624114,2808.119 m,0.43000,0.11000,84.04000,T,400,5.6,1000
23-00-06.854_RGB_24996_28414.IIQ,647,23:00:06.854418,2073:82806.854418,-126.894566,51.624083,2805.700 m,0.89000,-0.86000,84.74000,T,400,5.6,1000
23-00-11.854_RGB_24997_28415.IIQ,648,23:00:11.854426,2073:82811.854426,-126.890978,51.624088,2803.880 m,1.19000,0.75000,83.83000,T,400,5.6,1000
23-00-16.854_RGB_24998_28416.IIQ,649,23:00:16.85425,2073:82816.854251,-126.88744,51.624071,2802.130 m,1.47000,1.20000,85.33000,T,400,5.6,1000
23-00-21.854_RGB_24999_28417.IIQ,650,23:00:21.854072,2073:82821.854073,-126.883947,51.624004,2802.880 m,1.54000,0.74000,85.59000,T,320,5.6,1000
23-00-26.853_RGB_25000_28418.IIQ,651,23:00:26.853896,2073:82826.853896,-126.880501,51.623913,2805.250 m,1.85000,0.27000,86.00000,T,320,5.6,1000
23-00-31.853_RGB_25001_28419.IIQ,652,23:00:31.853717,2073:82831.853717,-126.877102,51.623811,2810.359 m,1.91000,-0.17000,86.22000,T,320,5.6,1000
23-00-36.854_RGB_25002_28420.IIQ,653,23:00:36.854118,2073:82836.854119,-126.873738,51.623721,2815.219 m,1.46000,0.07000,85.35000,T,320,5.6,1000
23-00-41.854_RGB_25003_28421.IIQ,654,23:00:41.854361,2073:82841.854361,-126.870383,51.623629,2818.739 m,1.09000,1.44000,84.99000,T,400,5.6,1000
