Filename,GPS Event,GPS Time,Weeks:Seconds,Longitude,Latitude,Altitude,Pitch,Roll,Yaw,Yaw Type,ISO,Aperture,Shutter Speed 1/#
22-30-04.922_RGB_24687_28105.IIQ,338,22:30:04.922716,2073:81004.922716,-127.192681,51.620258,2945.039 m,-0.51000,0.37000,82.44000,T,400,5.6,1000
22-30-09.921_RGB_24688_28106.IIQ,339,22:30:09.921535,2073:81009.921535,-127.188288,51.620177,2940.190 m,-0.59000,0.58000,82.70000,T,400,5.6,1000
22-30-14.922_RGB_24689_28107.IIQ,340,22:30:14.922357,2073:81014.922357,-127.183841,51.620083,2933.630 m,-0.46000,0.37000,83.14000,T,400,5.6,1000
22-30-19.922_RGB_24690_28108.IIQ,341,22:30:19.922177,2073:81019.922177,-127.179358,51.619976,2928.050 m,0.22000,0.00000,83.21000,T,400,5.6,1000
22-30-24.922_RGB_24691_28109.IIQ,342,22:30:24.922644,2073:81024.922644,-127.174898,51.619883,2926.279 m,0.79000,-0.35000,82.16000,T,400,5.6,1000
22-30-29.922_RGB_24692_28110.IIQ,343,22:30:29.92282,2073:81029.92282,-127.170497,51.619814,2925.009 m,0.83000,-0.76000,82.88000,T,400,5.6,1000
22-30-34.922_RGB_24693_28111.IIQ,344,22:30:34.92264,2073:81034.922641,-127.166175,51.619747,2927.680 m,1.05000,-0.15000,83.10000,T,320,5.6,1000
22-30-39.922_RGB_24694_28112.IIQ,345,22:30:39.922992,2073:81039.922992,-127.161937,51.619681,2931.920 m,1.04000,0.04000,82.68000,T,250,5.6,1000
22-30-44.923_RGB_24695_28113.IIQ,346,22:30:44.923284,2073:81044.923284,-127.157768,51.619621,2935.880 m,1.26000,1.02000,82.96000,T,250,5.6,1000
22-30-49.922_RGB_24696_28114.IIQ,347,22:30:49.922562,2073:81049.922562,-127.153651,51.619545,2940.259 m,1.09000,-0.03000,82.60000,T,250,5.6,1000
22-30-54.922_RGB_24697_28115.IIQ,348,22:30:54.922932,2073:81054.922933,-127.149568,51.619457,2944.000 m,0.83000,0.80000,83.31000,T,320,5.6,1000
22-30-59.922_RGB_24698_28116.IIQ,349,22:30:59.92213,2073:81059.922131,-127.145502,51.619356,2948.240 m,0.24000,-0.21000,83.52000,T,400,5.6,1000
22-31-04.922_RGB_24699_28117.IIQ,350,22:31:04.922575,2073:81064.922575,-127.141428,51.61925,2951.539 m,-0.19000,1.21000,83.08000,T,400,5.6,1000
22-31-09.923_RGB_24700_28118.IIQ,351,22:31:09.923399,2073:81069.923399,-127.137314,51.619123,2952.460 m,-0.53000,1.71000,84.48000,T,400,5.6,1000
22-31-14.923_RGB_24701_28119.IIQ,352,22:31:14.923217,2073:81074.923218,-127.133151,51.618978,2956.760 m,-0.85000,-0.08000,83.88000,T,400,5.6,1000
22-31-19.923_RGB_24702_28120.IIQ,353,22:31:19.923265,2073:81079.923265,-127.128927,51.618846,2955.000 m,-0.97000,1.64000,84.40000,T,400,5.6,1000
22-31-24.923_RGB_24703_28121.IIQ,354,22:31:24.923865,2073:81084.923865,-127.124631,51.618693,2953.559 m,-0.58000,0.95000,84.72000,T,400,5.6,1000
22-31-29.922_RGB_24704_28122.IIQ,355,22:31:29.922827,2073:81089.922828,-127.120273,51.618543,2949.309 m,-0.89000,-0.34000,83.68000,T,400,5.6,1000
22-31-34.923_RGB_24705_28123.IIQ,356,22:31:34.923504,2073:81094.923504,-127.115883,51.618464,2946.760 m,-0.63000,1.40000,81.98000,T,400,5.6,1000
22-31-39.922_RGB_24706_28124.IIQ,357,22:31:39.922399,2073:81099.9224,-127.111472,51.618396,2939.879 m,-0.89000,0.60000,83.72000,T,400,5.6,1000
22-31-44.923_RGB_24707_28125.IIQ,358,22:31:44.923146,2073:81104.923146,-127.107059,51.618303,2934.319 m,-0.67000,-0.26000,83.95000,T,400,5.6,1000
22-31-49.922_RGB_24708_28126.IIQ,359,22:31:49.92299,2073:81109.92299,-127.1027,51.618215,2930.039 m,-0.21000,-0.87000,83.40000,T,400,5.6,1000
22-31-54.923_RGB_24709_28127.IIQ,360,22:31:54.923792,2073:81114.923792,-127.09842,51.618161,2926.079 m,0.54000,-0.77000,83.54000,T,400,5.6,1000
22-31-59.923_RGB_24710_28128.IIQ,361,22:31:59.923527,2073:81119.923528,-127.094245,51.618128,2925.349 m,0.81000,-0.38000,83.39000,T,400,5.6,1000
22-32-04.923_RGB_24711_28129.IIQ,362,22:32:04.923437,2073:81124.923437,-127.090171,51.618094,2926.699 m,1.34000,0.73000,83.65000,T,400,5.6,1000
22-32-09.923_RGB_24712_28130.IIQ,363,22:32:09.923095,2073:81129.923095,-127.086197,51.61804,2930.659 m,1.44000,0.13000,83.48000,T,400,5.6,1000
22-32-14.923_RGB_24713_28131.IIQ,364,22:32:14.923079,2073:81134.92308,-127.082308,51.617977,2934.670 m,1.26000,0.82000,83.50000,T,400,5.6,1000
22-32-19.922_RGB_24714_28132.IIQ,365,22:32:19.922661,2073:81139.922661,-127.078477,51.61789,2938.030 m,1.21000,0.75000,83.90000,T,400,5.6,1000
22-32-24.923_RGB_24715_28133.IIQ,366,22:32:24.923722,2073:81144.923723,-127.074686,51.617774,2941.589 m,1.02000,0.65000,84.05000,T,400,5.6,1000
22-32-29.922_RGB_24716_28134.IIQ,367,22:32:29.922544,2073:81149.922544,-127.070921,51.617633,2945.179 m,0.81000,0.98000,84.59000,T,400,5.6,1000
22-32-34.923_RGB_24717_28135.IIQ,368,22:32:34.923364,2073:81154.923365,-127.067161,51.617481,2947.369 m,0.49000,-0.53000,83.51000,T,400,5.6,1000
22-32-39.923_RGB_24718_28136.IIQ,369,22:32:39.923185,2073:81159.923186,-127.063395,51.61736,2948.539 m,0.22000,-0.29000,83.04000,T,400,5.6,1000
22-32-44.923_RGB_24719_28137.IIQ,370,22:32:44.923005,2073:81164.923005,-127.059611,51.61726,2945.550 m,-0.15000,-0.01000,82.57000,T,400,5.6,1000
22-32-49.923_RGB_24720_28138.IIQ,371,22:32:49.923355,2073:81169.923355,-127.05579,51.617163,2940.019 m,-0.24000,0.90000,82.78000,T,400,5.6,1000
22-32-54.923_RGB_24721_28139.IIQ,372,22:32:54.923653,2073:81174.923653,-127.051934,51.617056,2932.909 m,-0.03000,-0.98000,83.18000,T,400,5.6,1000
22-32-59.923_RGB_24722_28140.IIQ,373,22:32:59.923479,2073:81179.923479,-127.048068,51.616973,2926.019 m,0.26000,-0.74000,83.29000,T,400,5.6,1000
22-33-04.923_RGB_24723_28141.IIQ,374,22:33:04.923297,2073:81184.923298,-127.04422,51.616928,2922.409 m,0.55000,-0.72000,82.35000,T,400,5.6,1000
22-33-09.923_RGB_24724_28142.IIQ,375,22:33:09.923483,2073:81189.923483,-127.040413,51.616913,2922.970 m,0.94000,0.38000,82.10000,T,400,5.6,1000
22-33-14.923_RGB_24725_28143.IIQ,376,22:33:14.923943,2073:81194.923943,-127.036643,51.616886,2925.870 m,0.98000,1.73000,82.03000,T,400,5.6,1000
22-33-19.923_RGB_24726_28144.IIQ,377,22:33:19.923767,2073:81199.923767,-127.032893,51.616809,2928.500 m,1.04000,1.68000,82.97000,T,400,5.6,1000
22-33-24.923_RGB_24727_28145.IIQ,378,22:33:24.923588,2073:81204.923588,-127.02916,51.616681,2932.940 m,1.22000,0.73000,83.95000,T,400,5.6,1000
22-33-29.923_RGB_24728_28146.IIQ,379,22:33:29.923412,2073:81209.923412,-127.025443,51.616534,2935.949 m,1.24000,-0.18000,83.66000,T,400,5.6,1000
22-33-34.923_RGB_24729_28147.IIQ,380,22:33:34.923227,2073:81214.923227,-127.021736,51.616401,2938.369 m,1.12000,-0.40000,83.16000,T,400,5.6,1000
22-33-39.923_RGB_24730_28148.IIQ,381,22:33:39.923181,2073:81219.923181,-127.018048,51.616295,2940.230 m,1.14000,-0.37000,82.59000,T,400,5.6,1000
22-33-44.923_RGB_24731_28149.IIQ,382,22:33:44.923871,2073:81224.923871,-127.014379,51.616221,2942.660 m,1.17000,-0.52000,81.73000,T,400,5.6,1000
22-33-49.923_RGB_24732_28150.IIQ,383,22:33:49.923752,2073:81229.923752,-127.01073,51.616186,2945.119 m,1.14000,0.03000,80.89000,T,400,5.6,1000
22-33-54.923_RGB_24733_28151.IIQ,384,22:33:54.923515,2073:81234.923515,-127.007083,51.616166,2947.909 m,1.05000,0.88000,80.93000,T,400,5.6,1000
22-33-59.924_RGB_24734_28152.IIQ,385,22:33:59.924308,2073:81239.924308,-127.003422,51.616128,2951.679 m,1.00000,1.64000,81.86000,T,400,5.6,1000
22-34-04.924_RGB_24735_28153.IIQ,386,22:34:04.924159,2073:81244.924159,-126.999749,51.616057,2954.519 m,0.97000,0.09000,81.78000,T,400,5.6,1000
22-34-09.923_RGB_24736_28154.IIQ,387,22:34:09.923985,2073:81249.923985,-126.996069,51.615987,2956.330 m,0.94000,0.60000,81.52000,T,400,5.6,1000
22-34-14.924_RGB_24737_28155.IIQ,388,22:34:14.924803,2073:81254.924804,-126.992378,51.615904,2957.250 m,0.84000,1.17000,83.23000,T,400,5.6,1000
22-34-19.923_RGB_24738_28156.IIQ,389,22:34:19.923624,2073:81259.923624,-126.988687,51.615795,2958.019 m,0.86000,0.95000,83.23000,T,400,5.6,1000
22-34-24.923_RGB_24739_28157.IIQ,390,22:34:24.923446,2073:81264.923446,-126.985004,51.61566,2959.400 m,1.07000,0.67000,83.92000,T,400,5.6,1000
22-34-29.924_RGB_24740_28158.IIQ,391,22:34:29.924268,2073:81269.924269,-126.981334,51.615513,2961.329 m,1.15000,-0.07000,83.51000,T,320,5.6,1000
22-34-34.924_RGB_24741_28159.IIQ,392,22:34:34.924087,2073:81274.924088,-126.977678,51.615375,2962.350 m,1.01000,-0.08000,83.54000,T,250,5.6,1000
22-34-39.923_RGB_24742_28160.IIQ,393,22:34:39.923582,2073:81279.923582,-126.974004,51.615247,2957.480 m,-0.18000,-0.70000,83.06000,T,160,5.6,1000
22-34-44.923_RGB_24743_28161.IIQ,394,22:34:44.923735,2073:81284.923735,-126.970276,51.615154,2950.870 m,0.11000,-0.24000,82.43000,T,100,5.6,1000
22-34-49.924_RGB_24744_28162.IIQ,395,22:34:49.924142,2073:81289.924142,-126.966514,51.61508,2944.619 m,0.38000,-0.51000,82.67000,T,80,5.6,1000
22-34-54.923_RGB_24745_28163.IIQ,396,22:34:54.923376,2073:81294.923376,-126.962752,51.615019,2939.539 m,0.88000,-0.41000,82.28000,T,64,5.6,1000
22-34-59.923_RGB_24746_28164.IIQ,397,22:34:59.923706,2073:81299.923706,-126.959021,51.614981,2936.860 m,1.19000,-0.94000,82.86000,T,64,5.6,1000
22-35-04.923_RGB_24747_28165.IIQ,398,22:35:04.923871,2073:81304.923871,-126.95534,51.614978,2935.380 m,1.55000,0.83000,81.98000,T,400,8.0,1600
22-35-09.923_RGB_24748_28166.IIQ,399,22:35:09.923842,2073:81309.923843,-126.951705,51.614966,2935.340 m,1.87000,2.82000,82.90000,T,400,6.3,1000
22-35-14.924_RGB_24749_28167.IIQ,400,22:35:14.924668,2073:81314.924668,-126.948105,51.614882,2936.809 m,1.85000,1.26000,83.98000,T,400,5.6,1000
22-35-19.924_RGB_24750_28168.IIQ,401,22:35:19.924847,2073:81319.924847,-126.944541,51.614754,2939.349 m,1.89000,1.08000,84.32000,T,400,5.6,1000
22-35-24.923_RGB_24751_28169.IIQ,402,22:35:24.923309,2073:81324.923309,-126.94101,51.614597,2942.289 m,1.92000,0.23000,85.09000,T,400,5.6,1000
22-35-29.924_RGB_24752_28170.IIQ,403,22:35:29.924413,2073:81329.924413,-126.937506,51.614435,2945.949 m,1.84000,-0.58000,84.66000,T,400,5.6,1000
22-35-34.923_RGB_24753_28171.IIQ,404,22:35:34.923955,2073:81334.923955,-126.934026,51.614297,2950.410 m,1.61000,-0.66000,83.15000,T,400,5.6,1000
22-35-39.923_RGB_24754_28172.IIQ,405,22:35:39.92398,2073:81339.92398,-126.930549,51.614189,2953.320 m,0.98000,0.72000,83.06000,T,400,5.6,1000
22-35-44.924_RGB_24755_28173.IIQ,406,22:35:44.924597,2073:81344.924597,-126.927043,51.61408,2955.300 m,0.86000,-0.97000,82.77000,T,400,5.6,1000
22-35-49.923_RGB_24756_28174.IIQ,407,22:35:49.923548,2073:81349.923548,-126.923508,51.613986,2957.069 m,0.53000,1.16000,82.45000,T,400,5.6,1000
22-35-54.923_RGB_24757_28175.IIQ,408,22:35:54.923332,2073:81354.923332,-126.919921,51.613877,2957.269 m,0.18000,-0.68000,82.65000,T,400,5.6,1000
22-35-59.924_RGB_24758_28176.IIQ,409,22:35:59.924119,2073:81359.924119,-126.916284,51.613789,2957.210 m,-0.04000,-0.01000,82.42000,T,400,5.6,1000
22-36-04.924_RGB_24759_28177.IIQ,410,22:36:04.924887,2073:81364.924887,-126.912601,51.613722,2955.490 m,-0.08000,0.47000,82.55000,T,400,5.6,1000
22-36-09.923_RGB_24760_28178.IIQ,411,22:36:09.923722,2073:81369.923722,-126.908871,51.613659,2952.539 m,-0.09000,0.56000,82.06000,T,400,5.6,1000
22-36-14.924_RGB_24761_28179.IIQ,412,22:36:14.924536,2073:81374.924536,-126.905093,51.613585,2949.309 m,-0.06000,0.47000,82.35000,T,400,5.6,1000
22-36-19.924_RGB_24762_28180.IIQ,413,22:36:19.92436,2073:81379.92436,-126.901282,51.613493,2945.069 m,0.00000,0.95000,82.91000,T,400,5.6,1000
22-36-24.924_RGB_24763_28181.IIQ,414,22:36:24.924174,2073:81384.924175,-126.897458,51.613378,2940.179 m,0.12000,0.27000,83.90000,T,400,5.6,1000
22-36-29.924_RGB_24764_28182.IIQ,415,22:36:29.924819,2073:81389.924819,-126.893644,51.613264,2936.670 m,0.60000,-0.94000,83.82000,T,400,5.6,1000
22-36-34.924_RGB_24765_28183.IIQ,416,22:36:34.92482,2073:81394.92482,-126.889876,51.613187,2934.859 m,0.94000,-0.95000,84.48000,T,400,5.6,1000
22-36-39.924_RGB_24766_28184.IIQ,417,22:36:39.924385,2073:81399.924385,-126.88617,51.613159,2935.789 m,1.09000,-0.79000,83.40000,T,400,5.6,1000
22-36-44.924_RGB_24767_28185.IIQ,418,22:36:44.924461,2073:81404.924461,-126.882518,51.613151,2936.680 m,1.19000,2.20000,83.79000,T,400,5.6,1000
22-36-49.924_RGB_24768_28186.IIQ,419,22:36:49.924947,2073:81409.924948,-126.878901,51.61307,2940.130 m,1.35000,-0.08000,84.61000,T,400,5.6,1000
22-36-54.925_RGB_24769_28187.IIQ,420,22:36:54.925111,2073:81414.925111,-126.875328,51.612974,2946.089 m,1.19000,0.09000,84.00000,T,400,5.6,1000
22-36-59.924_RGB_24770_28188.IIQ,421,22:36:59.924513,2073:81419.924513,-126.871788,51.612879,2950.730 m,1.26000,0.04000,84.15000,T,400,5.6,1000
22-37-04.923_RGB_24771_28189.IIQ,422,22:37:04.923754,2073:81424.923754,-126.868268,51.612792,2954.679 m,0.93000,-0.27000,83.88000,T,320,5.6,1000
22-37-09.924_RGB_24772_28190.IIQ,423,22:37:09.924574,2073:81429.924575,-126.86476,51.612718,2955.190 m,0.74000,0.46000,83.65000,T,250,5.6,1000
22-37-14.924_RGB_24773_28191.IIQ,424,22:37:14.924394,2073:81434.924395,-126.861253,51.612637,2956.960 m,0.57000,0.59000,84.04000,T,200,5.6,1000
22-37-19.925_RGB_24774_28192.IIQ,425,22:37:19.925222,2073:81439.925222,-126.857731,51.612542,2960.420 m,0.15000,0.74000,84.25000,T,200,5.6,1000
22-37-24.925_RGB_24775_28193.IIQ,426,22:37:24.925044,2073:81444.925044,-126.854176,51.612437,2963.490 m,-0.19000,0.33000,84.60000,T,200,5.6,1000
22-37-29.924_RGB_24776_28194.IIQ,427,22:37:29.924864,2073:81449.924864,-126.850575,51.612329,2962.180 m,-0.38000,0.34000,85.18000,T,250,5.6,1000
22-37-34.924_RGB_24777_28195.IIQ,428,22:37:34.924689,2073:81454.92469,-126.84692,51.612217,2957.679 m,-0.54000,0.30000,85.14000,T,400,5.6,1000
22-37-39.924_RGB_24778_28196.IIQ,429,22:37:39.92479,2073:81459.92479,-126.843216,51.612094,2951.529 m,-0.43000,0.55000,85.35000,T,400,5.6,1000
22-37-44.924_RGB_24779_28197.IIQ,430,22:37:44.924335,2073:81464.924335,-126.839478,51.61195,2948.349 m,-0.30000,0.95000,85.75000,T,400,5.6,1000
22-37-49.924_RGB_24780_28198.IIQ,431,22:37:49.924354,2073:81469.924354,-126.835721,51.611788,2948.489 m,-0.18000,-0.52000,85.62000,T,400,5.6,1000
22-37-54.924_RGB_24781_28199.IIQ,432,22:37:54.924983,2073:81474.924983,-126.831964,51.611665,2950.849 m,-0.40000,-0.86000,84.58000,T,400,5.6,1000
22-37-59.924_RGB_24782_28200.IIQ,433,22:37:59.924805,2073:81479.924805,-126.828208,51.611583,2953.260 m,-0.40000,-0.69000,84.57000,T,400,5.6,1000
22-38-04.924_RGB_24783_28201.IIQ,434,22:38:04.924708,2073:81484.924708,-126.824446,51.61153,2954.929 m,-0.32000,-0.80000,83.44000,T,400,5.6,1000
22-38-09.925_RGB_24784_28202.IIQ,435,22:38:09.925453,2073:81489.925453,-126.820671,51.611498,2954.889 m,-0.58000,1.15000,83.18000,T,400,5.6,1000
22-38-14.924_RGB_24785_28203.IIQ,436,22:38:14.924301,2073:81494.924302,-126.81687,51.611439,2953.319 m,-0.51000,0.89000,84.18000,T,320,5.6,1000
22-38-19.925_RGB_24786_28204.IIQ,437,22:38:19.925094,2073:81499.925094,-126.813048,51.611348,2950.159 m,-0.47000,0.29000,84.78000,T,200,5.6,1000
22-38-24.924_RGB_24787_28205.IIQ,438,22:38:24.924922,2073:81504.924923,-126.809216,51.611241,2947.869 m,-0.32000,0.16000,85.07000,T,200,5.6,1000
22-38-29.924_RGB_24788_28206.IIQ,439,22:38:29.924738,2073:81509.924739,-126.80538,51.611128,2947.139 m,-0.03000,-0.22000,84.69000,T,200,5.6,1000
22-38-34.924_RGB_24789_28207.IIQ,440,22:38:34.924564,2073:81514.924564,-126.801554,51.611013,2947.090 m,-0.08000,-0.16000,85.33000,T,400,5.6,1000
22-38-39.925_RGB_24790_28208.IIQ,441,22:38:39.925386,2073:81519.925386,-126.797744,51.610908,2946.539 m,0.04000,-0.50000,84.68000,T,400,5.6,1000
22-38-44.924_RGB_24791_28209.IIQ,442,22:38:44.924211,2073:81524.924212,-126.79396,51.610823,2945.059 m,0.07000,-0.29000,84.80000,T,400,5.6,1000
22-38-49.926_RGB_24792_28210.IIQ,443,22:38:49.926034,2073:81529.926034,-126.790199,51.610757,2942.369 m,0.48000,-0.67000,84.13000,T,400,5.6,1000
22-38-54.924_RGB_24793_28211.IIQ,444,22:38:54.924545,2073:81534.924546,-126.786478,51.610714,2941.209 m,0.53000,1.44000,83.67000,T,400,5.6,1000
22-38-59.925_RGB_24794_28212.IIQ,445,22:38:59.92568,2073:81539.92568,-126.782785,51.610635,2939.029 m,0.64000,1.49000,84.41000,T,400,5.6,1000
22-39-04.925_RGB_24795_28213.IIQ,446,22:39:04.925107,2073:81544.925108,-126.779126,51.610508,2936.809 m,1.01000,1.18000,85.16000,T,400,5.6,1000
22-39-09.925_RGB_24796_28214.IIQ,447,22:39:09.925325,2073:81549.925325,-126.775507,51.610348,2934.199 m,1.36000,-0.08000,86.04000,T,400,5.6,1000
22-39-14.925_RGB_24797_28215.IIQ,448,22:39:14.925677,2073:81554.925677,-126.77194,51.610197,2933.289 m,1.81000,-0.15000,85.53000,T,400,5.6,1000
22-39-19.924_RGB_24798_28216.IIQ,449,22:39:19.924971,2073:81559.924971,-126.768438,51.610107,2933.869 m,1.80000,-0.86000,85.47000,T,320,5.6,1000
22-39-24.925_RGB_24799_28217.IIQ,450,22:39:24.925243,2073:81564.925243,-126.764986,51.610073,2935.070 m,2.00000,0.86000,84.45000,T,250,5.6,1000
22-39-29.925_RGB_24800_28218.IIQ,451,22:39:29.925615,2073:81569.925616,-126.761572,51.610036,2938.309 m,1.91000,0.48000,85.50000,T,250,5.6,1000
22-39-34.925_RGB_24801_28219.IIQ,452,22:39:34.925438,2073:81574.925438,-126.758176,51.609984,2941.250 m,1.79000,0.21000,86.10000,T,250,5.6,1000
22-39-39.925_RGB_24802_28220.IIQ,453,22:39:39.92526,2073:81579.92526,-126.754777,51.609933,2943.860 m,1.38000,0.28000,85.66000,T,320,5.6,1000
22-39-44.925_RGB_24803_28221.IIQ,454,22:39:44.925373,2073:81584.925373,-126.75134,51.609812,2942.029 m,-0.46000,9.82000,89.82000,T,320,5.6,1000
22-41-16.941_RGB_24804_28222.IIQ,455,22:41:16.941827,2073:81676.941828,-126.73497,51.612866,2937.849 m,-0.15000,-5.03000,302.10001,T,400,5.6,1000
22-41-21.942_RGB_24805_28223.IIQ,456,22:41:21.942649,2073:81681.942649,-126.740283,51.613933,2937.389 m,0.71000,-7.21000,295.07001,T,400,5.6,1000
22-41-26.942_RGB_24806_28224.IIQ,457,22:41:26.942475,2073:81686.942476,-126.745855,51.614648,2941.389 m,1.22000,-7.08000,284.82001,T,400,5.6,1000
22-41-31.942_RGB_24807_28225.IIQ,458,22:41:31.942297,2073:81691.942298,-126.751591,51.615004,2940.859 m,-0.05000,-1.11000,280.69000,T,400,5.6,1000
22-41-36.943_RGB_24808_28226.IIQ,459,22:41:36.943121,2073:81696.943121,-126.757423,51.615226,2933.639 m,-0.56000,-0.03000,279.31000,T,400,5.6,1000
22-41-41.942_RGB_24809_28227.IIQ,460,22:41:41.942941,2073:81701.942941,-126.763331,51.615428,2923.880 m,-0.46000,0.24000,278.76001,T,400,5.6,1000
22-41-46.943_RGB_24810_28228.IIQ,461,22:41:46.943085,2073:81706.943086,-126.76929,51.615636,2918.139 m,0.92000,-0.13000,280.63000,T,400,5.6,1000
22-41-51.943_RGB_24811_28229.IIQ,462,22:41:51.943587,2073:81711.943587,-126.775249,51.615825,2918.980 m,1.13000,-0.80000,280.60001,T,400,5.6,1000
22-41-56.942_RGB_24812_28230.IIQ,463,22:41:56.942653,2073:81716.942654,-126.781192,51.615951,2920.109 m,1.36000,-0.91000,280.48999,T,400,5.6,1000
22-42-01.943_RGB_24813_28231.IIQ,464,22:42:01.943236,2073:81721.943236,-126.787123,51.616011,2923.789 m,1.48000,-0.91000,278.64999,T,400,5.6,1000
22-42-06.943_RGB_24814_28232.IIQ,465,22:42:06.943222,2073:81726.943222,-126.79303,51.616042,2929.079 m,1.63000,1.45000,278.94000,T,400,5.6,1000
22-42-11.943_RGB_24815_28233.IIQ,466,22:42:11.943882,2073:81731.943883,-126.798895,51.616113,2935.429 m,1.75000,1.49000,279.32001,T,400,5.6,1000
22-42-16.942_RGB_24816_28234.IIQ,467,22:42:16.942792,2073:81736.942792,-126.804709,51.61623,2940.980 m,1.95000,0.51000,280.84000,T,400,5.6,1000
22-42-21.942_RGB_24817_28235.IIQ,468,22:42:21.942527,2073:81741.942527,-126.810485,51.616379,2947.300 m,1.86000,1.36000,281.64001,T,400,5.6,1000
22-42-26.943_RGB_24818_28236.IIQ,469,22:42:26.943379,2073:81746.943379,-126.816228,51.616561,2953.379 m,2.06000,0.77000,282.29001,T,400,7.1,1000
22-42-31.943_RGB_24819_28237.IIQ,470,22:42:31.943171,2073:81751.943172,-126.821936,51.616758,2958.849 m,2.17000,0.08000,282.64001,T,400,7.1,1000
22-42-36.942_RGB_24820_28238.IIQ,471,22:42:36.942928,2073:81756.942928,-126.827623,51.616943,2962.170 m,2.15000,-0.07000,281.85001,T,400,6.3,1000
22-42-41.942_RGB_24821_28239.IIQ,472,22:42:41.942821,2073:81761.942821,-126.833293,51.617109,2966.159 m,2.25000,-0.76000,282.12000,T,400,5.6,1000
22-42-46.942_RGB_24822_28240.IIQ,473,22:42:46.942643,2073:81766.942643,-126.838949,51.617242,2972.539 m,2.09000,0.07000,281.41000,T,400,5.6,1000
22-42-51.943_RGB_24823_28241.IIQ,474,22:42:51.943465,2073:81771.943465,-126.844588,51.617377,2979.899 m,0.42000,1.56000,282.07001,T,400,5.6,1000
22-42-56.943_RGB_24824_28242.IIQ,475,22:42:56.943287,2073:81776.943287,-126.850268,51.617564,2978.429 m,-0.37000,2.54000,282.51999,T,400,5.6,1000
22-43-01.943_RGB_24825_28243.IIQ,476,22:43:01.943111,2073:81781.943111,-126.856035,51.617803,2976.480 m,-0.27000,-0.18000,282.60001,T,400,5.6,1000
22-43-06.943_RGB_24826_28244.IIQ,477,22:43:06.943631,2073:81786.943631,-126.861888,51.618048,2973.769 m,-0.43000,-1.44000,283.14999,T,400,6.3,1000
22-43-11.943_RGB_24827_28245.IIQ,478,22:43:11.943757,2073:81791.943757,-126.867831,51.618242,2970.269 m,-0.62000,-0.17000,281.31000,T,400,8.0,1000
22-43-16.943_RGB_24828_28246.IIQ,479,22:43:16.94358,2073:81796.94358,-126.873839,51.618414,2965.909 m,-0.33000,-0.35000,281.54999,T,400,6.3,1000
22-43-21.943_RGB_24829_28247.IIQ,480,22:43:21.9434,2073:81801.9434,-126.879888,51.618578,2960.899 m,0.03000,-0.39000,280.35999,T,400,6.3,1000
22-43-26.943_RGB_24830_28248.IIQ,481,22:43:26.943765,2073:81806.943765,-126.885951,51.618738,2957.490 m,0.27000,-1.91000,281.39999,T,400,6.3,1000
22-43-31.944_RGB_24831_28249.IIQ,482,22:43:31.944048,2073:81811.944048,-126.892013,51.618846,2956.160 m,0.56000,-0.81000,280.25000,T,400,6.3,1000
22-43-36.943_RGB_24832_28250.IIQ,483,22:43:36.943339,2073:81816.943339,-126.898054,51.618908,2956.659 m,0.80000,-0.98000,279.98999,T,400,6.3,1000
22-43-41.943_RGB_24833_28251.IIQ,484,22:43:41.943698,2073:81821.943698,-126.904065,51.61892,2959.429 m,0.81000,-0.70000,279.35999,T,400,5.6,1000
22-43-46.942_RGB_24834_28252.IIQ,485,22:43:46.942907,2073:81826.942907,-126.910033,51.618889,2962.910 m,0.70000,2.89000,279.75000,T,400,5.6,1000
22-43-51.943_RGB_24835_28253.IIQ,486,22:43:51.943343,2073:81831.943343,-126.915938,51.618912,2966.840 m,0.90000,1.71000,281.70001,T,400,5.6,1000
22-43-56.943_RGB_24836_28254.IIQ,487,22:43:56.943473,2073:81836.943473,-126.921783,51.618986,2971.889 m,0.90000,1.91000,282.29001,T,400,5.6,1000
22-44-01.943_RGB_24837_28255.IIQ,488,22:44:01.943989,2073:81841.94399,-126.927581,51.619122,2977.259 m,0.38000,2.51000,283.64001,T,400,5.6,1000
22-44-06.943_RGB_24838_28256.IIQ,489,22:44:06.943815,2073:81846.943815,-126.933343,51.619352,2981.550 m,-0.10000,0.47000,284.75000,T,400,5.6,1000
22-44-11.943_RGB_24839_28257.IIQ,490,22:44:11.943635,2073:81851.943635,-126.939112,51.619616,2980.930 m,-0.24000,0.54000,284.26001,T,400,5.6,1000
22-44-16.942_RGB_24840_28258.IIQ,491,22:44:16.942607,2073:81856.942608,-126.944904,51.619889,2978.779 m,-0.08000,-0.19000,284.79999,T,400,5.6,1000
22-44-21.943_RGB_24841_28259.IIQ,492,22:44:21.943285,2073:81861.943285,-126.95071,51.620165,2974.039 m,0.10000,-0.12000,284.20999,T,400,5.6,1000
22-44-26.944_RGB_24842_28260.IIQ,493,22:44:26.944178,2073:81866.944178,-126.956533,51.620424,2969.329 m,0.32000,-0.30000,284.23001,T,400,5.6,1000
22-44-31.942_RGB_24843_28261.IIQ,494,22:44:31.942978,2073:81871.942978,-126.962371,51.620631,2967.769 m,0.50000,0.06000,283.70001,T,400,5.6,1000
22-44-36.943_RGB_24844_28262.IIQ,495,22:44:36.94378,2073:81876.94378,-126.968206,51.620806,2966.199 m,0.74000,-0.91000,282.73999,T,400,7.1,1000
