Filename,GPS Event,GPS Time,Weeks:Seconds,Line Number,Number in Line,Longitude,Latitude,Altitude,Pitch,Roll,Yaw,Yaw Type,ISO,Aperture,Shutter Speed 1/#
1_RGB_110531.IIQ,1,14:58:47.403132,2120:53927.403132,XXXX,XXXX,-125.263339,49.946595,77.379 m,0.63000,-0.88000,217.99001,T,640,4.5,1000
2_RGB_110532.IIQ,2,14:58:51.444325,2120:53931.444325,XXXX,XXXX,-125.263507,49.946444,77.539 m,0.54000,-0.45000,211.96001,T,640,4.5,1000
3_RGB_110533.IIQ,3,15:56:07.349481,2120:57367.349481,XXXX,XXXX,-128.075649,51.636869,1115.530 m,3.39000,-0.67000,308.45001,T,640,4.5,1000
4_RGB_110534.IIQ,4,15:56:10.983992,2120:57370.983992,XXXX,XXXX,-128.078409,51.638186,1114.950 m,2.46000,-0.74000,308.09000,T,640,4.5,1000
5_RGB_110535.IIQ,5,15:56:14.627181,2120:57374.627181,XXXX,XXXX,-128.081196,51.639501,1110.640 m,1.61000,-0.86000,307.75000,T,640,4.5,1000
6_RGB_110536.IIQ,6,15:56:18.199026,2120:57378.199026,XXXX,XXXX,-128.083968,51.640793,1103.519 m,1.09000,-0.82000,307.38000,T,640,4.5,1000
7_RGB_110537.IIQ,7,15:56:21.740881,2120:57381.740881,XXXX,XXXX,-128.086763,51.642082,1095.290 m,1.10000,-0.35000,307.13000,T,640,4.5,1000
8_RGB_110538.IIQ,8,15:56:25.25074,2120:57385.25074,XXXX,XXXX,-128.089568,51.64337,1089.150 m,2.14000,0.05000,306.94000,T,640,4.5,1000
9_RGB_110539.IIQ,9,15:56:28.750597,2120:57388.750597,XXXX,XXXX,-128.092372,51.644656,1088.490 m,3.81000,-0.03000,307.01999,T,640,4.5,1000
10_RGB_110540.IIQ,10,15:56:32.274451,2120:57392.274451,XXXX,XXXX,-128.095157,51.645941,1094.310 m,5.07000,1.00000,307.89999,T,640,4.5,1000
11_RGB_110541.IIQ,11,15:56:35.879868,2120:57395.879868,XXXX,XXXX,-128.097923,51.647246,1103.830 m,5.68000,1.36000,308.57001,T,640,4.5,1000
12_RGB_110542.IIQ,12,15:56:39.573154,2120:57399.573154,XXXX,XXXX,-128.100663,51.648573,1113.070 m,5.19000,0.60000,309.23999,T,640,4.5,1000
13_RGB_110543.IIQ,13,15:56:43.341999,2120:57403.341999,XXXX,XXXX,-128.103395,51.649918,1118.370 m,4.05000,-0.11000,309.47000,T,640,4.5,1000
14_RGB_110544.IIQ,14,15:56:47.109847,2120:57407.109847,XXXX,XXXX,-128.106108,51.651259,1118.340 m,3.07000,0.07000,309.32999,T,640,4.5,1000
15_RGB_110545.IIQ,15,15:56:50.873692,2120:57410.873692,XXXX,XXXX,-128.108833,51.652604,1114.920 m,2.50000,-0.58000,309.12000,T,640,4.5,1000
16_RGB_110546.IIQ,16,15:56:54.604019,2120:57414.604019,XXXX,XXXX,-128.111579,51.653933,1110.150 m,2.66000,-0.10000,308.79999,T,640,4.5,1000
17_RGB_110547.IIQ,17,15:56:58.31385,2120:57418.31385,XXXX,XXXX,-128.114328,51.655264,1106.890 m,3.14000,-0.40000,309.38000,T,640,4.5,1000
18_RGB_110548.IIQ,18,15:57:02.002231,2120:57422.002231,XXXX,XXXX,-128.117066,51.65659,1105.960 m,3.41000,-0.80000,308.64999,T,640,4.5,1000
19_RGB_110549.IIQ,19,15:57:05.715079,2120:57425.715079,XXXX,XXXX,-128.119838,51.657909,1105.710 m,3.48000,-0.60000,308.39001,T,640,4.5,1000
20_RGB_110550.IIQ,20,15:57:09.411926,2120:57429.411926,XXXX,XXXX,-128.122592,51.659221,1105.279 m,3.31000,1.78000,309.25000,T,640,4.5,1000
21_RGB_110551.IIQ,21,15:57:13.122777,2120:57433.122777,XXXX,XXXX,-128.125331,51.660558,1104.220 m,3.19000,-1.04000,308.84000,T,640,4.5,1000
22_RGB_110552.IIQ,22,15:57:16.822623,2120:57436.822623,XXXX,XXXX,-128.128108,51.661862,1101.890 m,2.50000,-2.70000,307.20999,T,640,4.5,1000
23_RGB_110553.IIQ,23,15:57:20.495848,2120:57440.495848,XXXX,XXXX,-128.130934,51.663123,1097.160 m,1.99000,-0.86000,306.32999,T,640,4.5,1000
24_RGB_110554.IIQ,24,15:57:24.150681,2120:57444.150681,XXXX,XXXX,-128.133786,51.664381,1091.360 m,1.87000,5.25000,307.32999,T,640,4.5,1000
25_RGB_110555.IIQ,25,15:57:27.757171,2120:57447.757171,XXXX,XXXX,-128.136546,51.665699,1087.570 m,3.44000,1.77000,309.94000,T,640,4.5,1000
26_RGB_110556.IIQ,26,15:57:31.369022,2120:57451.369022,XXXX,XXXX,-128.139246,51.667056,1090.509 m,4.98000,-1.11000,310.10999,T,640,4.5,1000
27_RGB_110557.IIQ,27,15:57:35.041866,2120:57455.041866,XXXX,XXXX,-128.141984,51.668388,1097.549 m,5.21000,-0.54000,308.39001,T,640,4.5,1000
28_RGB_110558.IIQ,28,15:57:38.77902,2120:57458.77902,XXXX,XXXX,-128.144763,51.669688,1103.970 m,4.77000,-1.71000,307.64999,T,640,4.5,1000
29_RGB_110559.IIQ,29,15:57:42.558846,2120:57462.558846,XXXX,XXXX,-128.14758,51.670956,1107.230 m,4.14000,0.16000,306.10001,T,640,4.5,1000
30_RGB_110560.IIQ,30,15:57:46.346399,2120:57466.346399,XXXX,XXXX,-128.150378,51.672229,1108.600 m,4.11000,-0.25000,308.20001,T,640,4.5,1000
31_RGB_110561.IIQ,31,15:57:50.170237,2120:57470.170237,XXXX,XXXX,-128.153161,51.673532,1110.539 m,4.31000,-0.71000,307.45001,T,640,4.5,1000
32_RGB_110562.IIQ,32,15:57:54.003081,2120:57474.003081,XXXX,XXXX,-128.155945,51.674824,1112.230 m,4.15000,-0.68000,307.07001,T,640,4.5,1000
33_RGB_110563.IIQ,33,15:57:57.860923,2120:57477.860923,XXXX,XXXX,-128.158748,51.676113,1112.460 m,3.78000,0.83000,307.76001,T,640,4.5,1000
34_RGB_110564.IIQ,34,15:58:01.701982,2120:57481.701982,XXXX,XXXX,-128.16152,51.677413,1111.029 m,3.51000,1.06000,308.35999,T,640,4.5,1000
35_RGB_110565.IIQ,35,15:58:05.544805,2120:57485.544805,XXXX,XXXX,-128.164272,51.678742,1108.710 m,3.29000,1.04000,309.45999,T,640,4.5,1000
36_RGB_110566.IIQ,36,15:58:09.365636,2120:57489.365636,XXXX,XXXX,-128.166988,51.680095,1106.029 m,3.27000,-0.05000,309.72000,T,640,4.5,1000
37_RGB_110567.IIQ,37,16:02:49.776894,2120:57769.776894,XXXX,XXXX,-128.181014,51.65268,1047.410 m,1.93000,-1.50000,35.70000,T,640,4.5,1000
38_RGB_110568.IIQ,38,16:02:53.506806,2120:57773.506806,XXXX,XXXX,-128.179018,51.654443,1040.620 m,2.24000,2.56000,35.83000,T,640,4.5,1000
39_RGB_110569.IIQ,39,16:02:57.226588,2120:57777.226588,XXXX,XXXX,-128.176946,51.656195,1036.830 m,3.31000,0.63000,37.67000,T,640,4.5,1000
40_RGB_110570.IIQ,40,16:03:00.925473,2120:57780.925473,XXXX,XXXX,-128.174851,51.657921,1038.140 m,4.54000,-1.79000,37.22000,T,640,4.5,1000
41_RGB_110571.IIQ,41,16:03:04.663315,2120:57784.663315,XXXX,XXXX,-128.172793,51.659666,1042.370 m,4.62000,-0.87000,36.08000,T,640,4.5,1000
42_RGB_110572.IIQ,42,16:03:08.430148,2120:57788.430148,XXXX,XXXX,-128.170768,51.661416,1045.529 m,4.16000,1.19000,36.27000,T,640,4.5,1000
43_RGB_110573.IIQ,43,16:03:12.231986,2120:57792.231986,XXXX,XXXX,-128.168702,51.66316,1046.320 m,3.59000,-0.47000,37.08000,T,640,4.5,1000
44_RGB_110574.IIQ,44,16:03:16.029822,2120:57796.029822,XXXX,XXXX,-128.166634,51.664902,1044.680 m,3.21000,-0.56000,36.20000,T,640,4.5,1000
45_RGB_110575.IIQ,45,16:03:19.806663,2120:57799.806663,XXXX,XXXX,-128.164598,51.666653,1042.080 m,3.20000,-0.50000,35.88000,T,640,4.5,1000
46_RGB_110576.IIQ,46,16:03:23.571506,2120:57803.571506,XXXX,XXXX,-128.162575,51.668413,1040.170 m,3.44000,-0.05000,35.19000,T,640,4.5,1000
47_RGB_110577.IIQ,47,16:03:27.325348,2120:57807.325348,XXXX,XXXX,-128.160558,51.670168,1039.950 m,3.92000,-0.29000,35.89000,T,640,4.5,1000
48_RGB_110578.IIQ,48,16:03:31.105189,2120:57811.105189,XXXX,XXXX,-128.158529,51.671928,1041.480 m,4.28000,0.65000,35.73000,T,640,4.5,1000
49_RGB_110579.IIQ,49,16:03:34.90603,2120:57814.90603,XXXX,XXXX,-128.156479,51.673678,1044.009 m,4.24000,1.64000,36.77000,T,640,4.5,1000
50_RGB_110580.IIQ,50,16:03:38.729872,2120:57818.729872,XXXX,XXXX,-128.154389,51.67541,1046.430 m,4.24000,-0.99000,37.16000,T,640,4.5,1000
51_RGB_110581.IIQ,51,16:03:42.571709,2120:57822.571709,XXXX,XXXX,-128.152311,51.677148,1047.740 m,4.11000,-0.67000,36.52000,T,640,4.5,1000
52_RGB_110582.IIQ,52,16:03:46.41655,2120:57826.41655,XXXX,XXXX,-128.150238,51.678882,1048.279 m,3.81000,-0.89000,36.95000,T,640,4.5,1000
53_RGB_110583.IIQ,53,16:03:50.283399,2120:57830.283399,XXXX,XXXX,-128.148173,51.680636,1047.200 m,3.41000,-1.13000,35.51000,T,640,4.5,1000
54_RGB_110584.IIQ,54,16:03:54.10323,2120:57834.10323,XXXX,XXXX,-128.146169,51.682395,1044.789 m,3.15000,1.76000,35.92000,T,640,4.5,1000
55_RGB_110585.IIQ,55,16:03:57.912071,2120:57837.912071,XXXX,XXXX,-128.144103,51.684134,1042.059 m,3.03000,2.07000,38.10000,T,640,4.5,1000
56_RGB_110586.IIQ,56,16:04:01.709915,2120:57841.709915,XXXX,XXXX,-128.14196,51.685845,1039.630 m,3.40000,0.44000,39.17000,T,640,4.5,1000
57_RGB_110587.IIQ,57,16:04:05.487759,2120:57845.487759,XXXX,XXXX,-128.139826,51.68755,1039.079 m,3.89000,-0.40000,37.67000,T,640,4.5,1000
58_RGB_110588.IIQ,58,16:04:09.288604,2120:57849.288604,XXXX,XXXX,-128.137703,51.689269,1040.490 m,4.29000,-0.81000,38.21000,T,640,4.5,1000
59_RGB_110589.IIQ,59,16:04:13.088447,2120:57853.088447,XXXX,XXXX,-128.135613,51.690984,1043.269 m,4.73000,-1.56000,36.89000,T,640,4.5,1000
60_RGB_110590.IIQ,60,16:04:16.968286,2120:57856.968286,XXXX,XXXX,-128.133545,51.692739,1047.170 m,4.77000,1.05000,36.54000,T,640,4.5,1000
61_RGB_110591.IIQ,61,16:04:20.84713,2120:57860.84713,XXXX,XXXX,-128.131473,51.694467,1050.750 m,4.32000,-1.83000,37.48000,T,640,4.5,1000
62_RGB_110592.IIQ,62,16:04:24.769962,2120:57864.769962,XXXX,XXXX,-128.129416,51.696222,1050.799 m,3.39000,-0.32000,35.86000,T,640,4.5,1000
63_RGB_110593.IIQ,63,16:04:28.643798,2120:57868.643798,XXXX,XXXX,-128.12742,51.697985,1046.950 m,2.64000,1.03000,35.73000,T,640,4.5,1000
64_RGB_110594.IIQ,64,16:04:32.498642,2120:57872.498642,XXXX,XXXX,-128.125397,51.699753,1040.869 m,2.37000,-0.23000,36.62000,T,640,4.5,1000
65_RGB_110595.IIQ,65,16:04:36.29448,2120:57876.29448,XXXX,XXXX,-128.123376,51.701514,1035.039 m,2.52000,-0.67000,36.29000,T,640,4.5,1000
66_RGB_110596.IIQ,66,16:04:40.058327,2120:57880.058327,XXXX,XXXX,-128.121358,51.703283,1031.049 m,3.03000,0.03000,36.43000,T,640,4.5,1000
67_RGB_110597.IIQ,67,16:04:43.792171,2120:57883.792171,XXXX,XXXX,-128.119333,51.705036,1030.019 m,3.63000,1.55000,37.15000,T,640,4.5,1000
68_RGB_110598.IIQ,68,16:04:47.557014,2120:57887.557014,XXXX,XXXX,-128.117249,51.706779,1031.549 m,4.21000,0.31000,38.18000,T,640,4.5,1000
69_RGB_110599.IIQ,69,16:04:51.315859,2120:57891.315859,XXXX,XXXX,-128.115168,51.7085,1035.169 m,4.66000,-1.33000,37.30000,T,640,4.5,1000
70_RGB_110600.IIQ,70,16:07:15.626893,2120:58035.626893,XXXX,XXXX,-128.101645,51.710129,1096.700 m,5.42000,-0.19000,215.74001,T,640,4.5,1000
71_RGB_110601.IIQ,71,16:07:19.639784,2120:58039.639784,XXXX,XXXX,-128.103638,51.708359,1099.700 m,5.60000,0.97000,215.80000,T,640,4.5,1000
72_RGB_110602.IIQ,72,16:07:23.647605,2120:58043.647605,XXXX,XXXX,-128.105645,51.706596,1103.339 m,5.60000,-0.43000,216.30000,T,640,4.5,1000
73_RGB_110603.IIQ,73,16:07:27.660429,2120:58047.660429,XXXX,XXXX,-128.107654,51.704829,1106.609 m,5.42000,0.72000,215.99001,T,640,4.5,1000
74_RGB_110604.IIQ,74,16:07:31.668258,2120:58051.668258,XXXX,XXXX,-128.109688,51.703073,1109.289 m,5.15000,2.03000,217.58000,T,640,4.5,1000
75_RGB_110605.IIQ,75,16:07:35.669071,2120:58055.669071,XXXX,XXXX,-128.111791,51.701344,1111.549 m,5.09000,0.69000,218.96001,T,640,4.5,1000
76_RGB_110606.IIQ,76,16:07:39.643919,2120:58059.643919,XXXX,XXXX,-128.113914,51.699634,1114.160 m,5.28000,-0.73000,218.78000,T,640,4.5,1000
77_RGB_110607.IIQ,77,16:07:43.618748,2120:58063.618748,XXXX,XXXX,-128.116032,51.697916,1117.019 m,5.33000,0.86000,218.75000,T,640,4.5,1000
78_RGB_110608.IIQ,78,16:07:47.587581,2120:58067.587581,XXXX,XXXX,-128.118165,51.696206,1119.819 m,5.35000,-1.93000,218.80000,T,640,4.5,1000
79_RGB_110609.IIQ,79,16:07:51.553419,2120:58071.553419,XXXX,XXXX,-128.120261,51.694477,1122.420 m,5.28000,-0.33000,217.84000,T,640,4.5,1000
80_RGB_110610.IIQ,80,16:07:55.499252,2120:58075.499252,XXXX,XXXX,-128.122337,51.692749,1124.849 m,5.12000,-0.97000,218.39999,T,640,4.5,1000
81_RGB_110611.IIQ,81,16:07:59.475086,2120:58079.475086,XXXX,XXXX,-128.124424,51.690998,1126.920 m,4.95000,-0.38000,217.60001,T,640,4.5,1000
82_RGB_110612.IIQ,82,16:08:03.395922,2120:58083.395922,XXXX,XXXX,-128.126463,51.689251,1128.759 m,4.77000,1.81000,217.98000,T,640,4.5,1000
83_RGB_110613.IIQ,83,16:08:07.312761,2120:58087.312761,XXXX,XXXX,-128.128545,51.687516,1130.180 m,4.79000,-0.49000,218.63000,T,640,4.5,1000
84_RGB_110614.IIQ,84,16:08:11.204599,2120:58091.204599,XXXX,XXXX,-128.13062,51.685783,1131.569 m,4.13000,-0.22000,217.83000,T,640,4.5,1000
85_RGB_110615.IIQ,85,16:08:15.065438,2120:58095.065438,XXXX,XXXX,-128.132656,51.684028,1130.009 m,3.04000,-0.56000,217.27000,T,640,4.5,1000
86_RGB_110616.IIQ,86,16:08:18.860281,2120:58098.860281,XXXX,XXXX,-128.13468,51.682268,1124.920 m,2.30000,0.77000,217.28000,T,640,4.5,1000
87_RGB_110617.IIQ,87,16:08:22.597128,2120:58102.597128,XXXX,XXXX,-128.136739,51.680511,1119.180 m,2.29000,1.97000,218.30000,T,640,4.5,1000
88_RGB_110618.IIQ,88,16:08:26.250974,2120:58106.250974,XXXX,XXXX,-128.138837,51.678787,1114.750 m,3.09000,-0.21000,219.05000,T,640,4.5,1000
89_RGB_110619.IIQ,89,16:08:29.869821,2120:58109.869821,XXXX,XXXX,-128.140921,51.67706,1114.480 m,4.18000,0.14000,218.17999,T,640,4.5,1000
90_RGB_110620.IIQ,90,16:08:33.50467,2120:58113.50467,XXXX,XXXX,-128.143005,51.675328,1119.130 m,5.35000,-0.44000,218.22000,T,640,4.5,1000
91_RGB_110621.IIQ,91,16:08:37.195518,2120:58117.195518,XXXX,XXXX,-128.145078,51.673581,1127.730 m,6.07000,-0.09000,217.70000,T,640,4.5,1000
92_RGB_110622.IIQ,92,16:08:40.922366,2120:58120.922366,XXXX,XXXX,-128.147131,51.671846,1137.720 m,6.23000,0.40000,217.77000,T,640,4.5,1000
93_RGB_110623.IIQ,93,16:08:44.725207,2120:58124.725207,XXXX,XXXX,-128.149206,51.670112,1146.799 m,5.74000,-0.44000,218.56000,T,640,4.5,1000
94_RGB_110624.IIQ,94,16:08:48.57005,2120:58128.57005,XXXX,XXXX,-128.151286,51.668375,1151.870 m,3.56000,-0.20000,218.23000,T,640,4.5,1000
95_RGB_110625.IIQ,95,16:08:52.376891,2120:58132.376891,XXXX,XXXX,-128.15336,51.666634,1146.049 m,0.34000,1.31000,218.31000,T,640,4.5,1000
96_RGB_110626.IIQ,96,16:08:56.052741,2120:58136.052741,XXXX,XXXX,-128.155458,51.664908,1130.680 m,-0.88000,0.06000,218.78999,T,640,4.5,1000
97_RGB_110627.IIQ,97,16:08:59.575595,2120:58139.575595,XXXX,XXXX,-128.15755,51.663185,1114.799 m,-0.45000,-3.48000,217.58000,T,640,4.5,1000
98_RGB_110628.IIQ,98,16:09:03.008453,2120:58143.008453,XXXX,XXXX,-128.159574,51.661417,1102.840 m,0.54000,1.12000,216.25999,T,640,4.5,1000
99_RGB_110629.IIQ,99,16:09:06.37531,2120:58146.37531,XXXX,XXXX,-128.161588,51.659648,1097.810 m,2.38000,0.11000,216.67000,T,640,4.5,1000
100_RGB_110630.IIQ,100,16:09:09.744786,2120:58149.744786,XXXX,XXXX,-128.163618,51.65788,1099.080 m,3.44000,-0.72000,216.84000,T,640,4.5,1000
101_RGB_110631.IIQ,101,16:09:13.108033,2120:58153.108033,XXXX,XXXX,-128.165622,51.656124,1104.160 m,4.19000,-0.47000,216.46001,T,640,4.5,1000
102_RGB_110632.IIQ,102,16:09:16.541887,2120:58156.541887,XXXX,XXXX,-128.167634,51.654348,1111.269 m,4.45000,-0.59000,216.33000,T,640,4.5,1000
103_RGB_110633.IIQ,103,16:09:19.996743,2120:58159.996743,XXXX,XXXX,-128.169624,51.652581,1118.220 m,4.42000,2.05000,216.14999,T,640,4.5,1000
104_RGB_110634.IIQ,104,16:09:23.5016,2120:58163.5016,XXXX,XXXX,-128.171647,51.650821,1124.720 m,4.49000,0.77000,217.16000,T,640,4.5,1000
105_RGB_110635.IIQ,105,16:09:27.035452,2120:58167.035452,XXXX,XXXX,-128.173688,51.649075,1130.340 m,4.20000,-0.87000,217.64999,T,640,4.5,1000
106_RGB_110636.IIQ,106,16:09:30.604305,2120:58170.604305,XXXX,XXXX,-128.175723,51.647316,1134.000 m,3.63000,-0.59000,216.61000,T,640,4.5,1000
107_RGB_110637.IIQ,107,16:09:34.168156,2120:58174.168156,XXXX,XXXX,-128.177732,51.645553,1135.200 m,3.13000,1.78000,217.39999,T,640,4.5,1000
108_RGB_110638.IIQ,108,16:12:07.437826,2120:58327.437826,XXXX,XXXX,-128.176356,51.63717,1128.869 m,3.83000,-0.76000,35.72000,T,640,4.5,1000
109_RGB_110639.IIQ,109,16:12:10.906681,2120:58330.906681,XXXX,XXXX,-128.174341,51.638924,1132.250 m,2.90000,0.35000,35.20000,T,640,4.5,1000
110_RGB_110640.IIQ,110,16:12:14.405538,2120:58334.405538,XXXX,XXXX,-128.172301,51.640687,1131.849 m,2.31000,0.68000,36.34000,T,640,4.5,1000
111_RGB_110641.IIQ,111,16:12:17.872394,2120:58337.872394,XXXX,XXXX,-128.170253,51.642432,1129.799 m,2.17000,-0.75000,35.83000,T,640,4.5,1000
112_RGB_110642.IIQ,112,16:12:21.323248,2120:58341.323248,XXXX,XXXX,-128.168225,51.644186,1128.029 m,2.50000,-0.05000,35.60000,T,640,4.5,1000
113_RGB_110643.IIQ,113,16:12:24.770107,2120:58344.770107,XXXX,XXXX,-128.166189,51.645939,1128.060 m,2.83000,2.85000,36.51000,T,640,4.5,1000
114_RGB_110644.IIQ,114,16:12:28.229965,2120:58348.229965,XXXX,XXXX,-128.1641,51.647675,1129.080 m,3.16000,-0.85000,36.77000,T,640,4.5,1000
115_RGB_110645.IIQ,115,16:12:31.689819,2120:58351.689819,XXXX,XXXX,-128.162023,51.64941,1130.530 m,3.31000,0.01000,36.58000,T,640,4.5,1000
116_RGB_110646.IIQ,116,16:12:35.162678,2120:58355.162678,XXXX,XXXX,-128.159948,51.651144,1132.730 m,3.35000,-0.56000,36.63000,T,640,4.5,1000
117_RGB_110647.IIQ,117,16:12:38.654531,2120:58358.654531,XXXX,XXXX,-128.157878,51.652885,1134.509 m,2.99000,-0.65000,36.24000,T,640,4.5,1000
118_RGB_110648.IIQ,118,16:12:42.142387,2120:58362.142387,XXXX,XXXX,-128.155838,51.654633,1134.769 m,2.71000,-1.50000,35.66000,T,640,4.5,1000
119_RGB_110649.IIQ,119,16:12:45.632243,2120:58365.632243,XXXX,XXXX,-128.153846,51.656406,1133.910 m,2.51000,1.66000,34.44000,T,640,4.5,1000
120_RGB_110650.IIQ,120,16:12:49.119864,2120:58369.119864,XXXX,XXXX,-128.151836,51.658178,1132.340 m,2.15000,4.23000,36.28000,T,640,4.5,1000
121_RGB_110651.IIQ,121,16:12:52.585952,2120:58372.585952,XXXX,XXXX,-128.149741,51.659906,1129.480 m,1.84000,0.64000,37.99000,T,640,4.5,1000
122_RGB_110652.IIQ,122,16:12:56.024811,2120:58376.024811,XXXX,XXXX,-128.147611,51.661614,1125.779 m,1.81000,-0.63000,38.03000,T,640,4.5,1000
123_RGB_110653.IIQ,123,16:12:59.45367,2120:58379.45367,XXXX,XXXX,-128.145478,51.663327,1122.670 m,2.26000,0.47000,37.95000,T,640,4.5,1000
124_RGB_110654.IIQ,124,16:13:02.853525,2120:58382.853525,XXXX,XXXX,-128.143358,51.665029,1121.870 m,2.87000,-2.49000,37.46000,T,640,4.5,1000
125_RGB_110655.IIQ,125,16:13:06.293386,2120:58386.293386,XXXX,XXXX,-128.141261,51.666766,1122.920 m,3.08000,-0.42000,36.88000,T,640,4.5,1000
126_RGB_110656.IIQ,126,16:13:09.714929,2120:58389.714929,XXXX,XXXX,-128.139195,51.668491,1124.870 m,3.21000,0.25000,36.78000,T,640,4.5,1000
127_RGB_110657.IIQ,127,16:13:13.19577,2120:58393.19577,XXXX,XXXX,-128.137093,51.670233,1127.140 m,3.16000,1.05000,37.19000,T,640,4.5,1000
128_RGB_110658.IIQ,128,16:13:16.656955,2120:58396.656955,XXXX,XXXX,-128.134987,51.671945,1128.809 m,3.12000,-0.62000,37.46000,T,640,4.5,1000
129_RGB_110659.IIQ,129,16:13:20.135808,2120:58400.135808,XXXX,XXXX,-128.132901,51.673674,1130.019 m,3.00000,-2.21000,35.63000,T,640,4.5,1000
130_RGB_110660.IIQ,130,16:13:23.627299,2120:58403.627299,XXXX,XXXX,-128.130876,51.675435,1130.549 m,2.80000,-0.49000,35.36000,T,640,4.5,1000
131_RGB_110661.IIQ,131,16:13:27.127519,2120:58407.127519,XXXX,XXXX,-128.128861,51.677208,1130.210 m,2.43000,0.67000,35.18000,T,640,4.5,1000
132_RGB_110662.IIQ,132,16:13:30.593379,2120:58410.593379,XXXX,XXXX,-128.126843,51.67896,1128.430 m,2.17000,2.33000,36.09000,T,640,4.5,1000
133_RGB_110663.IIQ,133,16:13:34.059829,2120:58414.059829,XXXX,XXXX,-128.124757,51.680694,1126.110 m,2.13000,3.84000,37.66000,T,640,4.5,1000
134_RGB_110664.IIQ,134,16:13:37.509673,2120:58417.509673,XXXX,XXXX,-128.122621,51.682404,1125.069 m,2.93000,-3.10000,36.82000,T,640,4.5,1000
135_RGB_110665.IIQ,135,16:13:40.970946,2120:58420.970946,XXXX,XXXX,-128.120547,51.684147,1127.420 m,3.85000,1.00000,36.06000,T,640,4.5,1000
136_RGB_110666.IIQ,136,16:13:44.444803,2120:58424.444803,XXXX,XXXX,-128.118478,51.685877,1133.740 m,4.63000,-0.03000,36.81000,T,640,4.5,1000
137_RGB_110667.IIQ,137,16:13:47.983655,2120:58427.983655,XXXX,XXXX,-128.116401,51.687617,1141.299 m,4.40000,-3.89000,35.45000,T,640,4.5,1000
138_RGB_110668.IIQ,138,16:13:51.550508,2120:58431.550508,XXXX,XXXX,-128.114403,51.689384,1146.230 m,3.57000,0.17000,33.68000,T,640,4.5,1000
139_RGB_110669.IIQ,139,16:13:55.129882,2120:58435.129882,XXXX,XXXX,-128.11241,51.691156,1147.529 m,2.49000,0.68000,34.70000,T,640,4.5,1000
140_RGB_110670.IIQ,140,16:13:58.693722,2120:58438.693722,XXXX,XXXX,-128.110386,51.692918,1144.349 m,1.69000,0.21000,35.09000,T,640,4.5,1000
141_RGB_110671.IIQ,141,16:14:02.211061,2120:58442.211061,XXXX,XXXX,-128.108352,51.694672,1138.700 m,1.32000,-0.59000,35.62000,T,640,4.5,1000
142_RGB_110672.IIQ,142,16:14:05.698916,2120:58445.698916,XXXX,XXXX,-128.106315,51.696437,1132.619 m,1.46000,-0.36000,35.52000,T,640,4.5,1000
143_RGB_110673.IIQ,143,16:14:09.124776,2120:58449.124776,XXXX,XXXX,-128.104289,51.698188,1127.950 m,1.99000,0.57000,36.03000,T,640,4.5,1000
144_RGB_110674.IIQ,144,16:14:12.554093,2120:58452.554093,XXXX,XXXX,-128.102236,51.699942,1125.730 m,2.69000,-0.44000,35.90000,T,640,4.5,1000
145_RGB_110675.IIQ,145,16:14:15.983495,2120:58455.983495,XXXX,XXXX,-128.100183,51.701696,1126.099 m,3.17000,-0.10000,36.27000,T,640,4.5,1000
146_RGB_110676.IIQ,146,16:14:19.404356,2120:58459.404356,XXXX,XXXX,-128.098139,51.703434,1128.119 m,3.27000,0.48000,36.33000,T,640,4.5,1000
147_RGB_110677.IIQ,147,16:14:22.853215,2120:58462.853215,XXXX,XXXX,-128.096076,51.705172,1130.349 m,3.08000,0.23000,36.88000,T,640,4.5,1000
148_RGB_110678.IIQ,148,16:14:26.345074,2120:58466.345074,XXXX,XXXX,-128.093984,51.706921,1131.450 m,2.72000,-0.42000,36.68000,T,640,4.5,1000
149_RGB_110679.IIQ,149,16:14:29.804308,2120:58469.804308,XXXX,XXXX,-128.091941,51.708668,1131.089 m,2.45000,-0.14000,35.73000,T,640,4.5,1000
150_RGB_110680.IIQ,150,16:16:50.83709,2120:58610.83709,XXXX,XXXX,-128.084553,51.704995,1111.549 m,1.45000,-0.16000,215.96001,T,640,4.5,1000
151_RGB_110681.IIQ,151,16:16:54.184953,2120:58614.184953,XXXX,XXXX,-128.086557,51.703236,1107.259 m,1.69000,2.02000,217.03999,T,640,4.5,1000
152_RGB_110682.IIQ,152,16:16:57.552818,2120:58617.552818,XXXX,XXXX,-128.08863,51.701477,1104.950 m,2.41000,1.06000,217.86000,T,640,4.5,1000
153_RGB_110683.IIQ,153,16:17:00.890679,2120:58620.890679,XXXX,XXXX,-128.09071,51.699746,1105.259 m,2.87000,-0.94000,217.92999,T,640,4.5,1000
154_RGB_110684.IIQ,154,16:17:04.23354,2120:58624.23354,XXXX,XXXX,-128.092772,51.698011,1107.069 m,3.16000,-1.77000,216.95000,T,640,4.5,1000
155_RGB_110685.IIQ,155,16:17:07.603405,2120:58627.603405,XXXX,XXXX,-128.094811,51.696258,1109.629 m,3.17000,2.60000,217.03000,T,640,4.5,1000
156_RGB_110686.IIQ,156,16:17:10.994029,2120:58630.994029,XXXX,XXXX,-128.096891,51.69452,1111.519 m,2.87000,0.77000,218.08000,T,640,4.5,1000
157_RGB_110687.IIQ,157,16:17:14.373125,2120:58634.373125,XXXX,XXXX,-128.098984,51.692804,1111.619 m,2.55000,0.82000,218.53000,T,640,4.5,1000
