CIR_Filename,Easting,Northing,Altitude,Omega,Phi,Kappa
563_RGB_111093_rgbi.tif,553167.124,5750192.303,1130.392,2.49559,-1.32580,-81.63243
564_RGB_111094_rgbi.tif,553122.250,5750429.060,1129.367,2.54335,-2.75747,-80.63493
565_RGB_111095_rgbi.tif,553072.353,5750663.496,1127.841,2.26079,-1.62273,-79.18184
566_RGB_111096_rgbi.tif,553018.126,5750898.950,1126.330,1.62702,1.85205,-78.90041
567_RGB_111097_rgbi.tif,552967.047,5751134.454,1125.375,1.33639,4.36561,-81.39841
568_RGB_111098_rgbi.tif,552923.908,5751370.573,1125.200,2.22540,1.19449,-82.78808
569_RGB_111099_rgbi.tif,552883.046,5751608.030,1126.148,2.67241,0.27643,-82.52578
570_RGB_111100_rgbi.tif,552842.970,5751843.509,1127.892,2.78142,0.81836,-82.93862
571_RGB_111101_rgbi.tif,552802.746,5752082.210,1129.832,3.12487,-1.68902,-82.35076
572_RGB_111102_rgbi.tif,552759.727,5752318.553,1131.181,2.98101,-1.79961,-81.11487
573_RGB_111103_rgbi.tif,552712.612,5752554.636,1131.359,2.79527,-2.04381,-80.01086
574_RGB_111104_rgbi.tif,552662.483,5752790.153,1130.270,1.89718,1.59905,-79.99434
575_RGB_111105_rgbi.tif,552614.837,5753025.691,1128.537,1.58091,2.85639,-81.01125
576_RGB_111106_rgbi.tif,552571.819,5753262.546,1126.728,1.75693,1.90133,-82.20421
577_RGB_111107_rgbi.tif,552532.220,5753500.609,1125.288,2.23308,-0.04736,-82.70520
578_RGB_111108_rgbi.tif,552493.832,5753737.755,1124.529,2.27060,1.27424,-82.98830
579_RGB_111109_rgbi.tif,552456.529,5753975.067,1124.658,3.05148,-3.37978,-82.79472
580_RGB_111110_rgbi.tif,552414.009,5754212.299,1125.033,3.19364,-2.21151,-80.74689
581_RGB_111111_rgbi.tif,552366.381,5754447.771,1126.194,2.97454,-0.32282,-80.51455
582_RGB_111112_rgbi.tif,552317.852,5754683.171,1127.275,2.45643,1.15720,-80.79534
583_RGB_111113_rgbi.tif,552270.635,5754919.583,1127.239,2.36559,0.22562,-81.14860
584_RGB_111114_rgbi.tif,552224.374,5755155.335,1126.364,1.98228,0.89752,-81.17140
585_RGB_111115_rgbi.tif,552179.260,5755392.288,1124.539,1.64462,1.85378,-81.64028
586_RGB_111116_rgbi.tif,552137.423,5755629.391,1121.988,2.05438,-1.39377,-82.37372
587_RGB_111117_rgbi.tif,552095.410,5755865.769,1119.834,1.80572,0.96653,-81.74397
588_RGB_111118_rgbi.tif,552052.863,5756102.833,1118.167,2.32553,-0.98518,-81.33805
589_RGB_111119_rgbi.tif,552008.766,5756338.676,1117.590,2.44178,0.65232,-81.08602
590_RGB_111120_rgbi.tif,551964.808,5756576.120,1118.552,2.86374,-0.08700,-81.27330
591_RGB_111121_rgbi.tif,551920.421,5756811.548,1120.362,3.26781,-1.44492,-80.71222
592_RGB_111122_rgbi.tif,551872.423,5757047.268,1122.100,3.34514,-1.89191,-79.83718
593_RGB_111123_rgbi.tif,551819.942,5757283.283,1123.697,2.66474,1.01307,-79.00092
594_RGB_111124_rgbi.tif,551767.370,5757517.326,1125.323,2.24922,2.64326,-79.72821
595_RGB_111125_rgbi.tif,551718.838,5757753.531,1126.047,1.73886,5.56957,-81.86480
596_RGB_111126_rgbi.tif,551679.459,5757991.273,1125.216,1.90218,3.11557,-83.88094
597_RGB_111127_rgbi.tif,551644.495,5758228.844,1123.459,2.49709,-3.30106,-83.17710
598_RGB_111128_rgbi.tif,551604.422,5758466.815,1121.312,2.28072,-1.97019,-81.88877
599_RGB_111129_rgbi.tif,551560.206,5758702.849,1119.377,2.36994,-1.41815,-80.90468
600_RGB_111130_rgbi.tif,551512.757,5758939.009,1118.241,2.44022,-0.41205,-80.51784
601_RGB_111131_rgbi.tif,551463.704,5759174.821,1118.359,2.77542,-0.76388,-80.15379
602_RGB_111132_rgbi.tif,550779.527,5759262.953,1127.439,-2.69132,-1.12727,101.80081
603_RGB_111133_rgbi.tif,550823.825,5759027.337,1129.979,-4.13769,1.76279,101.68644
604_RGB_111134_rgbi.tif,550871.422,5758791.479,1135.422,-4.36804,0.99885,103.10371
605_RGB_111135_rgbi.tif,550922.592,5758556.739,1141.221,-3.83163,-0.82499,103.70539
606_RGB_111136_rgbi.tif,550973.959,5758321.177,1145.660,-2.88319,-2.54355,102.85565
607_RGB_111137_rgbi.tif,551021.619,5758084.776,1146.968,-2.03212,-3.60467,101.76342
608_RGB_111138_rgbi.tif,551064.195,5757848.700,1145.481,-1.84467,-0.89269,100.93836
609_RGB_111139_rgbi.tif,551105.309,5757611.323,1140.857,-1.05388,0.77170,100.72351
610_RGB_111140_rgbi.tif,551147.651,5757374.134,1133.057,-1.13117,3.02881,101.72239
611_RGB_111141_rgbi.tif,551195.366,5757137.251,1124.348,-1.20609,2.33427,103.27238
612_RGB_111142_rgbi.tif,551246.375,5756903.293,1116.845,-0.28207,-3.24350,102.83572
613_RGB_111143_rgbi.tif,551293.812,5756666.369,1111.863,-1.61668,-0.35803,101.46507
614_RGB_111144_rgbi.tif,551338.555,5756430.431,1110.826,-2.97844,0.21983,101.13502
615_RGB_111145_rgbi.tif,551383.114,5756193.664,1115.204,-3.91475,-1.21388,101.15879
616_RGB_111146_rgbi.tif,551426.390,5755957.072,1122.785,-4.40600,-0.40794,100.52989
617_RGB_111147_rgbi.tif,551469.694,5755721.037,1130.659,-4.75186,1.20062,101.63342
618_RGB_111148_rgbi.tif,551515.201,5755484.164,1137.127,-3.25955,-3.35392,100.89742
619_RGB_111149_rgbi.tif,551556.854,5755247.599,1140.615,-3.15979,-0.30650,100.72147
620_RGB_111150_rgbi.tif,551598.024,5755011.398,1140.818,-2.30498,-0.49119,100.79960
621_RGB_111151_rgbi.tif,551639.190,5754773.287,1138.108,-1.76763,0.47355,100.91632
622_RGB_111152_rgbi.tif,551681.266,5754537.194,1133.468,-1.66713,1.97617,101.64830
623_RGB_111153_rgbi.tif,551727.420,5754300.256,1127.859,-1.65972,2.21606,102.68526
624_RGB_111154_rgbi.tif,551777.156,5754065.614,1122.625,-1.02992,-1.40301,102.92754
625_RGB_111155_rgbi.tif,551825.479,5753828.642,1118.894,-1.05762,-3.03652,101.58699
626_RGB_111156_rgbi.tif,551869.539,5753591.848,1117.227,-2.63533,1.37889,101.25305
627_RGB_111157_rgbi.tif,551915.456,5753356.296,1118.856,-3.26758,-1.32554,102.09970
628_RGB_111158_rgbi.tif,551961.558,5753119.930,1124.693,-3.63911,-2.11463,101.39789
629_RGB_111159_rgbi.tif,552004.978,5752883.885,1130.652,-3.61678,-1.30544,100.77033
630_RGB_111160_rgbi.tif,552046.950,5752647.432,1134.741,-3.22456,0.02784,100.65954
631_RGB_111161_rgbi.tif,552089.832,5752410.321,1135.657,-2.76213,1.09355,101.19056
632_RGB_111162_rgbi.tif,552135.216,5752174.026,1134.315,-2.22957,0.96805,102.03192
633_RGB_111163_rgbi.tif,552181.977,5751937.044,1131.858,-1.62140,-1.35080,101.37783
634_RGB_111164_rgbi.tif,552226.237,5751701.027,1130.169,-2.08596,-1.20833,101.34923
635_RGB_111165_rgbi.tif,552268.583,5751465.297,1130.089,-2.48826,-1.57858,100.90254
636_RGB_111166_rgbi.tif,552309.024,5751227.049,1131.526,-2.89573,-0.51964,100.40621
637_RGB_111167_rgbi.tif,552348.799,5750990.475,1133.192,-3.28247,1.55785,100.95664
638_RGB_111168_rgbi.tif,552392.183,5750752.898,1134.319,-3.02413,1.02809,101.96418
639_RGB_111169_rgbi.tif,552438.062,5750517.351,1134.781,-2.43154,-0.59157,102.06032
640_RGB_111170_rgbi.tif,552483.670,5750281.471,1134.292,-1.83784,-1.61452,101.70451
641_RGB_111171_rgbi.tif,552526.820,5750044.465,1132.708,-1.47208,-1.96370,100.75169
642_RGB_111172_rgbi.tif,552567.321,5749807.372,1130.540,-2.14392,1.72925,100.67782
643_RGB_111173_rgbi.tif,552610.854,5749570.654,1128.560,-2.23663,1.65670,102.15166
644_RGB_111174_rgbi.tif,552658.032,5749333.628,1127.252,-1.91412,-0.69922,102.29830
645_RGB_111175_rgbi.tif,552704.234,5749099.149,1126.885,-2.11349,-1.03434,101.89612
646_RGB_111176_rgbi.tif,552749.681,5748862.112,1127.476,-2.51224,-0.60051,101.61541
647_RGB_111177_rgbi.tif,552794.411,5748626.538,1128.904,-3.10509,0.87021,101.62698
648_RGB_111178_rgbi.tif,552842.024,5748389.034,1130.624,-3.55266,2.15862,102.93683
649_RGB_111179_rgbi.tif,552893.229,5748154.408,1132.277,-2.67897,-1.97534,103.14080
650_RGB_111180_rgbi.tif,552942.878,5747918.333,1134.664,-2.86785,-1.59265,102.32010
651_RGB_111181_rgbi.tif,552989.706,5747682.926,1136.833,-2.69419,-2.49087,101.75244
652_RGB_111182_rgbi.tif,553034.006,5747446.821,1137.841,-2.91015,1.11482,101.51271
653_RGB_111183_rgbi.tif,553080.157,5747209.922,1136.146,-1.83624,-0.58336,101.93647
654_RGB_111184_rgbi.tif,553125.957,5746974.263,1132.051,-1.06335,-1.05739,101.14481
655_RGB_111185_rgbi.tif,553170.185,5746736.846,1125.685,-0.88610,-0.42624,100.95262
656_RGB_111186_rgbi.tif,553212.937,5746500.907,1119.638,-0.85321,-1.62580,100.59915
657_RGB_111187_rgbi.tif,553253.186,5746263.528,1115.288,-1.46916,-1.44317,99.58659
658_RGB_111188_rgbi.tif,553291.381,5746025.918,1114.010,-2.81809,1.55410,99.84067
659_RGB_111189_rgbi.tif,553331.340,5745788.451,1116.164,-3.20893,-0.64166,100.47434
660_RGB_111190_rgbi.tif,553372.306,5745551.003,1120.968,-4.55180,3.28808,101.17080
661_RGB_111191_rgbi.tif,553417.763,5745315.811,1126.751,-3.74634,0.71309,102.38037
662_RGB_111192_rgbi.tif,553465.952,5745080.140,1130.847,-2.66571,-0.96784,102.39656
663_RGB_111193_rgbi.tif,553513.678,5744843.101,1131.868,-1.89696,-0.87415,102.13655
664_RGB_111194_rgbi.tif,553559.876,5744607.906,1129.926,-1.45566,-0.05555,101.92042
665_RGB_111195_rgbi.tif,553606.260,5744371.113,1126.005,-0.91930,-0.93244,101.89789
666_RGB_111196_rgbi.tif,553651.122,5744134.891,1121.340,-0.90766,-0.76397,101.14483
667_RGB_111197_rgbi.tif,553694.580,5743899.184,1117.117,-1.55850,0.72414,101.24066
668_RGB_111198_rgbi.tif,553739.764,5743661.572,1114.429,-2.23455,1.24956,101.89628
669_RGB_111199_rgbi.tif,553786.666,5743425.959,1114.485,-2.49707,-0.60560,101.91598
670_RGB_111200_rgbi.tif,553833.561,5743190.206,1117.251,-3.19611,0.01295,101.89832
671_RGB_111201_rgbi.tif,553880.709,5742954.183,1121.635,-2.99373,-2.22175,101.59013
672_RGB_111202_rgbi.tif,553925.167,5742718.787,1126.377,-3.11202,-1.36948,100.95005
673_RGB_111203_rgbi.tif,553968.277,5742481.426,1130.240,-3.07991,0.46689,100.72011
674_RGB_111204_rgbi.tif,554012.703,5742244.439,1132.169,-2.89687,1.47824,101.31701
675_RGB_111205_rgbi.tif,554060.031,5742008.222,1132.041,-1.77503,-1.53882,101.93939
676_RGB_111206_rgbi.tif,554106.306,5741772.256,1130.153,-1.31651,-1.45272,101.00856
677_RGB_111207_rgbi.tif,554150.414,5741535.036,1126.605,-1.14832,0.37341,100.80179
678_RGB_111208_rgbi.tif,554194.965,5741299.224,1122.149,-1.70978,1.65972,101.29759
679_RGB_111209_rgbi.tif,554241.952,5741063.273,1119.543,-1.80891,-1.26274,101.36569
680_RGB_111210_rgbi.tif,554287.645,5740826.836,1120.329,-2.71978,-1.16396,100.73609
681_RGB_111211_rgbi.tif,554331.888,5740591.298,1123.969,-3.80800,1.24376,100.95333
682_RGB_111212_rgbi.tif,554378.139,5740354.281,1128.524,-3.16952,-1.04917,101.13544
683_RGB_111213_rgbi.tif,554422.892,5740118.737,1131.895,-2.47224,-2.22373,100.42409
684_RGB_111214_rgbi.tif,554464.651,5739882.322,1133.050,-2.37509,-0.27108,99.80492
685_RGB_111215_rgbi.tif,554505.600,5739644.829,1132.597,-2.03443,-1.47616,99.58080
686_RGB_111216_rgbi.tif,554544.876,5739407.495,1131.872,-2.62182,1.52199,99.46556
687_RGB_111217_rgbi.tif,554586.384,5739169.039,1132.007,-3.01951,0.76275,100.55552
688_RGB_111218_rgbi.tif,554629.807,5738933.437,1133.988,-3.21175,-0.73727,100.83281
689_RGB_111219_rgbi.tif,554673.164,5738697.095,1137.549,-3.66451,0.12145,100.62321
690_RGB_111220_rgbi.tif,554717.568,5738460.594,1141.626,-3.80374,0.39892,101.07392
691_RGB_111221_rgbi.tif,554763.571,5738224.953,1145.788,-3.37832,-0.42501,101.36087
692_RGB_111222_rgbi.tif,554810.089,5737987.415,1148.649,-2.72359,-1.25746,101.17376
693_RGB_111223_rgbi.tif,554854.629,5737751.503,1149.283,-2.22169,-1.44109,100.75819
694_RGB_111224_rgbi.tif,554897.106,5737515.308,1148.086,-1.98829,-0.60062,100.31365
695_RGB_111225_rgbi.tif,554939.127,5737277.813,1146.097,-2.14825,0.82732,100.53220
696_RGB_111226_rgbi.tif,554982.890,5737041.259,1143.844,-2.41911,1.58317,100.99775
697_RGB_111227_rgbi.tif,554234.069,5737661.807,1122.937,0.26082,4.27037,-83.60953
698_RGB_111228_rgbi.tif,554203.659,5737899.198,1117.441,1.25166,2.34914,-85.20236
699_RGB_111229_rgbi.tif,554176.091,5738140.012,1115.635,3.17291,-7.22113,-83.95727
700_RGB_111230_rgbi.tif,554137.080,5738376.939,1116.282,4.05390,-9.34801,-79.77482
701_RGB_111231_rgbi.tif,554083.249,5738611.319,1115.822,2.21728,-1.86328,-77.90260
702_RGB_111232_rgbi.tif,554024.796,5738846.025,1114.288,1.23849,2.14735,-77.94902
703_RGB_111233_rgbi.tif,553969.857,5739080.495,1112.769,1.08326,3.69598,-79.39434
704_RGB_111234_rgbi.tif,553921.189,5739316.422,1111.568,1.48065,2.77272,-80.88169
705_RGB_111235_rgbi.tif,553877.630,5739552.099,1110.718,2.33706,-0.66982,-81.55482
706_RGB_111236_rgbi.tif,553833.140,5739788.281,1112.580,4.02145,-1.66355,-80.60399
707_RGB_111237_rgbi.tif,553784.187,5740023.669,1119.552,4.93737,-1.77203,-79.25224
708_RGB_111238_rgbi.tif,553731.529,5740258.609,1127.969,4.11020,1.15037,-79.13487
709_RGB_111239_rgbi.tif,553679.925,5740495.125,1133.586,2.76365,3.04609,-80.00926
710_RGB_111240_rgbi.tif,553633.457,5740729.281,1134.787,1.91084,2.43892,-80.75617
711_RGB_111241_rgbi.tif,553590.948,5740968.275,1132.720,1.93157,1.01974,-82.51391
712_RGB_111242_rgbi.tif,553552.278,5741205.065,1131.373,2.70538,-1.18528,-82.31528
713_RGB_111243_rgbi.tif,553511.249,5741442.167,1132.172,3.21070,-1.96911,-81.34460
714_RGB_111244_rgbi.tif,553466.456,5741677.468,1134.113,2.86664,-0.02217,-80.82023
715_RGB_111245_rgbi.tif,553420.530,5741914.315,1135.632,2.66247,0.59051,-80.91406
716_RGB_111246_rgbi.tif,553375.186,5742150.939,1136.475,2.59458,-0.17247,-80.99919
717_RGB_111247_rgbi.tif,553329.158,5742387.053,1136.576,2.54238,-0.78922,-80.82299
718_RGB_111248_rgbi.tif,553281.549,5742621.636,1136.159,2.12046,0.82746,-80.29664
719_RGB_111249_rgbi.tif,553233.613,5742858.556,1135.051,1.88943,1.41703,-80.87549
720_RGB_111250_rgbi.tif,553188.500,5743094.922,1133.627,1.95453,0.78786,-81.84088
721_RGB_111251_rgbi.tif,553144.741,5743332.510,1132.394,2.38967,-1.31696,-81.60423
722_RGB_111252_rgbi.tif,553098.572,5743568.044,1131.665,2.33061,-0.37096,-80.39666
723_RGB_111253_rgbi.tif,553051.266,5743802.866,1131.288,1.90989,1.64346,-81.18447
724_RGB_111254_rgbi.tif,553006.380,5744040.157,1130.077,1.81724,1.17618,-81.84653
725_RGB_111255_rgbi.tif,552964.355,5744276.755,1128.156,1.55772,2.29292,-82.66200
726_RGB_111256_rgbi.tif,552925.037,5744515.283,1125.815,2.16207,-1.75471,-82.74352
727_RGB_111257_rgbi.tif,552883.415,5744751.151,1123.895,2.49821,-2.30097,-81.40922
728_RGB_111258_rgbi.tif,552837.483,5744987.445,1122.830,2.30884,0.47205,-80.94879
729_RGB_111259_rgbi.tif,552791.564,5745224.521,1123.190,2.60418,0.07689,-81.17503
730_RGB_111260_rgbi.tif,552745.722,5745459.943,1124.972,3.02191,-1.22956,-80.70105
731_RGB_111261_rgbi.tif,552697.246,5745695.857,1127.244,2.38843,2.61437,-80.32335
732_RGB_111262_rgbi.tif,552650.990,5745932.445,1129.180,2.63404,0.60543,-81.17894
733_RGB_111263_rgbi.tif,552606.023,5746168.715,1130.289,2.68699,-0.69835,-80.91493
734_RGB_111264_rgbi.tif,552559.675,5746404.374,1130.568,2.20353,1.18675,-80.60469
735_RGB_111265_rgbi.tif,552513.423,5746640.234,1130.911,2.47520,-0.82384,-80.65663
736_RGB_111266_rgbi.tif,552465.701,5746877.310,1131.155,2.25494,0.85583,-80.33455
737_RGB_111267_rgbi.tif,552419.456,5747112.632,1131.458,1.89594,2.80873,-81.36058
738_RGB_111268_rgbi.tif,552377.338,5747349.875,1131.736,2.30436,0.65160,-82.20363
739_RGB_111269_rgbi.tif,552337.542,5747586.546,1132.130,2.40562,0.19853,-82.69679
740_RGB_111270_rgbi.tif,552298.429,5747823.455,1132.418,2.55701,-0.89798,-82.28976
741_RGB_111271_rgbi.tif,552257.486,5748061.306,1132.488,2.28565,-0.06095,-81.89483
742_RGB_111272_rgbi.tif,552216.348,5748298.145,1131.827,2.20363,0.42143,-82.43690
743_RGB_111273_rgbi.tif,552175.280,5748535.605,1130.810,2.47026,-1.46975,-81.61306
744_RGB_111274_rgbi.tif,552131.451,5748772.033,1129.410,2.09740,0.30806,-81.19841
745_RGB_111275_rgbi.tif,552087.597,5749008.872,1127.485,1.81570,1.43489,-81.82697
746_RGB_111276_rgbi.tif,552044.807,5749245.511,1125.545,2.43758,-2.07201,-81.42957
747_RGB_111277_rgbi.tif,551998.772,5749480.969,1124.278,2.51227,-0.63436,-80.89826
748_RGB_111278_rgbi.tif,551950.883,5749716.943,1124.088,2.54813,0.59377,-80.88635
749_RGB_111279_rgbi.tif,551903.631,5749953.358,1124.715,2.40209,2.02463,-81.45370
750_RGB_111280_rgbi.tif,551859.552,5750189.399,1125.399,2.37182,1.88791,-82.36295
751_RGB_111281_rgbi.tif,551817.708,5750427.484,1125.686,2.84305,-2.10711,-82.32199
752_RGB_111282_rgbi.tif,551773.367,5750663.084,1125.534,2.53864,-1.01022,-81.48902
753_RGB_111283_rgbi.tif,551726.418,5750899.323,1124.943,2.38021,-0.12998,-81.09585
754_RGB_111284_rgbi.tif,551678.778,5751135.472,1124.228,2.23730,0.44408,-81.08490
755_RGB_111285_rgbi.tif,551631.444,5751371.002,1123.702,2.33889,-0.13350,-80.84926
756_RGB_111286_rgbi.tif,551582.812,5751607.385,1123.445,2.75984,-1.31219,-80.46866
757_RGB_111287_rgbi.tif,551531.828,5751841.187,1124.212,3.02178,-1.17366,-79.82072
758_RGB_111288_rgbi.tif,551479.637,5752077.273,1125.480,2.25860,3.77771,-80.92191
759_RGB_111289_rgbi.tif,551433.756,5752313.571,1126.868,2.84191,-0.26139,-82.11081
760_RGB_111290_rgbi.tif,551388.277,5752550.100,1127.430,2.38603,0.64540,-81.04184
761_RGB_111291_rgbi.tif,551343.200,5752785.999,1126.426,1.90718,0.57188,-82.01601
762_RGB_111292_rgbi.tif,551299.793,5753022.007,1123.654,1.54913,0.63528,-82.11172
763_RGB_111293_rgbi.tif,551256.597,5753259.547,1119.971,1.64649,-0.74429,-82.02349
764_RGB_111294_rgbi.tif,551212.389,5753495.488,1116.033,1.74060,-0.59916,-81.84922
765_RGB_111295_rgbi.tif,551167.311,5753732.619,1112.740,1.19139,2.18360,-82.12517
766_RGB_111296_rgbi.tif,551125.134,5753968.100,1109.331,1.65936,-1.14975,-82.42085
767_RGB_111297_rgbi.tif,551082.005,5754205.912,1106.923,2.06785,0.20938,-82.21097
768_RGB_111298_rgbi.tif,551038.840,5754442.646,1107.346,2.79102,0.03205,-82.22410
769_RGB_111299_rgbi.tif,550995.676,5754678.141,1110.498,3.45897,0.26273,-82.10545
770_RGB_111300_rgbi.tif,550951.711,5754916.421,1115.818,3.86351,-0.18240,-82.04717
771_RGB_111301_rgbi.tif,550908.049,5755152.242,1122.288,3.37980,2.78540,-82.48802
772_RGB_111302_rgbi.tif,550868.464,5755389.267,1127.484,3.05832,3.17388,-83.83518
773_RGB_111303_rgbi.tif,550832.018,5755627.250,1130.107,3.52057,-4.80674,-83.43462
774_RGB_111304_rgbi.tif,550789.654,5755864.099,1129.973,2.42587,-0.69943,-81.96506
775_RGB_111305_rgbi.tif,550744.942,5756101.645,1127.777,2.34820,-0.46431,-81.95249
776_RGB_111306_rgbi.tif,550700.412,5756337.020,1127.781,3.28081,0.47733,-81.86128
777_RGB_111307_rgbi.tif,550655.284,5756572.763,1131.297,4.15152,-0.90470,-81.18616
778_RGB_111308_rgbi.tif,550607.489,5756808.855,1136.531,4.14408,-0.15329,-80.57498
779_RGB_111309_rgbi.tif,550558.520,5757043.650,1140.834,2.99234,1.47992,-80.74613
780_RGB_111310_rgbi.tif,550510.771,5757281.109,1141.486,2.05768,1.35147,-81.55049
781_RGB_111311_rgbi.tif,550465.447,5757517.390,1138.265,1.69385,-1.38703,-81.73522
782_RGB_111312_rgbi.tif,550417.785,5757753.103,1132.493,1.27515,-1.22539,-80.35078
783_RGB_111313_rgbi.tif,550367.086,5757988.110,1126.043,1.03721,1.76844,-80.07803
784_RGB_111314_rgbi.tif,550317.785,5758223.808,1121.317,1.86903,1.09433,-80.95388
785_RGB_111315_rgbi.tif,550270.950,5758460.497,1119.852,2.47457,1.66056,-81.99871
786_RGB_111316_rgbi.tif,550226.684,5758696.377,1120.906,3.29891,-1.60628,-81.57294
787_RGB_111317_rgbi.tif,550179.502,5758932.638,1123.192,3.33078,-0.30154,-80.76028
788_RGB_111318_rgbi.tif,550132.009,5759168.484,1126.384,2.94435,2.42502,-81.73030
789_RGB_111319_rgbi.tif,549536.821,5759028.725,1124.351,-3.10829,-0.90217,102.54934
790_RGB_111320_rgbi.tif,549582.376,5758792.935,1126.982,-3.32614,-0.98630,101.86688
791_RGB_111321_rgbi.tif,549627.178,5758556.436,1130.076,-3.39820,-0.22843,102.23868
792_RGB_111322_rgbi.tif,549672.094,5758320.313,1131.530,-2.41154,-1.70138,102.00886
793_RGB_111323_rgbi.tif,549715.386,5758082.763,1130.279,-1.91473,-1.61634,101.26540
794_RGB_111324_rgbi.tif,549756.447,5757846.167,1127.396,-1.71241,-1.55428,101.12130
795_RGB_111325_rgbi.tif,549796.142,5757609.753,1124.303,-2.21072,0.89926,100.84412
796_RGB_111326_rgbi.tif,549837.727,5757371.697,1122.286,-2.62260,0.60466,101.42903
797_RGB_111327_rgbi.tif,549880.932,5757135.396,1122.796,-2.84706,-0.69269,101.48276
798_RGB_111328_rgbi.tif,549924.751,5756898.114,1124.987,-3.68179,1.36178,102.06693
799_RGB_111329_rgbi.tif,549971.335,5756662.686,1128.584,-3.83972,0.92184,102.43078
800_RGB_111330_rgbi.tif,550020.640,5756427.517,1132.748,-3.02382,-2.00934,103.15812
801_RGB_111331_rgbi.tif,550069.803,5756191.766,1135.498,-2.84933,-0.89729,103.30309
802_RGB_111332_rgbi.tif,550118.381,5755956.347,1136.030,-2.58908,-0.19805,103.04728
803_RGB_111333_rgbi.tif,550167.361,5755719.443,1134.758,-2.10925,-0.96012,103.18566
804_RGB_111334_rgbi.tif,550214.635,5755483.370,1133.460,-1.90817,-2.68857,101.95785
805_RGB_111335_rgbi.tif,550257.538,5755246.405,1133.100,-2.52420,-1.30392,101.41959
806_RGB_111336_rgbi.tif,550298.507,5755010.868,1133.759,-2.87327,-0.96317,101.50926
807_RGB_111337_rgbi.tif,550339.019,5754773.651,1134.887,-2.97114,-0.87481,101.17064
808_RGB_111338_rgbi.tif,550378.777,5754535.741,1136.543,-3.05589,-0.07119,101.13073
809_RGB_111339_rgbi.tif,550419.293,5754298.399,1137.697,-3.06282,0.87262,101.56110
810_RGB_111340_rgbi.tif,550462.437,5754061.365,1137.878,-2.71218,0.42712,102.12710
811_RGB_111341_rgbi.tif,550507.272,5753825.517,1137.188,-2.44119,0.07702,102.18162
812_RGB_111342_rgbi.tif,550553.167,5753589.574,1135.704,-2.33903,-0.10270,102.47038
813_RGB_111343_rgbi.tif,550599.780,5753353.354,1134.388,-2.29442,-0.70431,102.51362
814_RGB_111344_rgbi.tif,550645.791,5753117.014,1133.734,-2.40706,-0.71596,102.34239
815_RGB_111345_rgbi.tif,550691.390,5752880.429,1133.780,-2.96576,1.15897,102.49621
816_RGB_111346_rgbi.tif,550739.358,5752645.251,1134.400,-2.90322,0.17192,102.92933
817_RGB_111347_rgbi.tif,550788.695,5752409.627,1135.573,-2.44161,-2.23159,102.56839
818_RGB_111348_rgbi.tif,550835.693,5752173.597,1136.977,-2.81975,-0.23054,102.37973
819_RGB_111349_rgbi.tif,550882.110,5751937.776,1137.466,-1.98752,-2.37211,101.84970
820_RGB_111350_rgbi.tif,550925.532,5751700.894,1136.516,-1.85408,-1.49885,100.97847
821_RGB_111351_rgbi.tif,550966.754,5751463.535,1134.579,-2.19713,1.24702,101.04754
822_RGB_111352_rgbi.tif,551010.313,5751227.368,1132.340,-2.61940,2.78776,102.22790
823_RGB_111353_rgbi.tif,551058.602,5750991.164,1130.040,-1.60704,-1.60683,102.52439
824_RGB_111354_rgbi.tif,551105.027,5750755.820,1127.669,-1.88713,0.05703,101.85567
825_RGB_111355_rgbi.tif,551150.650,5750518.103,1125.163,-1.21513,-2.65472,101.81718
826_RGB_111356_rgbi.tif,551193.097,5750281.942,1122.838,-1.40303,-1.31016,101.06931
827_RGB_111357_rgbi.tif,551233.642,5750044.346,1120.641,-1.57040,-0.74985,100.62152
828_RGB_111358_rgbi.tif,551272.961,5749807.524,1119.016,-2.17183,1.16234,100.44290
829_RGB_111359_rgbi.tif,551314.195,5749569.688,1118.691,-2.10924,-0.55684,101.10823
830_RGB_111360_rgbi.tif,551356.645,5749332.977,1119.386,-2.70149,1.45615,101.36841
831_RGB_111361_rgbi.tif,551401.732,5749097.646,1120.715,-2.78944,0.79896,102.19474
832_RGB_111362_rgbi.tif,551449.445,5748860.610,1122.730,-2.80812,0.05688,102.38012
833_RGB_111363_rgbi.tif,551497.613,5748625.546,1124.884,-2.84772,0.42029,102.70176
834_RGB_111364_rgbi.tif,551546.414,5748390.760,1127.602,-3.17878,-1.66111,101.49707
835_RGB_111365_rgbi.tif,551593.524,5748153.933,1133.159,-3.41715,-2.56996,101.64926
836_RGB_111366_rgbi.tif,551637.521,5747917.258,1139.288,-3.21798,-3.24900,100.16055
837_RGB_111367_rgbi.tif,551676.861,5747679.770,1143.879,-3.41239,-2.00026,99.59527
838_RGB_111368_rgbi.tif,551713.549,5747442.503,1148.285,-3.77607,-0.26715,99.61415
839_RGB_111369_rgbi.tif,551750.659,5747204.876,1152.221,-4.07216,3.05826,100.50651
840_RGB_111370_rgbi.tif,551793.572,5746967.897,1154.176,-3.42872,2.13150,101.90213
841_RGB_111371_rgbi.tif,551841.528,5746732.544,1153.887,-2.55897,0.19236,102.51680
842_RGB_111372_rgbi.tif,551890.810,5746496.288,1152.034,-1.74385,-1.86647,102.67375
843_RGB_111373_rgbi.tif,551937.259,5746260.700,1149.510,-1.94208,-0.34257,101.84214
