CIR_Filename,Easting,Northing,Altitude,Omega,Phi,Kappa
281_RGB_110811_rgbi.tif,560481.868,5721464.780,1142.848,1.20900,0.28049,-126.52970
282_RGB_110812_rgbi.tif,560624.474,5721660.306,1134.841,-1.00023,-2.64594,-126.14256
283_RGB_110813_rgbi.tif,560762.114,5721857.205,1127.520,-0.69950,-2.74483,-124.23021
284_RGB_110814_rgbi.tif,560897.411,5722057.005,1120.988,2.58529,2.44367,-125.12551
285_RGB_110815_rgbi.tif,561036.702,5722252.679,1115.178,2.28390,1.12871,-126.57311
286_RGB_110816_rgbi.tif,561179.539,5722446.966,1111.964,0.19431,-3.13555,-126.60649
287_RGB_110817_rgbi.tif,561319.591,5722642.239,1112.309,1.55196,-2.43459,-125.60611
288_RGB_110818_rgbi.tif,561458.714,5722838.908,1114.942,2.17962,-2.09387,-125.90993
289_RGB_110819_rgbi.tif,561598.050,5723034.491,1118.631,3.02708,-1.55378,-126.16417
290_RGB_110820_rgbi.tif,561738.345,5723230.377,1123.938,2.30990,-3.32048,-125.86886
291_RGB_110821_rgbi.tif,561877.697,5723425.962,1130.216,3.56279,-1.66072,-126.17989
292_RGB_110822_rgbi.tif,562017.872,5723619.608,1135.587,3.14985,-1.81117,-126.39705
293_RGB_110823_rgbi.tif,562160.674,5723815.030,1139.368,2.79576,-1.43268,-126.49575
294_RGB_110824_rgbi.tif,562303.266,5724007.922,1140.336,2.96246,-0.15977,-126.97467
295_RGB_110825_rgbi.tif,562449.051,5724200.007,1139.145,2.93966,0.56495,-127.96360
296_RGB_110826_rgbi.tif,562597.379,5724389.201,1136.587,-0.30394,-3.63701,-128.20194
297_RGB_110827_rgbi.tif,562742.318,5724580.851,1134.794,0.82743,-2.80461,-126.70944
298_RGB_110828_rgbi.tif,562885.442,5724775.603,1134.640,1.68496,-2.18656,-126.60062
299_RGB_110829_rgbi.tif,563026.625,5724970.626,1135.115,-0.11529,-5.01620,-125.54236
300_RGB_110830_rgbi.tif,563161.600,5725168.095,1135.949,1.87923,-2.43191,-124.07659
301_RGB_110831_rgbi.tif,563295.819,5725369.166,1137.571,2.84064,-1.39895,-123.78638
302_RGB_110832_rgbi.tif,563429.846,5725568.433,1139.986,3.48318,-0.68217,-124.33175
303_RGB_110833_rgbi.tif,563567.425,5725766.535,1142.731,2.88043,-1.64669,-125.15300
304_RGB_110834_rgbi.tif,563705.771,5725962.984,1145.081,3.46305,-0.65485,-124.68330
305_RGB_110835_rgbi.tif,563846.020,5726159.190,1146.232,2.53321,-1.50086,-125.48494
306_RGB_110836_rgbi.tif,563986.683,5726353.602,1146.022,1.61257,-2.09965,-125.78279
307_RGB_110837_rgbi.tif,564126.601,5726548.723,1143.869,1.66895,-1.29961,-125.07039
308_RGB_110838_rgbi.tif,564266.273,5726744.653,1140.437,1.80916,-0.78150,-125.20633
309_RGB_110839_rgbi.tif,564407.196,5726940.681,1137.008,1.61739,-1.09025,-125.58344
310_RGB_110840_rgbi.tif,564358.237,5725757.135,1132.662,-4.35397,0.84315,54.29723
311_RGB_110841_rgbi.tif,564221.410,5725558.342,1137.324,-5.05965,-1.34219,53.15709
312_RGB_110842_rgbi.tif,564079.672,5725364.409,1138.872,-3.00430,-0.02969,51.61344
313_RGB_110843_rgbi.tif,563933.848,5725172.868,1136.785,-0.56699,2.23098,51.05325
314_RGB_110844_rgbi.tif,563789.449,5724981.410,1133.337,-0.36175,2.43387,52.34296
315_RGB_110845_rgbi.tif,563646.794,5724785.552,1130.217,-0.07390,3.26512,53.42849
316_RGB_110846_rgbi.tif,563508.744,5724588.971,1128.923,-2.50192,0.77119,54.43103
317_RGB_110847_rgbi.tif,563369.822,5724392.087,1129.847,-3.30551,0.09073,53.57148
318_RGB_110848_rgbi.tif,563228.672,5724198.240,1131.801,-2.57668,1.41388,52.70618
319_RGB_110849_rgbi.tif,563086.897,5724003.648,1133.630,-0.82833,3.64189,53.64267
320_RGB_110850_rgbi.tif,562947.864,5723806.829,1134.941,-1.95736,1.56827,53.90013
321_RGB_110851_rgbi.tif,562809.312,5723610.388,1134.722,-1.50852,1.53168,53.66992
322_RGB_110852_rgbi.tif,562670.243,5723413.692,1133.213,-1.64395,0.88229,53.66962
323_RGB_110853_rgbi.tif,562530.675,5723217.511,1130.993,-1.31642,1.12935,53.78283
324_RGB_110854_rgbi.tif,562391.781,5723022.062,1128.931,-0.74483,1.96264,54.06959
325_RGB_110855_rgbi.tif,562253.379,5722824.946,1127.255,-1.36192,1.41100,54.37827
326_RGB_110856_rgbi.tif,562115.783,5722627.240,1126.722,-0.61213,3.02850,54.78735
327_RGB_110857_rgbi.tif,561980.309,5722428.168,1127.392,-1.87439,1.72115,54.94335
328_RGB_110858_rgbi.tif,561844.800,5722229.522,1128.842,-2.65491,0.79625,54.70802
329_RGB_110859_rgbi.tif,561706.747,5722031.784,1130.326,-3.85059,-1.10759,53.56482
330_RGB_110860_rgbi.tif,561564.727,5721837.350,1130.831,-2.08205,1.09647,52.80283
331_RGB_110861_rgbi.tif,561421.983,5721645.225,1130.948,-2.46269,0.56643,52.39423
332_RGB_110862_rgbi.tif,561275.857,5721452.178,1130.864,-1.47350,1.96169,51.84127
333_RGB_110863_rgbi.tif,561131.697,5721261.235,1130.809,-1.02133,2.64741,52.23946
334_RGB_110864_rgbi.tif,560987.659,5721067.358,1130.748,-2.08500,1.28451,52.50880
335_RGB_110865_rgbi.tif,560843.713,5720874.747,1130.770,-2.33073,0.94725,52.14908
336_RGB_110866_rgbi.tif,560698.058,5720682.279,1130.848,-1.52183,1.97783,52.00929
337_RGB_110867_rgbi.tif,560554.521,5720491.256,1130.873,-0.32097,3.49041,52.65602
338_RGB_110868_rgbi.tif,561659.845,5720913.874,1143.609,1.39576,-2.89890,-124.11808
339_RGB_110869_rgbi.tif,561795.229,5721111.534,1142.361,4.04532,2.10788,-125.82711
340_RGB_110870_rgbi.tif,561937.883,5721306.564,1138.915,2.16954,0.00885,-127.41455
341_RGB_110871_rgbi.tif,562082.430,5721498.422,1134.885,0.79753,-1.59904,-127.65049
342_RGB_110872_rgbi.tif,562227.152,5721692.004,1130.805,0.15940,-2.32569,-126.89662
343_RGB_110873_rgbi.tif,562368.674,5721886.262,1127.234,0.67160,-1.95288,-126.35786
344_RGB_110874_rgbi.tif,562508.797,5722081.507,1124.799,1.69528,-1.13488,-126.23617
345_RGB_110875_rgbi.tif,562649.782,5722277.522,1124.017,1.84789,-1.76311,-126.33780
346_RGB_110876_rgbi.tif,562789.693,5722472.377,1125.412,1.87909,-2.48570,-126.04752
347_RGB_110877_rgbi.tif,562928.958,5722668.790,1128.199,1.76940,-3.21939,-125.54565
348_RGB_110878_rgbi.tif,563066.241,5722866.669,1131.889,3.36299,-1.09343,-125.01551
349_RGB_110879_rgbi.tif,563204.022,5723063.558,1135.822,3.34736,-1.09487,-125.73428
350_RGB_110880_rgbi.tif,563343.099,5723258.837,1138.903,1.79390,-2.97466,-125.72886
351_RGB_110881_rgbi.tif,563482.217,5723456.309,1140.751,3.31530,-0.36450,-125.35637
352_RGB_110882_rgbi.tif,563622.563,5723650.896,1141.544,2.79031,-0.94868,-126.47235
353_RGB_110883_rgbi.tif,563765.458,5723845.141,1141.923,0.96472,-3.16088,-126.43505
354_RGB_110884_rgbi.tif,563905.815,5724040.003,1141.443,1.50545,-1.96701,-125.51781
355_RGB_110885_rgbi.tif,564045.415,5724236.120,1140.042,1.15442,-2.14734,-125.41306
356_RGB_110886_rgbi.tif,564183.948,5724433.474,1138.384,1.93880,-1.32398,-124.93093
357_RGB_110887_rgbi.tif,564322.142,5724629.820,1137.849,3.27251,0.12105,-125.33607
358_RGB_110888_rgbi.tif,563848.736,5722866.219,1129.656,-3.13158,-0.12047,50.87146
359_RGB_110889_rgbi.tif,563699.725,5722676.192,1127.451,-1.91530,0.50824,50.59165
360_RGB_110890_rgbi.tif,563551.929,5722486.709,1124.123,2.96924,7.33781,52.48989
361_RGB_110891_rgbi.tif,563413.947,5722289.761,1121.778,-0.84991,2.34666,55.85340
362_RGB_110892_rgbi.tif,563279.488,5722087.622,1119.576,-1.24119,1.85654,55.85148
363_RGB_110893_rgbi.tif,563147.473,5721887.945,1117.817,-2.29949,0.53114,55.42088
364_RGB_110894_rgbi.tif,563012.775,5721688.608,1116.898,-3.25074,-0.71208,54.49894
365_RGB_110895_rgbi.tif,562873.440,5721491.221,1116.236,-2.79307,-0.27017,53.31890
366_RGB_110896_rgbi.tif,562732.702,5721297.764,1114.864,-0.79036,2.23115,53.20252
367_RGB_110897_rgbi.tif,562591.816,5721100.815,1112.757,1.00131,4.65852,54.32223
368_RGB_110898_rgbi.tif,562458.159,5720901.205,1110.255,1.14088,5.10697,56.77222
369_RGB_110899_rgbi.tif,562982.593,5720556.776,1138.312,0.07457,-0.54224,-126.30440
370_RGB_110900_rgbi.tif,563124.568,5720751.298,1128.105,-0.09057,-0.14660,-126.45251
371_RGB_110901_rgbi.tif,563266.881,5720946.988,1119.409,-0.44240,-2.28924,-126.46141
372_RGB_110902_rgbi.tif,563405.393,5721143.034,1115.159,1.02404,-1.68807,-125.10537
373_RGB_110903_rgbi.tif,563542.350,5721341.654,1114.100,2.26998,-1.09898,-125.04420
374_RGB_110904_rgbi.tif,563679.453,5721538.502,1115.640,3.55861,-0.05386,-125.72995
375_RGB_110905_rgbi.tif,563819.647,5721733.175,1118.165,3.07981,-1.02563,-126.53002
376_RGB_110906_rgbi.tif,563962.184,5721928.180,1121.192,1.48529,-3.81740,-126.14983
377_RGB_110907_rgbi.tif,564101.301,5722123.529,1125.425,2.35475,-3.00718,-125.38722
378_RGB_110908_rgbi.tif,564239.632,5722319.742,1130.098,3.37798,-1.50235,-125.66681
379_RGB_110909_rgbi.tif,564380.051,5722516.587,1133.880,2.71378,-1.99788,-125.32231
380_RGB_110910_rgbi.tif,556516.714,5739325.354,1138.471,2.44825,-0.93759,-79.95422
381_RGB_110911_rgbi.tif,556468.315,5739560.586,1137.609,2.49241,-1.08806,-79.58102
382_RGB_110912_rgbi.tif,556418.514,5739796.876,1137.033,2.09088,0.76281,-79.73167
383_RGB_110913_rgbi.tif,556370.239,5740032.723,1136.404,1.57686,3.12192,-80.37040
384_RGB_110914_rgbi.tif,556326.398,5740268.773,1135.524,2.16060,0.47402,-81.33142
385_RGB_110915_rgbi.tif,556284.104,5740506.393,1134.777,2.40446,0.40166,-81.54090
386_RGB_110916_rgbi.tif,556242.655,5740741.949,1134.630,2.59656,0.28408,-81.35144
387_RGB_110917_rgbi.tif,556200.822,5740979.730,1135.199,2.59978,0.25889,-81.27455
388_RGB_110918_rgbi.tif,556158.936,5741216.472,1136.257,2.71907,-0.53415,-81.60028
389_RGB_110919_rgbi.tif,556115.621,5741454.283,1136.930,2.79649,-1.15563,-80.99190
390_RGB_110920_rgbi.tif,556070.140,5741689.488,1137.042,2.81554,-1.74564,-80.25099
391_RGB_110921_rgbi.tif,556020.837,5741925.924,1136.960,2.09335,1.17223,-79.43406
392_RGB_110922_rgbi.tif,555972.073,5742160.742,1136.851,2.14323,0.59351,-80.01582
393_RGB_110923_rgbi.tif,555923.627,5742396.859,1136.412,2.21413,0.26388,-79.51257
394_RGB_110924_rgbi.tif,555875.636,5742633.387,1135.981,1.62084,3.83309,-80.73964
395_RGB_110925_rgbi.tif,555833.567,5742869.853,1135.961,2.27889,0.67306,-81.50103
396_RGB_110926_rgbi.tif,555793.466,5743106.766,1136.456,2.44205,0.76666,-81.96959
397_RGB_110927_rgbi.tif,555754.043,5743344.333,1137.594,2.71572,0.09922,-82.04348
398_RGB_110928_rgbi.tif,555714.471,5743581.183,1139.650,2.92735,-0.65704,-82.03362
399_RGB_110929_rgbi.tif,555673.202,5743817.815,1142.265,3.19671,-1.86278,-81.06888
400_RGB_110930_rgbi.tif,555627.899,5744055.030,1144.151,2.74323,-0.94676,-80.34577
401_RGB_110931_rgbi.tif,555580.419,5744289.485,1144.040,2.25884,-0.96231,-79.95272
402_RGB_110932_rgbi.tif,555530.951,5744526.393,1142.054,1.35642,2.26166,-80.12928
403_RGB_110933_rgbi.tif,555485.227,5744761.782,1139.425,1.32027,1.78195,-81.51671
404_RGB_110934_rgbi.tif,555442.576,5744998.860,1136.740,1.77641,0.20952,-81.74282
405_RGB_110935_rgbi.tif,555400.775,5745236.172,1134.943,2.01549,0.90981,-82.12782
406_RGB_110936_rgbi.tif,555359.993,5745473.798,1134.331,2.39539,-0.22106,-82.19312
407_RGB_110937_rgbi.tif,555318.796,5745710.304,1134.584,2.62943,-1.11966,-81.90252
408_RGB_110938_rgbi.tif,555274.858,5745946.986,1134.991,2.79478,-2.19670,-80.89163
409_RGB_110939_rgbi.tif,555227.135,5746182.924,1134.896,2.39250,-0.16500,-80.35121
410_RGB_110940_rgbi.tif,555178.033,5746418.566,1133.897,2.75079,-2.63977,-79.87837
411_RGB_110941_rgbi.tif,555126.439,5746654.078,1132.530,1.82139,1.35896,-80.11373
412_RGB_110942_rgbi.tif,555076.824,5746889.122,1131.285,1.83528,1.27977,-80.39004
413_RGB_110943_rgbi.tif,555029.239,5747125.251,1130.333,1.71907,2.54144,-81.28064
414_RGB_110944_rgbi.tif,554986.064,5747360.935,1129.661,2.21970,0.78687,-82.19406
415_RGB_110945_rgbi.tif,554945.324,5747599.170,1129.578,2.35432,1.27506,-82.75516
416_RGB_110946_rgbi.tif,554906.603,5747835.922,1130.125,2.67398,-0.52969,-82.54413
417_RGB_110947_rgbi.tif,554866.449,5748074.288,1130.481,2.45372,-0.12432,-81.92636
418_RGB_110948_rgbi.tif,554825.750,5748310.067,1129.867,2.22986,0.21639,-82.14746
419_RGB_110949_rgbi.tif,554784.416,5748548.154,1128.145,2.28003,-1.02210,-81.75949
420_RGB_110950_rgbi.tif,554742.011,5748783.562,1125.764,2.10703,-0.36010,-81.71592
421_RGB_110951_rgbi.tif,554698.187,5749021.312,1123.414,2.32381,-1.68876,-81.28878
422_RGB_110952_rgbi.tif,554651.466,5749256.972,1121.211,2.47344,-2.17614,-80.28337
423_RGB_110953_rgbi.tif,554600.799,5749493.434,1119.388,1.81414,1.58026,-79.86497
424_RGB_110954_rgbi.tif,554551.780,5749728.181,1118.134,1.88604,2.14719,-80.60114
425_RGB_110955_rgbi.tif,554506.388,5749963.598,1117.589,2.11643,1.92071,-82.00351
426_RGB_110956_rgbi.tif,554463.820,5750201.165,1117.829,2.70759,-0.58063,-82.19103
427_RGB_110957_rgbi.tif,554420.264,5750436.825,1118.714,3.17627,-2.21232,-81.35740
428_RGB_110958_rgbi.tif,554372.045,5750673.650,1119.876,2.70405,1.10666,-80.49701
429_RGB_110959_rgbi.tif,554324.384,5750908.644,1121.115,2.41350,2.89379,-81.35384
430_RGB_110960_rgbi.tif,554280.528,5751146.154,1122.099,2.59612,1.21282,-82.06431
431_RGB_110961_rgbi.tif,554238.989,5751382.243,1122.437,2.46977,0.34886,-82.20763
432_RGB_110962_rgbi.tif,554197.551,5751619.580,1121.976,2.19500,0.55616,-82.56072
433_RGB_110963_rgbi.tif,554157.053,5751857.213,1120.645,1.99917,0.17202,-82.92953
434_RGB_110964_rgbi.tif,554116.311,5752094.738,1118.564,1.99462,-0.80412,-82.27298
435_RGB_110965_rgbi.tif,554074.286,5752331.048,1116.273,1.91113,0.00127,-82.14707
436_RGB_110966_rgbi.tif,554031.298,5752568.069,1114.636,2.40382,-1.76142,-81.49906
437_RGB_110967_rgbi.tif,553985.253,5752803.871,1114.385,2.75377,-1.56514,-80.55026
438_RGB_110968_rgbi.tif,553092.745,5754077.115,1138.483,-2.73818,-2.25484,101.08464
439_RGB_110969_rgbi.tif,553134.683,5753840.660,1140.118,-2.71959,-0.45485,100.47626
440_RGB_110970_rgbi.tif,553176.217,5753603.032,1139.636,-2.39358,0.40212,100.47111
441_RGB_110971_rgbi.tif,553218.527,5753366.963,1137.650,-1.79136,-1.36114,100.73944
442_RGB_110972_rgbi.tif,553259.548,5753128.559,1135.296,-2.03825,-0.16439,99.60240
443_RGB_110973_rgbi.tif,553299.377,5752891.886,1133.478,-2.54721,1.26287,100.27156
444_RGB_110974_rgbi.tif,553341.667,5752654.267,1132.313,-2.98569,1.72337,100.81761
445_RGB_110975_rgbi.tif,553386.894,5752418.320,1132.568,-2.84636,-0.39549,101.83971
446_RGB_110976_rgbi.tif,553433.774,5752183.504,1133.594,-2.85196,-0.20749,102.44254
447_RGB_110977_rgbi.tif,553482.358,5751946.601,1134.184,-2.97614,0.76355,102.66721
448_RGB_110978_rgbi.tif,553532.246,5751711.450,1134.362,-2.39447,-1.75822,103.01586
449_RGB_110979_rgbi.tif,553580.380,5751475.027,1134.934,-2.52323,-1.44377,101.73748
450_RGB_110980_rgbi.tif,553625.527,5751239.307,1135.779,-2.51030,-1.98216,101.32469
451_RGB_110981_rgbi.tif,553668.936,5751002.563,1137.094,-3.01251,0.15205,101.30653
452_RGB_110982_rgbi.tif,553712.796,5750766.391,1138.526,-3.26061,1.70018,101.52696
453_RGB_110983_rgbi.tif,553758.692,5750530.861,1139.147,-2.46682,-0.80331,102.00818
454_RGB_110984_rgbi.tif,553804.996,5750293.058,1138.821,-2.24030,-0.76857,101.80435
455_RGB_110985_rgbi.tif,553850.001,5750057.699,1137.849,-2.21595,-0.67626,101.52011
456_RGB_110986_rgbi.tif,553894.453,5749820.695,1136.666,-2.06071,-0.99893,100.99205
457_RGB_110987_rgbi.tif,553937.266,5749584.692,1135.167,-2.26113,-0.39692,100.80793
458_RGB_110988_rgbi.tif,553980.026,5749347.326,1134.137,-2.69343,1.28591,101.16286
459_RGB_110989_rgbi.tif,554025.745,5749111.310,1134.091,-2.99751,1.59030,102.58258
460_RGB_110990_rgbi.tif,554074.786,5748876.209,1134.964,-2.66371,-0.74661,102.28178
461_RGB_110991_rgbi.tif,554122.217,5748639.165,1136.386,-2.27772,-2.75759,101.27571
462_RGB_110992_rgbi.tif,554164.609,5748403.758,1138.086,-2.54509,-2.18041,100.29331
463_RGB_110993_rgbi.tif,554204.456,5748165.067,1140.064,-2.97508,0.28295,99.91603
464_RGB_110994_rgbi.tif,554244.874,5747928.183,1141.386,-2.75049,-0.08998,100.14843
465_RGB_110995_rgbi.tif,554285.816,5747691.313,1141.502,-2.58751,0.52343,100.23675
466_RGB_110996_rgbi.tif,554328.217,5747454.566,1140.207,-2.32376,0.65753,101.05818
467_RGB_110997_rgbi.tif,554372.189,5747218.453,1137.759,-1.82965,-1.18851,100.85489
468_RGB_110998_rgbi.tif,554415.277,5746981.123,1135.078,-2.16502,0.41869,100.53109
469_RGB_110999_rgbi.tif,554459.095,5746745.097,1133.036,-2.30627,0.54420,101.09488
470_RGB_111000_rgbi.tif,554504.595,5746507.836,1131.824,-2.46064,0.39851,101.58653
471_RGB_111001_rgbi.tif,554550.970,5746272.769,1131.783,-2.83233,0.94822,102.01093
472_RGB_111002_rgbi.tif,554600.021,5746036.317,1133.021,-3.03577,0.75966,102.76136
473_RGB_111003_rgbi.tif,554649.675,5745801.590,1135.117,-2.23342,-3.21632,102.02618
474_RGB_111004_rgbi.tif,554695.832,5745565.752,1136.969,-3.06982,0.39870,101.79214
475_RGB_111005_rgbi.tif,554743.158,5745328.891,1138.680,-2.74681,-0.57107,102.33083
476_RGB_111006_rgbi.tif,554790.231,5745093.211,1139.994,-2.18061,-2.35903,101.66208
477_RGB_111007_rgbi.tif,554834.280,5744856.035,1140.649,-2.33667,-0.42285,100.99647
478_RGB_111008_rgbi.tif,554876.607,5744619.942,1140.802,-2.07196,-1.69784,100.55284
479_RGB_111009_rgbi.tif,554916.649,5744382.205,1140.377,-2.24792,-0.72964,99.84467
480_RGB_111010_rgbi.tif,554955.849,5744145.618,1139.607,-2.50295,0.42645,100.46834
481_RGB_111011_rgbi.tif,554997.120,5743907.910,1139.381,-2.86725,1.99194,100.90419
482_RGB_111012_rgbi.tif,555041.862,5743671.577,1139.136,-2.71977,0.78501,101.96147
483_RGB_111013_rgbi.tif,555089.099,5743435.773,1139.076,-2.53491,-0.49868,102.07953
484_RGB_111014_rgbi.tif,555136.597,5743198.877,1139.361,-2.63276,-0.68636,101.77608
485_RGB_111015_rgbi.tif,555183.102,5742963.349,1139.965,-2.62568,-1.13333,101.44780
486_RGB_111016_rgbi.tif,555228.291,5742727.591,1141.053,-2.58505,-1.10257,101.09727
487_RGB_111017_rgbi.tif,555272.353,5742489.896,1142.031,-2.55624,-1.10818,100.71790
488_RGB_111018_rgbi.tif,555314.563,5742254.155,1142.840,-2.49366,-0.41517,100.34078
489_RGB_111019_rgbi.tif,555356.801,5742017.033,1142.104,-1.93308,0.73583,100.72951
490_RGB_111020_rgbi.tif,555400.928,5741780.235,1138.398,-1.54392,1.91662,101.44897
491_RGB_111021_rgbi.tif,555448.581,5741543.765,1132.675,-1.40601,2.36088,102.38303
492_RGB_111022_rgbi.tif,555499.016,5741308.577,1126.688,-0.45896,-2.41503,101.91487
493_RGB_111023_rgbi.tif,555546.089,5741073.029,1122.113,-1.18112,-0.81631,101.14943
494_RGB_111024_rgbi.tif,555591.221,5740836.504,1119.498,-1.78185,-0.46101,100.83366
495_RGB_111025_rgbi.tif,555635.834,5740600.878,1118.698,-2.75547,1.15208,101.18952
496_RGB_111026_rgbi.tif,555681.925,5740364.156,1120.511,-3.02798,-1.49156,100.91864
497_RGB_111027_rgbi.tif,555726.080,5740128.124,1124.595,-3.13892,-2.10179,100.23781
498_RGB_111028_rgbi.tif,555767.724,5739889.952,1128.828,-3.20402,-1.16307,99.40186
499_RGB_111029_rgbi.tif,555807.215,5739653.416,1131.943,-3.15053,0.65903,99.17215
500_RGB_111030_rgbi.tif,555846.988,5739415.950,1133.486,-2.90177,0.20037,99.08627
501_RGB_111031_rgbi.tif,555887.182,5739179.432,1134.444,-2.67364,-0.01544,99.39563
502_RGB_111032_rgbi.tif,555929.006,5738942.421,1134.764,-2.97375,2.29675,100.06968
503_RGB_111033_rgbi.tif,555974.380,5738705.292,1134.685,-2.56028,0.57289,100.69890
504_RGB_111034_rgbi.tif,556021.378,5738470.401,1134.751,-2.55494,0.30522,101.16303
505_RGB_111035_rgbi.tif,556070.074,5738233.884,1135.150,-2.53321,-0.21595,101.14535
506_RGB_111036_rgbi.tif,556118.687,5737998.546,1135.769,-2.50762,-0.70051,101.00616
507_RGB_111037_rgbi.tif,556166.868,5737762.412,1136.390,-2.74840,0.32261,100.88837
508_RGB_111038_rgbi.tif,556216.012,5737527.840,1136.791,-3.07789,2.28087,101.76590
509_RGB_111039_rgbi.tif,555575.459,5737424.170,1137.800,2.92258,-2.22735,-80.75043
510_RGB_111040_rgbi.tif,555531.273,5737660.697,1138.069,2.29807,0.30193,-80.20708
511_RGB_111041_rgbi.tif,555486.857,5737897.458,1137.590,1.89635,1.25709,-80.83449
512_RGB_111042_rgbi.tif,555444.380,5738135.177,1136.146,1.99187,-0.28204,-81.37187
513_RGB_111043_rgbi.tif,555401.799,5738370.890,1134.384,2.27167,-2.02591,-80.38617
514_RGB_111044_rgbi.tif,555355.386,5738607.684,1132.797,2.03213,-0.39155,-79.79950
515_RGB_111045_rgbi.tif,555307.919,5738843.014,1131.968,2.08567,0.34180,-79.92515
516_RGB_111046_rgbi.tif,555260.251,5739079.633,1132.064,2.36999,0.24822,-79.83013
517_RGB_111047_rgbi.tif,555213.006,5739316.012,1133.430,2.63324,-0.20383,-80.03369
518_RGB_111048_rgbi.tif,555166.315,5739550.940,1135.673,2.49014,1.28869,-80.33496
519_RGB_111049_rgbi.tif,555120.437,5739788.463,1138.057,2.85977,-0.31729,-80.16490
520_RGB_111050_rgbi.tif,555075.013,5740024.257,1140.421,2.83172,-0.55392,-80.16149
521_RGB_111051_rgbi.tif,555028.545,5740260.272,1142.485,2.72449,0.11914,-79.86631
522_RGB_111052_rgbi.tif,554981.642,5740496.423,1144.087,2.08983,3.04567,-80.31802
523_RGB_111053_rgbi.tif,554938.527,5740731.983,1144.382,1.85804,1.09982,-81.65115
524_RGB_111054_rgbi.tif,554896.835,5740970.247,1142.098,1.78098,-0.77090,-81.54073
525_RGB_111055_rgbi.tif,554854.177,5741206.498,1138.536,1.77278,-1.18895,-81.13658
526_RGB_111056_rgbi.tif,554809.710,5741442.533,1135.310,1.68430,0.83881,-81.03241
527_RGB_111057_rgbi.tif,554766.768,5741680.344,1133.132,1.63986,2.56358,-82.31868
528_RGB_111058_rgbi.tif,554728.376,5741917.233,1131.765,2.23463,-0.08167,-82.79228
529_RGB_111059_rgbi.tif,554688.113,5742154.800,1131.318,3.25965,-4.86889,-80.92143
530_RGB_111060_rgbi.tif,554639.711,5742390.434,1131.614,3.48071,-4.44982,-79.42091
531_RGB_111061_rgbi.tif,554585.079,5742624.060,1132.265,2.48975,1.03593,-78.62464
532_RGB_111062_rgbi.tif,554531.116,5742859.954,1133.424,2.06277,3.18146,-80.02291
533_RGB_111063_rgbi.tif,554483.315,5743095.124,1134.534,2.08355,3.18902,-81.47837
534_RGB_111064_rgbi.tif,554440.410,5743331.945,1134.993,2.32901,1.35808,-82.10391
535_RGB_111065_rgbi.tif,554399.234,5743568.620,1135.205,2.70480,-1.68149,-81.74107
536_RGB_111066_rgbi.tif,554355.029,5743805.013,1134.540,2.43040,-0.78168,-80.70310
537_RGB_111067_rgbi.tif,554308.703,5744042.070,1133.207,1.54513,2.31344,-81.14798
538_RGB_111068_rgbi.tif,554265.023,5744278.429,1130.801,1.95846,-0.77694,-81.46184
539_RGB_111069_rgbi.tif,554221.129,5744514.560,1127.966,1.81727,0.80916,-81.74367
540_RGB_111070_rgbi.tif,554178.010,5744751.540,1125.553,1.91742,0.89968,-81.78686
541_RGB_111071_rgbi.tif,554136.424,5744988.943,1123.952,2.14172,1.12605,-82.53555
542_RGB_111072_rgbi.tif,554096.816,5745225.725,1123.398,2.68638,-1.12460,-82.52829
543_RGB_111073_rgbi.tif,554055.266,5745461.832,1123.581,2.69109,-1.28603,-81.62247
544_RGB_111074_rgbi.tif,554010.655,5745699.156,1123.596,2.38690,0.36837,-81.33180
545_RGB_111075_rgbi.tif,553966.535,5745935.360,1123.666,2.11297,2.13994,-82.01342
546_RGB_111076_rgbi.tif,553925.918,5746172.638,1124.170,2.32100,0.58189,-82.87793
547_RGB_111077_rgbi.tif,553886.196,5746410.020,1124.832,2.90264,-4.05240,-81.99289
548_RGB_111078_rgbi.tif,553839.940,5746645.609,1125.089,2.63825,-2.40377,-79.96119
549_RGB_111079_rgbi.tif,553787.334,5746882.108,1125.605,2.12721,0.22936,-78.78655
550_RGB_111080_rgbi.tif,553734.777,5747115.885,1126.265,1.83349,1.83949,-79.71254
551_RGB_111081_rgbi.tif,553684.861,5747352.335,1127.088,2.18032,1.00238,-80.12358
552_RGB_111082_rgbi.tif,553637.216,5747587.893,1128.336,2.10708,2.43953,-80.92771
553_RGB_111083_rgbi.tif,553592.676,5747823.717,1129.472,2.42134,0.48144,-81.35069
554_RGB_111084_rgbi.tif,553549.347,5748060.659,1130.066,2.24483,0.58881,-81.91111
555_RGB_111085_rgbi.tif,553507.075,5748296.677,1129.726,2.39368,-1.64061,-81.55308
556_RGB_111086_rgbi.tif,553461.811,5748533.822,1128.598,1.89287,1.08532,-80.90710
557_RGB_111087_rgbi.tif,553416.361,5748770.291,1127.835,2.05526,0.87101,-81.14117
558_RGB_111088_rgbi.tif,553372.311,5749006.162,1127.902,2.26899,0.76373,-81.63837
559_RGB_111089_rgbi.tif,553329.517,5749242.922,1128.315,2.38018,1.10272,-81.89724
560_RGB_111090_rgbi.tif,553288.481,5749479.824,1129.201,2.45708,1.06926,-82.43693
561_RGB_111091_rgbi.tif,553248.974,5749718.391,1130.004,2.54932,0.27076,-82.66501
562_RGB_111092_rgbi.tif,553209.448,5749954.519,1130.501,2.62185,-1.10722,-81.93676
