CIR_Filena	Easting	Northing	Ellips	Omega	Phi	Kappa
2096_151801.8036651016C000618-09-43.803_NIR_66178_125024_rgbi.tif	478459.053	5639248.407	4269.485	0.68070	-1.21697	-140.44496
2096_151806.8031541017C000618-09-48.803_NIR_66179_125025_rgbi.tif	478794.817	5639480.004	4259.053	-0.24028	-1.54242	-139.78210
2096_151811.8031921018C000618-09-53.803_NIR_66180_125026_rgbi.tif	479134.198	5639717.618	4249.140	2.98940	0.54394	-140.28898
2096_151816.803651019C000618-09-58.803_NIR_66181_125027_rgbi.tif	479481.801	5639952.620	4240.350	1.08928	-0.52990	-141.28305
2096_151821.802721020C000618-10-03.802_NIR_66182_125028_rgbi.tif	479834.657	5640187.735	4231.709	0.55650	-1.98750	-141.32162
2096_151826.8034871021C000618-10-08.803_NIR_66183_125029_rgbi.tif	480186.840	5640425.124	4230.881	1.52866	-2.63326	-140.85944
2096_151831.8032521022C000618-10-13.803_NIR_66184_125030_rgbi.tif	480534.978	5640661.351	4236.587	1.89097	-3.16545	-140.75001
2096_151836.8030171023C000618-10-18.803_NIR_66185_125031_rgbi.tif	480878.138	5640894.721	4243.799	1.73464	-3.17485	-140.38643
2096_151841.8027781024C000618-10-23.802_NIR_66186_125032_rgbi.tif	481216.847	5641126.472	4248.294	2.30342	-1.89856	-140.43923
2096_151846.8035461025C000618-10-28.803_NIR_66187_125033_rgbi.tif	481555.844	5641355.608	4247.781	1.57161	-1.49519	-140.92645
2096_151851.8033091026C000618-10-33.803_NIR_66188_125034_rgbi.tif	481897.387	5641584.130	4242.432	0.70396	-1.45400	-141.08370
2096_151856.8026251027C000618-10-38.802_NIR_66189_125035_rgbi.tif	482241.896	5641814.771	4234.281	0.98461	-1.07947	-141.17962
2096_151861.8028351028C000618-10-43.802_NIR_66190_125036_rgbi.tif	482589.667	5642047.653	4227.084	-6.71397	-8.05996	-141.22488
2096_151866.8031191029C000618-10-48.803_NIR_66191_125037_rgbi.tif	482912.132	5642311.126	4221.307	-12.28704	-17.06984	-131.53043
2096_151871.8033661030C000618-10-53.803_NIR_66192_125038_rgbi.tif	483173.813	5642627.286	4215.221	-4.20908	-12.90628	-120.05201
2096_151876.8036161031C000618-10-58.803_NIR_66193_125039_rgbi.tif	483383.066	5642971.309	4220.911	3.85470	-3.28015	-113.81800
2096_151881.8028921032C000618-11-03.802_NIR_66194_125040_rgbi.tif	483574.821	5643312.080	4240.365	5.61922	-2.94403	-114.16429
2096_151983.0702441033C000618-12-45.070_NIR_66195_125041_rgbi.tif	483794.418	5641028.340	4255.484	-0.51072	3.15203	25.22818
2096_151988.0709941034C000618-12-50.070_NIR_66196_125042_rgbi.tif	483494.329	5640837.651	4249.670	-1.26766	1.79273	25.92022
2096_151993.0707461035C000618-12-55.070_NIR_66197_125043_rgbi.tif	483189.382	5640643.677	4241.315	1.75968	3.27840	25.93841
2096_151998.0714961036C000618-13-00.071_NIR_66198_125044_rgbi.tif	482884.321	5640438.461	4236.356	-0.44367	3.30896	28.46596
2096_152003.0712511037C000618-13-05.071_NIR_66199_125045_rgbi.tif	482581.135	5640228.065	4238.954	-2.72380	3.19213	27.58148
2096_152008.0710041038C000618-13-10.071_NIR_66200_125046_rgbi.tif	482279.177	5640021.578	4245.573	-1.37704	3.90382	28.30877
2096_152013.071741039C000618-13-15.071_NIR_66201_125047_rgbi.tif	481980.844	5639813.083	4248.504	0.47051	3.51564	28.51207
2096_152018.0705161040C000618-13-20.070_NIR_66202_125048_rgbi.tif	481683.830	5639598.913	4244.795	0.19714	2.39748	29.36781
2096_152023.0712791041C000618-13-25.071_NIR_66203_125049_rgbi.tif	481384.344	5639379.418	4237.861	-2.28421	0.86976	28.94751
2096_152028.0710411042C000618-13-30.071_NIR_66204_125050_rgbi.tif	481078.259	5639162.857	4233.876	-1.61863	2.26918	27.94507
2096_152033.0708051043C000618-13-35.070_NIR_66205_125051_rgbi.tif	480770.153	5638949.072	4237.661	-0.46640	4.25235	28.06410
2096_152038.0714921044C000618-13-40.071_NIR_66206_125052_rgbi.tif	480467.083	5638734.283	4247.832	-3.21602	3.57077	28.53297
2096_152043.0712391045C000618-13-45.071_NIR_66207_125053_rgbi.tif	480167.459	5638525.893	4259.917	-1.84886	4.13696	27.47964
2096_152048.0711011046C000618-13-50.071_NIR_66208_125054_rgbi.tif	479870.740	5638321.416	4267.198	-3.28864	2.37151	27.51073
2096_152053.0718661047C000618-13-55.071_NIR_66209_125055_rgbi.tif	479572.940	5638120.670	4267.668	-0.91527	2.78256	27.00823
2096_152058.0716341048C000618-14-00.071_NIR_66210_125056_rgbi.tif	479273.316	5637919.107	4263.334	-0.93090	2.21242	27.21060
2096_152063.0724011049C000618-14-05.072_NIR_66211_125057_rgbi.tif	478970.364	5637715.974	4257.321	-0.93156	2.22739	27.02866
2096_152068.0711661050C000618-14-10.071_NIR_66212_125058_rgbi.tif	478664.963	5637511.225	4253.963	-0.45803	2.97052	27.33962
2096_152073.0719311051C000618-14-15.071_NIR_66213_125059_rgbi.tif	478359.722	5637303.593	4255.155	-1.24129	3.19811	27.66651
2096_152078.0716961052C000618-14-20.071_NIR_66214_125060_rgbi.tif	478056.215	5637096.001	4261.241	-1.44362	3.78077	27.74672
2096_152083.071461053C000618-14-25.071_NIR_66215_125061_rgbi.tif	477756.263	5636889.562	4270.060	-0.80261	4.24061	27.79189
2096_152088.0712271054C000618-14-30.071_NIR_66216_125062_rgbi.tif	477460.760	5636682.397	4276.514	-1.66414	2.78822	27.86229
2096_152093.071991055C000618-14-35.071_NIR_66217_125063_rgbi.tif	477165.471	5636474.562	4274.844	-0.90994	1.85048	28.31999
2096_152098.0717551056C000618-14-40.071_NIR_66218_125064_rgbi.tif	476867.194	5636263.856	4269.136	-0.28030	2.70693	28.34478
2096_152103.0715191057C000618-14-45.071_NIR_66219_125065_rgbi.tif	476566.214	5636052.315	4267.619	-0.10367	3.20587	27.73775
2096_152108.0719751058C000618-14-50.071_NIR_66220_125066_rgbi.tif	476264.745	5635839.547	4267.477	-2.84740	1.70409	28.30359
2096_152113.0720491059C000618-14-55.072_NIR_66221_125067_rgbi.tif	475960.917	5635628.979	4266.690	-1.37717	2.17977	27.65675
2096_152118.0718131060C000618-15-00.071_NIR_66222_125068_rgbi.tif	475655.359	5635418.012	4264.483	0.92524	3.46143	28.14430
2096_152123.0715761061C000618-15-05.071_NIR_66223_125069_rgbi.tif	475350.657	5635202.494	4262.705	-1.68701	2.24351	28.09563
2096_152128.0719691062C000618-15-10.071_NIR_66224_125070_rgbi.tif	475044.444	5634988.895	4263.039	-1.66153	2.57383	27.62744
2096_152133.0721071063C000618-15-15.072_NIR_66225_125071_rgbi.tif	474737.264	5634778.574	4265.258	-2.06024	2.50595	27.08790
2096_152138.071871064C000618-15-20.071_NIR_66226_125072_rgbi.tif	474429.218	5634571.778	4267.084	-0.56300	3.13011	26.81951
2096_152143.0706331065C000618-15-25.070_NIR_66227_125073_rgbi.tif	474122.538	5634362.856	4267.168	-0.25253	3.00068	27.69830
2096_152148.0723971066C000618-15-30.072_NIR_66228_125074_rgbi.tif	473816.638	5634150.497	4265.489	-1.20538	2.35486	27.77653
2096_152153.071161067C000618-15-35.071_NIR_66229_125075_rgbi.tif	473509.510	5633938.257	4262.915	-0.39754	2.37010	27.51102
2096_152158.0724541068C000618-15-40.072_NIR_66230_125076_rgbi.tif	473200.874	5633723.628	4258.984	0.54482	2.68647	28.03888
2096_152163.0716891069C000618-15-45.071_NIR_66231_125077_rgbi.tif	472891.526	5633503.705	4250.652	0.57243	-0.11713	27.99915
2096_152168.0719511070C000618-15-50.071_NIR_66232_125078_rgbi.tif	472572.657	5633281.464	4229.774	-0.71104	-0.33137	27.82864
2096_152173.0722161071C000618-15-55.072_NIR_66233_125079_rgbi.tif	472244.610	5633060.669	4223.144	-1.20923	2.69900	27.46755
2096_152178.0719791072C000618-16-00.071_NIR_66234_125080_rgbi.tif	471919.465	5632842.652	4231.135	-0.62954	3.87335	27.48091
2096_152183.0727431073C000618-16-05.072_NIR_66235_125081_rgbi.tif	471600.571	5632625.468	4236.729	-0.14637	2.62053	27.88466
2096_152188.0719371074C000618-16-10.071_NIR_66236_125082_rgbi.tif	471284.385	5632405.588	4233.342	-0.44328	1.60955	28.52335
2096_152193.0722661075C000618-16-15.072_NIR_66237_125083_rgbi.tif	470967.451	5632183.102	4229.580	-1.19442	2.65416	28.47365
2096_152198.071431076C000618-16-20.071_NIR_66238_125084_rgbi.tif	470652.737	5631962.067	4237.029	-2.98308	3.09483	28.07559
2096_152203.0727981077C000618-16-25.072_NIR_66239_125085_rgbi.tif	470342.024	5631746.278	4246.637	-1.89553	2.89059	27.98888
2096_152208.0719231078C000618-16-30.071_NIR_66240_125086_rgbi.tif	470033.192	5631534.231	4249.919	-0.81783	2.38472	27.02925
2096_152213.0723271079C000618-16-35.072_NIR_66241_125087_rgbi.tif	469722.993	5631323.194	4247.959	-0.75039	2.23897	27.43345
2096_152218.0724231080C000618-16-40.072_NIR_66242_125088_rgbi.tif	469411.981	5631110.680	4247.726	-0.61463	2.77855	27.34130
2096_152223.0718581081C000618-16-45.071_NIR_66243_125089_rgbi.tif	469101.642	5630896.739	4249.300	-1.52535	2.30044	27.74637
2096_152228.0719181082C000618-16-50.071_NIR_66244_125090_rgbi.tif	468791.130	5630682.766	4249.834	-0.43493	2.63597	27.65396
2096_152233.0726651083C000618-16-55.072_NIR_66245_125091_rgbi.tif	468480.201	5630467.222	4248.083	-1.27397	1.93068	27.93068
2096_152238.0724161084C000618-17-00.072_NIR_66246_125092_rgbi.tif	468167.346	5630251.874	4244.968	-1.18947	1.94403	27.52969
2096_152243.0719161085C000618-17-05.071_NIR_66247_125093_rgbi.tif	467852.468	5630036.948	4242.309	-0.61193	2.51236	27.53715
2096_152248.0719141086C000618-17-10.071_NIR_66248_125094_rgbi.tif	467537.964	5629820.452	4242.794	0.19941	3.46558	28.12347
2096_152253.0724461087C000618-17-15.072_NIR_66249_125095_rgbi.tif	467227.246	5629599.775	4246.300	-2.35209	2.43168	29.00482
2096_152258.0724051088C000618-17-20.072_NIR_66250_125096_rgbi.tif	466917.445	5629382.423	4250.743	-3.17787	2.08221	28.05318
2096_152263.0729741089C000618-17-25.072_NIR_66251_125097_rgbi.tif	466605.997	5629172.858	4254.183	-2.26620	2.37347	26.98049
2096_152268.0727371090C000618-17-30.072_NIR_66252_125098_rgbi.tif	466293.761	5628967.831	4256.126	-0.25735	3.06980	26.71085
2096_152273.0725011091C000618-17-35.072_NIR_66253_125099_rgbi.tif	465982.864	5628760.407	4256.355	0.71497	3.23796	27.61378
2096_152278.0723981092C000618-17-40.072_NIR_66254_125100_rgbi.tif	465674.643	5628545.486	4254.985	1.65836	3.58874	29.05576
2096_152283.0721471093C000618-17-45.072_NIR_66255_125101_rgbi.tif	465370.108	5628320.776	4253.435	-3.22874	0.92094	29.93471
2096_152288.0717931094C000618-17-50.071_NIR_66256_125102_rgbi.tif	465062.602	5628099.618	4253.843	-2.45545	1.88882	28.51982
2096_152293.0716411095C000618-17-55.071_NIR_66257_125103_rgbi.tif	464752.420	5627884.555	4256.525	-1.72400	2.59564	27.89380
2096_152298.0723891096C000618-18-00.072_NIR_66258_125104_rgbi.tif	464442.609	5627671.690	4260.099	-0.88847	3.03328	28.10555
2096_152303.0730821097C000618-18-05.073_NIR_66259_125105_rgbi.tif	464134.898	5627457.295	4262.714	-0.34962	3.00378	28.54710
2096_152308.0728821098C000618-18-10.072_NIR_66260_125106_rgbi.tif	463828.140	5627240.906	4262.944	-1.24042	2.08616	28.43128
2096_152313.072611099C000618-18-15.072_NIR_66261_125107_rgbi.tif	463518.605	5627026.153	4260.310	-1.49714	1.69602	27.79120
2096_152318.0733741100C000618-18-20.073_NIR_66262_125108_rgbi.tif	463205.281	5626813.271	4256.452	-0.44508	2.26840	27.51659
2096_152323.0721221101C000618-18-25.072_NIR_66263_125109_rgbi.tif	462890.532	5626599.099	4253.259	-1.17493	2.18094	27.90618
2096_152328.0718981102C000618-18-30.071_NIR_66264_125110_rgbi.tif	462574.551	5626385.594	4252.104	-1.96906	2.22447	27.48968
2096_152333.0726681103C000618-18-35.072_NIR_66265_125111_rgbi.tif	462257.539	5626175.682	4253.594	-1.27646	2.91211	26.96039
2096_152338.0724311104C000618-18-40.072_NIR_66266_125112_rgbi.tif	461942.128	5625966.726	4256.388	0.27138	3.79958	27.49896
2096_152343.0721921105C000618-18-45.072_NIR_66267_125113_rgbi.tif	461631.530	5625752.403	4258.082	0.93668	3.95359	29.02546
2096_152348.0729581106C000618-18-50.072_NIR_66268_125114_rgbi.tif	461325.384	5625530.696	4256.741	-10.86038	-3.51595	29.18826
2096_152353.072611107C000618-18-55.072_NIR_66269_125115_rgbi.tif	460999.275	5625342.328	4246.076	-17.31578	-5.56726	16.72955
2096_152358.0734871108C000618-19-00.073_NIR_66270_125116_rgbi.tif	460639.123	5625223.704	4225.878	-16.48387	-2.26020	6.36111
2096_152363.0722521109C000618-19-05.072_NIR_66271_125117_rgbi.tif	460259.790	5625177.473	4215.857	-2.92668	3.66518	-2.30641
2096_152368.0720151110C000618-19-10.072_NIR_66272_125118_rgbi.tif	459885.735	5625135.505	4232.294	26.10028	9.58253	5.77738
2096_152373.072781111C000618-19-15.072_NIR_66273_125119_rgbi.tif	459543.370	5624986.320	4240.452	30.72041	17.45577	23.42476
2096_152378.0725441112C000618-19-20.072_NIR_66274_125120_rgbi.tif	459264.951	5624712.754	4213.553	26.26771	25.07681	45.27793
2096_152442.2715091113C000618-20-24.271_NIR_66275_125121_rgbi.tif	462609.665	5624576.439	4255.252	3.06628	-3.26749	-138.99367
2096_152447.2718531114C000618-20-29.271_NIR_66276_125122_rgbi.tif	462908.513	5624785.428	4257.679	2.67437	-3.33813	-139.47305
2096_152452.272041115C000618-20-34.272_NIR_66277_125123_rgbi.tif	463209.918	5624993.588	4259.422	3.24201	-2.46574	-140.00016
2096_152457.2733481116C000618-20-39.273_NIR_66278_125124_rgbi.tif	463514.963	5625201.183	4259.965	1.68298	-3.88288	-139.58687
2096_152462.2725711117C000618-20-44.272_NIR_66279_125125_rgbi.tif	463818.523	5625413.027	4262.237	2.19404	-3.89497	-138.66949
2096_152467.2718481118C000618-20-49.271_NIR_66280_125126_rgbi.tif	464119.574	5625628.526	4265.218	1.68251	-4.04830	-137.77497
2096_152472.2725961119C000618-20-54.272_NIR_66281_125127_rgbi.tif	464419.481	5625847.249	4266.578	2.21191	-2.87013	-138.04205
2096_152477.2723421120C000618-20-59.272_NIR_66282_125128_rgbi.tif	464721.793	5626067.275	4265.499	1.54003	-3.08730	-137.64314
2096_152482.272091121C000618-21-04.272_NIR_66283_125129_rgbi.tif	465024.556	5626291.752	4263.987	3.16968	-1.63800	-137.22817
2096_152487.2728391122C000618-21-09.272_NIR_66284_125130_rgbi.tif	465331.141	5626516.144	4263.477	2.83557	-2.07054	-138.97095
2096_152492.272161123C000618-21-14.272_NIR_66285_125131_rgbi.tif	465643.572	5626736.585	4264.795	3.98359	-1.52822	-139.82572
2096_152497.2723361124C000618-21-19.272_NIR_66286_125132_rgbi.tif	465959.673	5626953.822	4267.524	1.59436	-3.67559	-139.62814
2096_152502.272691125C000618-21-24.272_NIR_66287_125133_rgbi.tif	466276.038	5627171.375	4269.481	3.36989	-1.86048	-140.23836
2096_152507.272831126C000618-21-29.272_NIR_66288_125134_rgbi.tif	466597.702	5627384.743	4269.795	2.69324	-1.89454	-141.30381
2096_152512.2732171127C000618-21-34.273_NIR_66289_125135_rgbi.tif	466925.128	5627595.638	4267.861	2.65810	-1.49633	-142.45282
2096_152517.2733291128C000618-21-39.273_NIR_66290_125136_rgbi.tif	467259.755	5627803.587	4264.590	2.44412	-1.72318	-143.76900
2096_152522.2720761129C000618-21-44.272_NIR_66291_125137_rgbi.tif	467600.494	5628008.636	4263.114	2.54828	-2.14983	-144.24381
2096_152527.272821130C000618-21-49.272_NIR_66292_125138_rgbi.tif	467942.974	5628213.285	4265.450	-1.62678	-6.29191	-143.07467
2096_152532.2722751131C000618-21-54.272_NIR_66293_125139_rgbi.tif	468276.290	5628426.882	4269.878	-0.43425	-4.31597	-140.94694
2096_152537.2723191132C000618-21-59.272_NIR_66294_125140_rgbi.tif	468604.059	5628649.043	4266.518	0.53310	-1.74318	-139.63784
2096_152542.2728021133C000618-22-04.272_NIR_66295_125141_rgbi.tif	468931.207	5628880.634	4256.544	-0.22507	-1.84103	-138.63499
2096_152547.2728141134C000618-22-09.272_NIR_66296_125142_rgbi.tif	469258.905	5629121.377	4247.754	0.66917	-1.92586	-138.22109
2096_152552.272561135C000618-22-14.272_NIR_66297_125143_rgbi.tif	469589.134	5629364.176	4245.933	1.30474	-2.74793	-138.45263
2096_152557.2723081136C000618-22-19.272_NIR_66298_125144_rgbi.tif	469919.004	5629605.816	4250.060	2.26612	-2.70636	-138.20552
2096_152562.2720521137C000618-22-24.272_NIR_66299_125145_rgbi.tif	470246.108	5629845.520	4256.714	2.03447	-2.66887	-137.76276
2096_152567.2728011138C000618-22-29.272_NIR_66300_125146_rgbi.tif	470570.804	5630084.714	4258.269	1.77773	-1.41959	-137.92100
2096_152572.272551139C000618-22-34.272_NIR_66301_125147_rgbi.tif	470897.766	5630324.307	4252.271	1.12717	-0.73316	-138.44943
2096_152577.2732941140C000618-22-39.273_NIR_66302_125148_rgbi.tif	471230.759	5630565.504	4241.655	2.02454	0.49202	-139.01528
2096_152582.2730411141C000618-22-44.273_NIR_66303_125149_rgbi.tif	471572.366	5630805.927	4232.752	0.25703	-2.39337	-139.83155
2096_152587.2727931142C000618-22-49.272_NIR_66304_125150_rgbi.tif	471916.082	5631047.330	4231.360	1.83918	-2.38165	-140.14600
2096_152592.2724381143C000618-22-54.272_NIR_66305_125151_rgbi.tif	472257.507	5631288.016	4236.680	-0.09404	-5.07248	-139.22694
2096_152597.2732941144C000618-22-59.273_NIR_66306_125152_rgbi.tif	472591.956	5631529.963	4244.805	2.18920	-2.75472	-138.80064
2096_152602.2729671145C000618-23-04.272_NIR_66307_125153_rgbi.tif	472925.062	5631768.408	4248.636	2.64355	-1.08865	-139.41298
2096_152607.2727341146C000618-23-09.272_NIR_66308_125154_rgbi.tif	473262.560	5632003.158	4244.176	0.28588	-1.53553	-140.37266
2096_152612.2725491147C000618-23-14.272_NIR_66309_125155_rgbi.tif	473604.672	5632240.290	4234.482	0.75895	-1.49477	-140.25457
2096_152617.2733031148C000618-23-19.273_NIR_66310_125156_rgbi.tif	473949.881	5632479.480	4231.114	2.01004	-2.43909	-140.20898
2096_152622.2730281149C000618-23-24.273_NIR_66311_125157_rgbi.tif	474293.916	5632716.009	4238.000	2.93981	-3.26561	-140.45690
2096_152627.2728121150C000618-23-29.272_NIR_66312_125158_rgbi.tif	474633.687	5632946.761	4249.615	2.84525	-3.56954	-140.44656
2096_152632.2735591151C000618-23-34.273_NIR_66313_125159_rgbi.tif	474968.916	5633172.733	4258.173	2.51040	-2.53185	-140.65287
2096_152637.2733321152C000618-23-39.273_NIR_66314_125160_rgbi.tif	475302.864	5633396.700	4259.488	0.75100	-2.27384	-140.30568
2096_152642.2730911153C000618-23-44.273_NIR_66315_125161_rgbi.tif	475637.050	5633624.452	4254.953	0.78955	-2.22351	-140.11185
2096_152647.2737931154C000618-23-49.273_NIR_66316_125162_rgbi.tif	475972.791	5633855.061	4253.253	1.40516	-2.38030	-140.14042
2096_152652.2726161155C000618-23-54.272_NIR_66317_125163_rgbi.tif	476307.991	5634087.024	4255.137	1.45667	-2.99243	-139.42135
2096_152657.2732941156C000618-23-59.273_NIR_66318_125164_rgbi.tif	476641.246	5634319.003	4259.905	3.28464	-1.99778	-140.12946
2096_152662.2721441157C000618-24-04.272_NIR_66319_125165_rgbi.tif	476975.031	5634545.415	4265.461	2.04450	-3.08767	-140.40807
2096_152667.272911158C000618-24-09.272_NIR_66320_125166_rgbi.tif	477306.977	5634770.163	4269.156	1.34802	-2.97440	-140.11386
2096_152672.2726721159C000618-24-14.272_NIR_66321_125167_rgbi.tif	477637.679	5634995.831	4268.657	1.50287	-1.87979	-139.92542
2096_152677.2734371160C000618-24-19.273_NIR_66322_125168_rgbi.tif	477970.507	5635223.313	4263.614	0.34170	-2.08302	-139.93333
2096_152682.27321161C000618-24-24.273_NIR_66323_125169_rgbi.tif	478305.125	5635455.805	4256.554	0.53883	-2.00364	-139.33664
2096_152687.273791162C000618-24-29.273_NIR_66324_125170_rgbi.tif	478641.201	5635692.930	4251.973	1.73446	-1.59224	-139.41774
2096_152692.2737291163C000618-24-34.273_NIR_66325_125171_rgbi.tif	478979.604	5635929.939	4251.704	1.87070	-2.27285	-139.60171
2096_152697.2732881164C000618-24-39.273_NIR_66326_125172_rgbi.tif	479317.746	5636165.539	4255.877	2.31963	-2.71943	-139.38226
2096_152702.2732551165C000618-24-44.273_NIR_66327_125173_rgbi.tif	479654.011	5636398.372	4262.548	2.62850	-2.67697	-139.73876
2096_152707.2737831166C000618-24-49.273_NIR_66328_125174_rgbi.tif	479988.299	5636628.230	4268.392	0.91071	-3.78158	-139.46833
2096_152712.2737811167C000618-24-54.273_NIR_66329_125175_rgbi.tif	480319.821	5636858.556	4271.118	2.43767	-1.52828	-139.50036
2096_152717.2735431168C000618-24-59.273_NIR_66330_125176_rgbi.tif	480654.308	5637086.823	4269.348	1.19467	-1.92385	-139.78156
2096_152722.2733051169C000618-25-04.273_NIR_66331_125177_rgbi.tif	480990.292	5637317.091	4265.516	0.15929	-2.72464	-139.23608
2096_152727.2730721170C000618-25-09.273_NIR_66332_125178_rgbi.tif	481324.896	5637552.914	4261.647	0.53451	-2.62929	-139.06704
2096_152732.2738391171C000618-25-14.273_NIR_66333_125179_rgbi.tif	481659.576	5637791.036	4260.229	2.47295	-1.72539	-139.81045
2096_152737.2736061172C000618-25-19.273_NIR_66334_125180_rgbi.tif	481997.103	5638023.990	4263.180	3.37277	-1.67604	-140.84262
2096_152742.2743711173C000618-25-24.274_NIR_66335_125181_rgbi.tif	482337.290	5638249.358	4268.346	2.75709	-2.30533	-141.85194
2096_152747.2737681174C000618-25-29.273_NIR_66336_125182_rgbi.tif	482678.147	5638469.306	4273.176	1.91132	-2.67923	-142.22364
2096_152752.2735181175C000618-25-34.273_NIR_66337_125183_rgbi.tif	483018.206	5638688.093	4275.593	0.57050	-3.09203	-142.04951
2096_152757.2736641176C000618-25-39.273_NIR_66338_125184_rgbi.tif	483356.133	5638910.834	4274.270	-0.53237	-3.33838	-141.14075
2096_152762.2734311177C000618-25-44.273_NIR_66339_125185_rgbi.tif	483691.689	5639140.716	4270.285	0.26195	-2.37302	-140.13233
2096_152767.273761178C000618-25-49.273_NIR_66340_125186_rgbi.tif	484026.582	5639376.403	4266.406	0.35207	-2.71216	-139.41999
2096_152772.2729631179C000618-25-54.272_NIR_66341_125187_rgbi.tif	484359.828	5639615.958	4266.301	1.69015	-2.67227	-139.17752
2096_152777.2747231180C000618-25-59.274_NIR_66342_125188_rgbi.tif	484691.528	5639854.649	4270.964	0.20288	-4.64000	-139.40173
2096_152782.2730021181C000618-26-04.273_NIR_66343_125189_rgbi.tif	485012.478	5640099.747	4275.868	-4.36950	-9.04130	-135.17915
2096_152787.2742521182C000618-26-09.274_NIR_66344_125190_rgbi.tif	485303.803	5640371.487	4275.154	-8.78758	-14.73121	-128.11314
2096_152792.2730171183C000618-26-14.273_NIR_66345_125191_rgbi.tif	485544.481	5640684.423	4261.904	-8.46203	-16.92880	-117.29459
2096_152797.2737821184C000618-26-19.273_NIR_66346_125192_rgbi.tif	485720.533	5641039.945	4238.873	-4.83630	-16.23848	-105.78720
2096_152909.3785941185C000618-28-11.378_NIR_66347_125193_rgbi.tif	486722.788	5639471.303	4270.180	0.74784	3.54141	28.09762
2096_152914.3793451186C000618-28-16.379_NIR_66348_125194_rgbi.tif	486434.492	5639262.326	4267.303	-1.90741	3.20991	30.19683
2096_152919.3800271187C000618-28-21.380_NIR_66349_125195_rgbi.tif	486147.641	5639050.215	4270.874	-3.06173	3.22758	29.47707
2096_152924.3797911188C000618-28-26.379_NIR_66350_125196_rgbi.tif	485860.535	5638842.532	4275.370	-1.80725	3.28553	29.11075
2096_152929.3795551189C000618-28-31.379_NIR_66351_125197_rgbi.tif	485572.690	5638635.924	4275.281	-0.93310	2.70296	28.80211
2096_152934.3793211190C000618-28-36.379_NIR_66352_125198_rgbi.tif	485281.991	5638427.563	4269.382	-0.94534	1.74725	29.00120
2096_152939.3790851191C000618-28-41.379_NIR_66353_125199_rgbi.tif	484985.871	5638216.589	4260.019	-1.03700	1.47027	28.59161
2096_152944.3798511192C000618-28-46.379_NIR_66354_125200_rgbi.tif	484683.593	5638004.097	4252.469	-0.62845	2.20184	28.11440
2096_152949.3797361193C000618-28-51.379_NIR_66355_125201_rgbi.tif	484378.786	5637789.419	4250.202	-1.59361	2.89330	28.63632
2096_152954.3803751194C000618-28-56.380_NIR_66356_125202_rgbi.tif	484075.095	5637574.908	4255.171	-2.12759	3.63762	28.35713
2096_152959.3801381195C000618-29-01.380_NIR_66357_125203_rgbi.tif	483774.326	5637363.987	4263.327	-2.02912	3.49224	28.12221
2096_152964.3799021196C000618-29-06.379_NIR_66358_125204_rgbi.tif	483475.701	5637155.484	4266.991	-1.02121	2.61626	28.10569
2096_152969.3796661197C000618-29-11.379_NIR_66359_125205_rgbi.tif	483175.218	5636946.071	4261.339	-0.34532	1.14449	27.94732
2096_152974.3794281198C000618-29-16.379_NIR_66360_125206_rgbi.tif	482868.184	5636733.697	4249.118	-0.73160	1.13263	27.77289
2096_152979.3801921199C000618-29-21.380_NIR_66361_125207_rgbi.tif	482555.637	5636518.420	4243.604	-0.15758	2.80977	28.23465
2096_152984.3799591200C000618-29-26.379_NIR_66362_125208_rgbi.tif	482243.583	5636300.843	4246.473	-1.40194	2.92325	28.25705
2096_152989.3797211201C000618-29-31.379_NIR_66363_125209_rgbi.tif	481933.583	5636084.594	4252.674	-1.96491	2.68633	28.40065
2096_152994.3794831202C000618-29-36.379_NIR_66364_125210_rgbi.tif	481624.018	5635872.687	4256.300	-3.15501	0.95408	26.89613
2096_152999.3792741203C000618-29-41.379_NIR_66365_125211_rgbi.tif	481309.679	5635667.619	4251.839	-1.44469	1.00895	26.43515
2096_153004.3705621204C000618-29-46.370_NIR_66366_125212_rgbi.tif	480992.430	5635461.554	4245.740	2.53595	3.42054	27.08113
2096_153009.3703261205C000618-29-51.370_NIR_66367_125213_rgbi.tif	480678.549	5635242.665	4242.513	1.81265	3.81926	29.48536
2096_153014.3710971206C000618-29-56.371_NIR_66368_125214_rgbi.tif	480370.987	5635012.470	4243.274	-1.70649	2.06622	30.42692
2096_153019.3708581207C000618-30-01.370_NIR_66369_125215_rgbi.tif	480063.182	5634784.835	4244.361	-4.13545	0.42630	28.67019
2096_153024.3706241208C000618-30-06.370_NIR_66370_125216_rgbi.tif	479749.709	5634567.019	4243.373	0.82942	2.75341	27.91376
2096_153029.3703891209C000618-30-11.370_NIR_66371_125217_rgbi.tif	479437.597	5634343.868	4239.807	0.00362	2.16162	29.62852
2096_153034.3701551210C000618-30-16.370_NIR_66372_125218_rgbi.tif	479125.166	5634117.548	4235.656	-4.10598	-0.54958	27.97593
2096_153039.3709441211C000618-30-21.370_NIR_66373_125219_rgbi.tif	478804.118	5633900.514	4229.307	0.03028	1.85331	26.88686
2096_153044.3706851212C000618-30-26.370_NIR_66374_125220_rgbi.tif	478481.956	5633680.968	4228.425	0.02140	3.19825	28.05846
2096_153049.3704491213C000618-30-31.370_NIR_66375_125221_rgbi.tif	478165.502	5633455.756	4235.192	1.21628	4.97893	29.39856
