CIR_Filena	Easting	Northing	Ellips	Omega	Phi	Kappa
2096_148325.485901460C000617-11-47.485_NIR_65728_124574_rgbi.tif	477813.820	5649720.341	4514.849	2.07384	-3.20472	-135.03060
2096_148330.484965461C000617-11-52.484_NIR_65729_124575_rgbi.tif	478124.192	5649964.333	4521.841	-2.79047	-10.02643	-134.67385
2096_148335.485708462C000617-11-57.485_NIR_65730_124576_rgbi.tif	478406.026	5650225.410	4530.600	-4.65929	-13.81075	-125.93037
2096_148340.485194463C000617-12-02.485_NIR_65731_124577_rgbi.tif	478639.847	5650516.047	4533.492	-2.45877	-11.94375	-117.92030
2096_148345.484957464C000617-12-07.484_NIR_65732_124578_rgbi.tif	478829.893	5650829.463	4531.829	-1.28654	-11.54952	-110.69027
2096_148350.48495465C000617-12-12.484_NIR_65733_124579_rgbi.tif	478978.453	5651160.108	4530.181	1.94114	-8.17629	-104.32589
2096_149091.022231574C000617-24-33.022_NIR_65734_124580_rgbi.tif	446657.113	5623999.907	4499.797	-18.47590	-22.96510	-137.19008
2096_149096.022915575C000617-24-38.022_NIR_65735_124581_rgbi.tif	446922.558	5624296.332	4506.610	3.64722	-6.77476	-121.28816
2096_149101.022717576C000617-24-43.022_NIR_65736_124582_rgbi.tif	447153.919	5624601.505	4521.392	3.46147	-0.74242	-120.98305
2096_149106.022465577C000617-24-48.022_NIR_65737_124583_rgbi.tif	447391.353	5624900.676	4515.076	7.30562	8.54929	-125.35291
2096_149111.022216578C000617-24-53.022_NIR_65738_124584_rgbi.tif	447663.419	5625183.272	4503.093	7.58015	3.78279	-130.88950
2096_149116.022968579C000617-24-58.022_NIR_65739_124585_rgbi.tif	447965.099	5625439.255	4512.832	8.92156	-0.76336	-136.48767
2096_149121.022732580C000617-25-03.022_NIR_65740_124586_rgbi.tif	448278.122	5625664.632	4536.543	4.39305	-5.00048	-138.75218
2096_149126.023491581C000617-25-08.023_NIR_65741_124587_rgbi.tif	448587.379	5625878.594	4547.555	0.90425	-3.61569	-138.56405
2096_149131.022254582C000617-25-13.022_NIR_65742_124588_rgbi.tif	448894.669	5626097.065	4540.656	1.09746	-2.61944	-137.57737
2096_149136.023017583C000617-25-18.023_NIR_65743_124589_rgbi.tif	449203.871	5626318.846	4542.090	3.53252	-4.75382	-138.15724
2096_149141.022785584C000617-25-23.022_NIR_65744_124590_rgbi.tif	449509.789	5626534.989	4554.706	2.39364	-4.22869	-138.43961
2096_149146.022548585C000617-25-28.022_NIR_65745_124591_rgbi.tif	449813.049	5626750.247	4554.320	2.46663	-1.05332	-138.16028
2096_149151.022311586C000617-25-33.022_NIR_65746_124592_rgbi.tif	450122.488	5626967.032	4544.340	2.42079	-1.68728	-138.99750
2096_149156.022078587C000617-25-38.022_NIR_65747_124593_rgbi.tif	450436.584	5627185.471	4542.080	2.02228	-4.24188	-138.74877
2096_149161.022843588C000617-25-43.022_NIR_65748_124594_rgbi.tif	450746.318	5627405.312	4548.965	3.27390	-4.66133	-137.93797
2096_149166.023607589C000617-25-48.023_NIR_65749_124595_rgbi.tif	451050.700	5627621.704	4559.179	4.60518	-2.80471	-138.91959
2096_149171.022369590C000617-25-53.022_NIR_65750_124596_rgbi.tif	451355.745	5627831.623	4561.825	2.10775	-2.65327	-138.97167
2096_149176.023133591C000617-25-58.023_NIR_65751_124597_rgbi.tif	451664.128	5628042.723	4553.137	2.28400	-0.47884	-139.65139
2096_149181.022564592C000617-26-03.022_NIR_65752_124598_rgbi.tif	451980.147	5628257.083	4540.245	0.86800	-1.92931	-139.93889
2096_149186.022661593C000617-26-08.022_NIR_65753_124599_rgbi.tif	452300.970	5628475.810	4533.492	2.61021	-2.08891	-140.21517
2096_149191.022426594C000617-26-13.022_NIR_65754_124600_rgbi.tif	452623.727	5628693.671	4535.013	2.63007	-3.03083	-140.27242
2096_149196.022189595C000617-26-18.022_NIR_65755_124601_rgbi.tif	452945.104	5628910.162	4537.597	2.71844	-2.38839	-140.38891
2096_149201.022951596C000617-26-23.022_NIR_65756_124602_rgbi.tif	453266.355	5629126.196	4536.929	0.01950	-3.85395	-139.85236
2096_149206.022715597C000617-26-28.022_NIR_65757_124603_rgbi.tif	453586.029	5629346.831	4533.486	2.49100	-1.36807	-139.86330
2096_149211.023007598C000617-26-33.023_NIR_65758_124604_rgbi.tif	453909.989	5629566.761	4529.894	1.02591	-2.75759	-139.96001
2096_149216.022241599C000617-26-38.022_NIR_65759_124605_rgbi.tif	454234.074	5629789.728	4528.436	2.06017	-2.31525	-139.28412
2096_149221.02349600C000617-26-43.023_NIR_65760_124606_rgbi.tif	454558.034	5630014.100	4529.688	2.94919	-2.22137	-139.03835
2096_149226.02377601C000617-26-48.023_NIR_65761_124607_rgbi.tif	454882.897	5630235.449	4533.231	2.11766	-3.34005	-139.79803
2096_149231.022971602C000617-26-53.022_NIR_65762_124608_rgbi.tif	455205.297	5630456.484	4536.983	2.64225	-2.18117	-138.60259
2096_149236.022295603C000617-26-58.022_NIR_65763_124609_rgbi.tif	455526.747	5630678.348	4537.322	0.28923	-3.54329	-139.21236
2096_149241.022451604C000617-27-03.022_NIR_65764_124610_rgbi.tif	455846.616	5630905.135	4534.747	1.76972	-1.66186	-138.19951
2096_149246.022819605C000617-27-08.022_NIR_65765_124611_rgbi.tif	456168.896	5631134.408	4530.805	2.65440	-0.84611	-138.95647
2096_149251.022935606C000617-27-13.022_NIR_65766_124612_rgbi.tif	456496.844	5631361.875	4527.974	2.09261	-2.24120	-139.40421
2096_149256.023343607C000617-27-18.023_NIR_65767_124613_rgbi.tif	456826.335	5631587.749	4530.057	3.13804	-2.58397	-139.76969
2096_149261.023416608C000617-27-23.023_NIR_65768_124614_rgbi.tif	457155.287	5631808.325	4538.285	2.85884	-3.84097	-140.15326
2096_149266.022866609C000617-27-28.022_NIR_65769_124615_rgbi.tif	457479.397	5632024.963	4548.613	2.06896	-4.53499	-139.49393
2096_149271.022633610C000617-27-33.022_NIR_65770_124616_rgbi.tif	457797.094	5632240.980	4555.829	2.37446	-3.27467	-139.19135
2096_149276.023397611C000617-27-38.023_NIR_65771_124617_rgbi.tif	458113.148	5632456.405	4556.904	2.02843	-2.22960	-139.24577
2096_149286.023119612C000617-27-48.023_NIR_65773_124619_rgbi.tif	458749.824	5632894.506	4546.041	-0.34547	-3.71253	-138.28790
2096_149291.022862613C000617-27-53.022_NIR_65774_124620_rgbi.tif	459063.624	5633126.223	4542.934	-0.57013	-5.21965	-136.26450
2096_149296.023603614C000617-27-58.023_NIR_65775_124621_rgbi.tif	459369.773	5633365.202	4546.424	4.24581	-2.03140	-137.14068
2096_149301.023343615C000617-28-03.023_NIR_65776_124622_rgbi.tif	459678.669	5633594.715	4555.181	2.81924	-4.17330	-137.75992
2096_149306.022984616C000617-28-08.022_NIR_65777_124623_rgbi.tif	459986.308	5633816.981	4563.751	4.60982	-1.96239	-138.96903
2096_149311.022827617C000617-28-13.022_NIR_65778_124624_rgbi.tif	460297.199	5634030.629	4567.549	3.38451	-1.82743	-139.74974
2096_149316.022571618C000617-28-18.022_NIR_65779_124625_rgbi.tif	460612.200	5634240.511	4565.574	1.30758	-2.37081	-140.27657
2096_149321.022315619C000617-28-23.022_NIR_65780_124626_rgbi.tif	460930.138	5634453.064	4559.547	1.18623	-1.62460	-140.04998
2096_149326.023072620C000617-28-28.023_NIR_65781_124627_rgbi.tif	461253.587	5634668.397	4551.650	1.26429	-1.32794	-140.88853
2096_149331.022819621C000617-28-33.022_NIR_65782_124628_rgbi.tif	461583.014	5634885.517	4545.505	0.92369	-2.24071	-140.69826
2096_149336.023571622C000617-28-38.023_NIR_65783_124629_rgbi.tif	461913.540	5635106.588	4543.360	0.64421	-3.19155	-139.90522
2096_149346.023099623C000617-28-48.023_NIR_65785_124631_rgbi.tif	462573.153	5635549.366	4547.987	1.77678	-3.17276	-140.79780
2096_149351.022861624C000617-28-53.022_NIR_65786_124632_rgbi.tif	462901.647	5635767.748	4551.279	2.13346	-3.18842	-140.66369
2096_149356.022625625C000617-28-58.022_NIR_65787_124633_rgbi.tif	463227.956	5635984.759	4555.175	2.38562	-3.10060	-140.42548
2096_149361.023386626C000617-29-03.023_NIR_65788_124634_rgbi.tif	463552.603	5636200.042	4558.619	1.34255	-3.63937	-140.54571
2096_149366.023152627C000617-29-08.023_NIR_65789_124635_rgbi.tif	463874.732	5636416.331	4559.883	1.71371	-2.73407	-140.51738
2096_149371.023746628C000617-29-13.023_NIR_65790_124636_rgbi.tif	464196.151	5636634.570	4558.232	0.65108	-3.15603	-139.48617
2096_149376.023678629C000617-29-18.023_NIR_65791_124637_rgbi.tif	464515.876	5636857.505	4555.162	1.60882	-2.32774	-139.22704
2096_149381.023233630C000617-29-23.023_NIR_65792_124638_rgbi.tif	464836.759	5637081.767	4552.470	1.59271	-2.49348	-139.30005
2096_149386.024204631C000617-29-28.024_NIR_65793_124639_rgbi.tif	465157.771	5637307.693	4551.016	1.23088	-3.22310	-138.55609
2096_149391.022968632C000617-29-33.022_NIR_65794_124640_rgbi.tif	465477.182	5637535.516	4549.847	1.68263	-2.28924	-138.74612
2096_149396.023729633C000617-29-38.023_NIR_65795_124641_rgbi.tif	465797.843	5637764.062	4545.562	1.96403	-1.59521	-138.86057
2096_149401.023492634C000617-29-43.023_NIR_65796_124642_rgbi.tif	466121.568	5637992.480	4540.054	1.74979	-1.73670	-139.24708
2096_149406.023252635C000617-29-48.023_NIR_65797_124643_rgbi.tif	466448.136	5638221.141	4535.651	1.57225	-2.07681	-139.37126
2096_149411.02302636C000617-29-53.023_NIR_65798_124644_rgbi.tif	466776.122	5638450.298	4534.562	2.71011	-1.69026	-139.66718
2096_149416.022785637C000617-29-58.022_NIR_65799_124645_rgbi.tif	467106.023	5638676.364	4537.681	2.68549	-2.43963	-140.02402
2096_149421.023185638C000617-30-03.023_NIR_65800_124646_rgbi.tif	467435.660	5638898.801	4543.498	1.77470	-3.57934	-140.14630
2096_149426.023316639C000617-30-08.023_NIR_65801_124647_rgbi.tif	467762.150	5639120.071	4548.035	2.34412	-2.71095	-139.73732
2096_149431.023081640C000617-30-13.023_NIR_65802_124648_rgbi.tif	468087.472	5639340.319	4548.722	1.68032	-2.53306	-139.96918
2096_149436.023845641C000617-30-18.023_NIR_65803_124649_rgbi.tif	468414.049	5639560.398	4545.771	2.16173	-1.57192	-140.16332
2096_149441.02316642C000617-30-23.023_NIR_65804_124650_rgbi.tif	468744.363	5639779.070	4540.982	1.32252	-2.23400	-140.76843
2096_149446.023375643C000617-30-28.023_NIR_65805_124651_rgbi.tif	469076.247	5639998.768	4537.038	1.49835	-2.51915	-140.56543
2096_149451.024647644C000617-30-33.024_NIR_65806_124652_rgbi.tif	469407.550	5640219.802	4536.294	1.76832	-2.92773	-140.36012
2096_149456.023904645C000617-30-38.023_NIR_65807_124653_rgbi.tif	469736.743	5640440.732	4538.979	1.74314	-3.63515	-140.32082
2096_149461.023135646C000617-30-43.023_NIR_65808_124654_rgbi.tif	470062.621	5640661.227	4543.087	1.79435	-3.29514	-139.87843
2096_149466.023433647C000617-30-48.023_NIR_65809_124655_rgbi.tif	470385.725	5640882.502	4544.484	1.16611	-3.22156	-139.47066
2096_149471.023621648C000617-30-53.023_NIR_65810_124656_rgbi.tif	470706.207	5641107.382	4542.187	0.28830	-3.36590	-138.82561
2096_149476.022961649C000617-30-58.022_NIR_65811_124657_rgbi.tif	471023.264	5641339.080	4537.655	-0.30664	-3.68587	-137.27104
2096_149481.02311650C000617-31-03.023_NIR_65812_124658_rgbi.tif	471338.300	5641576.754	4533.609	2.93448	-1.49191	-137.55690
2096_149486.023856651C000617-31-08.023_NIR_65813_124659_rgbi.tif	471655.380	5641811.843	4537.172	3.30792	-3.09979	-137.56911
2096_149491.0236652C000617-31-13.023_NIR_65814_124660_rgbi.tif	471970.952	5642040.479	4548.154	3.65738	-3.54677	-138.83508
2096_149496.024016653C000617-31-18.024_NIR_65815_124661_rgbi.tif	472284.622	5642261.241	4559.406	3.10475	-3.40558	-138.76441
2096_149501.024084654C000617-31-23.024_NIR_65816_124662_rgbi.tif	472596.342	5642478.261	4564.769	3.04383	-1.91013	-138.89179
2096_149506.023542655C000617-31-28.023_NIR_65817_124663_rgbi.tif	472911.885	5642692.296	4562.318	1.49638	-1.70136	-139.96005
2096_149511.023569656C000617-31-33.023_NIR_65818_124664_rgbi.tif	473232.942	5642907.978	4554.759	0.77680	-2.05290	-139.75087
2096_149516.024069657C000617-31-38.024_NIR_65819_124665_rgbi.tif	473556.533	5643128.682	4550.595	1.60036	-2.79494	-139.43704
2096_149521.023056658C000617-31-43.023_NIR_65820_124666_rgbi.tif	473879.686	5643350.397	4555.234	4.15805	-2.39750	-139.93426
2096_149526.024594659C000617-31-48.024_NIR_65821_124667_rgbi.tif	474202.944	5643565.124	4566.751	2.56960	-4.69702	-140.46453
2096_149531.024357660C000617-31-53.024_NIR_65822_124668_rgbi.tif	474519.401	5643777.796	4578.346	1.67837	-5.02283	-139.02077
2096_149536.024119661C000617-31-58.024_NIR_65823_124669_rgbi.tif	474828.052	5643993.317	4583.886	1.31036	-3.91777	-138.36881
2096_149541.024028662C000617-32-03.024_NIR_65824_124670_rgbi.tif	475132.511	5644214.120	4581.646	1.96615	-1.74474	-136.91955
2096_149546.023649663C000617-32-08.023_NIR_65825_124671_rgbi.tif	475439.676	5644438.920	4573.120	1.81398	-0.65455	-138.64104
2096_149551.02352664C000617-32-13.023_NIR_65826_124672_rgbi.tif	475756.387	5644663.988	4562.457	2.36110	-0.46747	-139.27606
2096_149556.024264665C000617-32-18.024_NIR_65827_124673_rgbi.tif	476082.849	5644886.329	4557.069	3.44746	-0.95711	-141.08528
2096_149561.024005666C000617-32-23.024_NIR_65828_124674_rgbi.tif	476413.549	5645105.004	4559.805	1.58011	-3.76427	-140.21362
2096_149566.023717667C000617-32-28.023_NIR_65829_124675_rgbi.tif	476739.441	5645325.036	4566.820	1.81301	-3.42580	-140.19519
2096_149571.024487668C000617-32-33.024_NIR_65830_124676_rgbi.tif	477063.823	5645543.855	4569.094	1.92211	-1.87147	-140.51952
2096_149576.023259669C000617-32-38.023_NIR_65831_124677_rgbi.tif	477391.333	5645762.098	4563.674	1.39143	-1.15981	-141.01962
2096_149581.023975670C000617-32-43.023_NIR_65832_124678_rgbi.tif	477724.771	5645981.512	4554.829	1.15004	-1.32292	-141.44778
2096_149586.023783671C000617-32-48.023_NIR_65833_124679_rgbi.tif	478061.593	5646204.065	4547.922	0.31582	-3.01369	-140.76722
2096_149591.023549672C000617-32-53.023_NIR_65834_124680_rgbi.tif	478395.920	5646431.406	4546.816	1.35878	-3.35131	-139.99397
2096_149596.024315673C000617-32-58.024_NIR_65835_124681_rgbi.tif	478725.657	5646660.110	4550.573	1.22635	-4.04117	-139.36319
2096_149601.024081674C000617-33-03.024_NIR_65836_124682_rgbi.tif	479048.157	5646890.714	4554.697	0.50476	-4.58564	-138.13367
2096_149606.023847675C000617-33-08.023_NIR_65837_124683_rgbi.tif	479362.852	5647125.124	4556.579	3.33591	-1.24887	-137.61449
2096_149611.023614676C000617-33-13.023_NIR_65838_124684_rgbi.tif	479680.084	5647355.438	4554.594	2.48637	-1.31038	-138.94398
2096_149616.023378677C000617-33-18.023_NIR_65839_124685_rgbi.tif	479998.649	5647586.452	4548.938	-8.89912	-11.39952	-136.70898
2096_149621.024146678C000617-33-23.024_NIR_65840_124686_rgbi.tif	480286.265	5647853.103	4536.333	-7.93562	-12.44390	-127.11550
2096_149626.023909679C000617-33-28.023_NIR_65841_124687_rgbi.tif	480528.734	5648161.344	4521.228	-4.77535	-12.36320	-118.07762
2096_149777.12598680C000617-35-59.125_NIR_65842_124688_rgbi.tif	477660.035	5644142.295	4381.961	-1.20288	3.36053	27.77142
2096_149782.126727681C000617-36-04.126_NIR_65843_124689_rgbi.tif	477346.617	5643923.971	4384.012	0.54967	3.40217	28.36885
2096_149787.127474682C000617-36-09.127_NIR_65844_124690_rgbi.tif	477037.372	5643699.134	4380.604	2.06873	3.39252	30.00720
2096_149792.127219683C000617-36-14.127_NIR_65845_124691_rgbi.tif	476730.370	5643465.012	4373.328	-0.52116	1.70486	30.35358
2096_149797.126966684C000617-36-19.126_NIR_65846_124692_rgbi.tif	476418.195	5643232.960	4367.464	-4.33615	0.05416	28.44641
2096_149802.126714685C000617-36-24.126_NIR_65847_124693_rgbi.tif	476097.651	5643012.751	4365.881	-1.17462	2.54160	27.48887
2096_149807.127459686C000617-36-29.127_NIR_65848_124694_rgbi.tif	475777.371	5642794.064	4368.569	1.17974	4.32506	27.98439
2096_149812.127207687C000617-36-34.127_NIR_65849_124695_rgbi.tif	475461.739	5642571.850	4372.205	-2.98528	1.63630	28.37044
2096_149817.125886688C000617-36-39.125_NIR_65850_124696_rgbi.tif	475143.939	5642355.415	4371.812	-0.98786	2.07544	27.81726
2096_149822.1277689C000617-36-44.127_NIR_65851_124697_rgbi.tif	474823.545	5642140.111	4368.293	-0.94672	1.65558	27.39946
2096_149827.127447690C000617-36-49.127_NIR_65852_124698_rgbi.tif	474499.837	5641925.822	4364.870	-1.04207	1.81847	26.61792
2096_149832.127206691C000617-36-54.127_NIR_65853_124699_rgbi.tif	474173.987	5641712.538	4364.568	0.32004	3.34696	26.75929
2096_149837.126943692C000617-36-59.126_NIR_65854_124700_rgbi.tif	473852.070	5641494.740	4368.673	0.54662	4.31041	28.03380
2096_149842.125705693C000617-37-04.125_NIR_65855_124701_rgbi.tif	473536.550	5641273.568	4376.532	-3.02743	2.75744	27.71621
2096_149847.127432694C000617-37-09.127_NIR_65856_124702_rgbi.tif	473222.213	5641059.439	4383.996	-2.30510	2.64050	27.22999
2096_149852.127176695C000617-37-14.127_NIR_65857_124703_rgbi.tif	472907.865	5640850.282	4385.356	-1.13115	2.06954	26.93303
2096_149857.126926696C000617-37-19.126_NIR_65858_124704_rgbi.tif	472591.074	5640642.410	4381.991	-1.14995	2.16251	26.72616
2096_149862.12767697C000617-37-24.127_NIR_65859_124705_rgbi.tif	472272.657	5640433.720	4379.622	0.39811	2.66342	27.00860
2096_149867.12652698C000617-37-29.126_NIR_65860_124706_rgbi.tif	471955.082	5640220.547	4377.318	-0.41321	2.26355	27.65427
2096_149872.127161699C000617-37-34.127_NIR_65861_124707_rgbi.tif	471637.807	5640003.720	4374.247	-0.18167	2.15299	27.72600
2096_149877.127046700C000617-37-39.127_NIR_65862_124708_rgbi.tif	471320.238	5639783.691	4371.266	-0.18563	2.47530	27.83204
2096_149882.127655701C000617-37-44.127_NIR_65863_124709_rgbi.tif	471003.207	5639561.078	4370.543	-0.59761	2.63677	28.06577
2096_149887.127402702C000617-37-49.127_NIR_65864_124710_rgbi.tif	470687.353	5639337.392	4370.953	-1.01174	2.24270	28.24962
2096_149892.12733703C000617-37-54.127_NIR_65865_124711_rgbi.tif	470371.438	5639113.906	4369.817	-0.47576	2.44505	28.10121
2096_149897.127891704C000617-37-59.127_NIR_65866_124712_rgbi.tif	470055.773	5638889.828	4369.545	-0.81950	2.63601	28.32488
2096_149902.127633705C000617-38-04.127_NIR_65867_124713_rgbi.tif	469741.126	5638665.799	4368.832	-1.15075	2.20527	28.51629
2096_149907.127379706C000617-38-09.127_NIR_65868_124714_rgbi.tif	469426.492	5638442.607	4368.799	-0.52996	2.96629	28.48869
2096_149912.127127707C000617-38-14.127_NIR_65869_124715_rgbi.tif	469113.519	5638219.424	4370.530	-0.93395	2.71592	28.68992
2096_149917.12687708C000617-38-19.126_NIR_65870_124716_rgbi.tif	468801.540	5637996.890	4370.029	-1.32380	2.00158	28.95181
2096_149922.126618709C000617-38-24.126_NIR_65871_124717_rgbi.tif	468489.006	5637775.475	4367.982	-1.04662	2.82564	28.52204
2096_149927.127362710C000617-38-29.127_NIR_65872_124718_rgbi.tif	468177.646	5637554.275	4367.910	-0.69121	2.80262	28.42404
2096_149932.127104711C000617-38-34.127_NIR_65873_124719_rgbi.tif	467867.712	5637332.344	4367.285	-0.73588	2.83196	28.55271
2096_149937.126851712C000617-38-39.126_NIR_65874_124720_rgbi.tif	467558.659	5637109.390	4367.562	-1.01014	2.79774	28.75675
2096_149942.127596713C000617-38-44.127_NIR_65875_124721_rgbi.tif	467250.139	5636886.358	4369.079	-1.39108	2.59585	28.76712
2096_149947.127342714C000617-38-49.127_NIR_65876_124722_rgbi.tif	466941.512	5636665.389	4371.374	-1.63383	2.02182	28.61625
2096_149952.127084715C000617-38-54.127_NIR_65877_124723_rgbi.tif	466630.700	5636447.644	4369.870	-1.40630	2.03766	27.88029
2096_149957.12783716C000617-38-59.127_NIR_65878_124724_rgbi.tif	466317.334	5636232.462	4368.295	-1.52941	2.26533	27.47764
2096_149962.127574717C000617-39-04.127_NIR_65879_124725_rgbi.tif	466003.388	5636019.221	4368.085	-0.78623	3.08973	27.20142
2096_149967.127321718C000617-39-09.127_NIR_65880_124726_rgbi.tif	465691.055	5635806.294	4369.369	-1.07844	2.87287	27.29636
2096_149972.128067719C000617-39-14.128_NIR_65881_124727_rgbi.tif	465379.997	5635593.720	4370.074	-1.08441	2.66532	27.31548
2096_149977.127809720C000617-39-19.127_NIR_65882_124728_rgbi.tif	465069.230	5635381.388	4369.167	-1.08011	2.53692	27.27120
2096_149982.127555721C000617-39-24.127_NIR_65883_124729_rgbi.tif	464758.302	5635169.239	4369.782	-1.19720	2.61314	27.20338
2096_149987.127301722C000617-39-29.127_NIR_65884_124730_rgbi.tif	464447.194	5634957.760	4369.477	-1.14327	2.47357	27.07654
2096_149992.126611723C000617-39-34.126_NIR_65885_124731_rgbi.tif	464135.476	5634746.650	4369.086	-0.96233	2.71335	27.03175
2096_149997.127799724C000617-39-39.127_NIR_65886_124732_rgbi.tif	463823.465	5634535.245	4367.642	-1.21479	2.50659	27.02319
2096_150002.127548725C000617-39-44.127_NIR_65887_124733_rgbi.tif	463511.104	5634323.922	4366.724	-1.26690	2.92275	27.24300
2096_150007.127295726C000617-39-49.127_NIR_65888_124734_rgbi.tif	463199.383	5634113.186	4367.350	-1.22070	2.69330	27.11686
2096_150012.128043727C000617-39-54.128_NIR_65889_124735_rgbi.tif	462887.856	5633903.089	4367.220	-1.34568	2.90635	27.63886
2096_150017.127792728C000617-39-59.127_NIR_65890_124736_rgbi.tif	462577.250	5633693.699	4368.362	-1.31221	3.00553	27.52102
2096_150022.127539729C000617-40-04.127_NIR_65891_124737_rgbi.tif	462267.278	5633485.158	4368.651	-1.44217	2.54100	27.51659
2096_150027.128285730C000617-40-09.128_NIR_65892_124738_rgbi.tif	461957.059	5633277.167	4368.801	-1.66533	2.93130	27.52292
2096_150032.128033731C000617-40-14.128_NIR_65893_124739_rgbi.tif	461647.040	5633070.527	4369.153	-1.05045	2.85996	27.21115
2096_150037.127783732C000617-40-19.127_NIR_65894_124740_rgbi.tif	461336.764	5632864.186	4369.107	-1.03837	3.04333	27.08645
2096_150042.12853733C000617-40-24.128_NIR_65895_124741_rgbi.tif	461026.979	5632657.350	4370.172	-1.21423	2.87928	27.36659
2096_150047.128278734C000617-40-29.128_NIR_65896_124742_rgbi.tif	460717.351	5632450.409	4371.532	-1.38974	2.62797	27.24899
2096_150052.12677735C000617-40-34.126_NIR_65897_124743_rgbi.tif	460407.143	5632244.030	4372.862	-1.18815	2.72896	27.21919
2096_150057.127774736C000617-40-39.127_NIR_65898_124744_rgbi.tif	460096.293	5632037.870	4374.028	-1.24240	2.47415	26.92913
2096_150062.128522737C000617-40-44.128_NIR_65899_124745_rgbi.tif	459784.190	5631832.142	4373.318	-0.74463	2.64506	26.83292
2096_150067.127062738C000617-40-49.127_NIR_65900_124746_rgbi.tif	459471.482	5631625.266	4372.094	-0.04701	3.19863	27.00113
2096_150072.128013739C000617-40-54.128_NIR_65901_124747_rgbi.tif	459160.115	5631414.387	4371.547	0.21645	3.66011	28.05190
2096_150077.127761740C000617-40-59.127_NIR_65902_124748_rgbi.tif	458852.104	5631198.850	4371.453	-1.04205	2.83216	28.83479
2096_150082.12751741C000617-41-04.127_NIR_65903_124749_rgbi.tif	458545.451	5630982.063	4370.302	-1.55717	2.41901	28.93897
2096_150087.128255742C000617-41-09.128_NIR_65904_124750_rgbi.tif	458238.537	5630765.897	4368.821	-1.51700	2.56711	28.64897
2096_150097.128749744C000617-41-19.128_NIR_65906_124752_rgbi.tif	457625.338	5630336.086	4369.219	-1.25431	3.24094	28.62256
2096_150102.128495745C000617-41-24.128_NIR_65907_124753_rgbi.tif	457320.830	5630122.048	4370.220	-1.49518	2.95823	28.73768
2096_150107.128243746C000617-41-29.128_NIR_65908_124754_rgbi.tif	457017.037	5629909.008	4369.897	-1.47972	2.71658	28.68330
2096_150112.127993747C000617-41-34.127_NIR_65909_124755_rgbi.tif	456713.388	5629696.785	4369.800	-1.54980	3.17103	28.77022
2096_150117.127734748C000617-41-39.127_NIR_65910_124756_rgbi.tif	456410.653	5629485.298	4370.035	-1.21832	3.05581	28.62805
2096_150122.127483749C000617-41-44.127_NIR_65911_124757_rgbi.tif	456108.298	5629273.823	4369.916	-1.34627	2.98841	28.65506
2096_150127.128231750C000617-41-49.128_NIR_65912_124758_rgbi.tif	455806.092	5629061.916	4369.600	-1.06389	3.43581	28.86931
2096_150132.128751C000617-41-54.128_NIR_65913_124759_rgbi.tif	455505.054	5628848.731	4369.954	-1.18969	2.93222	29.00776
2096_150137.128721752C000617-41-59.128_NIR_65914_124760_rgbi.tif	455204.147	5628634.482	4368.641	-1.28827	3.13860	29.33150
2096_150142.126514753C000617-42-04.126_NIR_65915_124761_rgbi.tif	454903.723	5628419.878	4368.852	-1.08145	3.04922	29.28266
2096_150147.128217754C000617-42-09.128_NIR_65916_124762_rgbi.tif	454603.132	5628204.983	4368.975	-1.16605	3.13938	29.07864
2096_150152.127961755C000617-42-14.127_NIR_65917_124763_rgbi.tif	454302.861	5627990.009	4369.399	-1.58798	2.75790	29.33560
2096_150157.128707756C000617-42-19.128_NIR_65918_124764_rgbi.tif	454002.389	5627775.436	4370.413	-1.46315	2.92412	29.13795
2096_150162.128453757C000617-42-24.128_NIR_65919_124765_rgbi.tif	453702.502	5627560.746	4371.214	-1.12689	2.81595	29.23333
2096_150167.128327758C000617-42-29.128_NIR_65920_124766_rgbi.tif	453402.475	5627345.352	4370.709	-1.38087	2.91539	28.88597
2096_150172.127944759C000617-42-34.127_NIR_65921_124767_rgbi.tif	453102.243	5627130.251	4371.466	-1.35302	2.85528	28.62906
2096_150177.128692760C000617-42-39.128_NIR_65922_124768_rgbi.tif	452802.133	5626914.904	4372.363	-1.23113	2.77585	28.75596
2096_150182.127616761C000617-42-44.127_NIR_65923_124769_rgbi.tif	452502.247	5626698.855	4373.626	-1.17670	2.75630	28.64785
2096_150187.128181762C000617-42-49.128_NIR_65924_124770_rgbi.tif	452202.059	5626482.034	4374.779	-0.99252	2.75174	28.74321
2096_150192.127929763C000617-42-54.127_NIR_65925_124771_rgbi.tif	451901.317	5626264.207	4374.962	-0.66724	2.65529	28.66910
2096_150197.128674764C000617-42-59.128_NIR_65926_124772_rgbi.tif	451599.499	5626044.513	4374.614	-0.87670	2.80992	28.93239
2096_150202.128418765C000617-43-04.128_NIR_65927_124773_rgbi.tif	451297.466	5625823.138	4374.116	-0.78598	2.55330	29.02090
2096_150207.128162766C000617-43-09.128_NIR_65928_124774_rgbi.tif	450994.897	5625600.336	4372.539	-1.03370	2.61371	29.30774
2096_150328.298753767C000617-45-10.298_NIR_65929_124775_rgbi.tif	452662.862	5625014.483	4369.384	0.93077	-1.39612	-138.31669
2096_150333.299747768C000617-45-15.299_NIR_65930_124776_rgbi.tif	452974.207	5625239.812	4358.202	2.95097	-0.68919	-138.76749
